Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Jarron Jones,6-6,316,5.33,20.5,22,,,,JoneJa07
Josh Jones,6-1,220,4.41,37.5,20,132,,,JoneJo06
Nazair Jones,6-5,304,5.11,24.5,,101,7.93,4.63,JoneNa00
Sidney Jones,6-0,186,4.47,33.5,,123,7.02,4.28,JoneSi00
Zay Jones,6-2,201,4.45,36.5,15,133,6.79,4.01,JoneZa00
Victor Bolden Jr.,5-8,178,4.54,32.0,9,117,6.83,4.22,BoldVi00
Bryan Cox Jr.,6-3,265,4.89,26.5,16,109,7.36,4.46,CoxxBr01
Anthony Walker Jr.,6-1,238,4.65,30.5,23,116,7.23,4.34,WalkAn01
Greg Ward Jr.,5-11,186,,,10,,,,WardGr02
Deatrich Wise Jr.,6-5,274,4.92,33.0,22,124,,,WiseDe00
Brad Kaaya,6-4,214,,,,,,,KaayBr00
Alvin Kamara,5-10,214,4.56,39.5,15,131,,,KamaAl00
Damontae Kazee,5-10,184,4.54,34.0,11,124,,,KazeDa00
Keith Kelsey,6-0,233,4.92,29.5,23,112,7.28,4.56,KelsKe00
Desmond King,5-10,201,,34.0,14,117,6.67,4.18,KingDe01
Kevin King,6-3,200,4.43,39.5,11,,6.56,3.89,KingKe01
George Kittle,6-4,247,4.52,35.0,18,132,,,KittGe00
DeShone Kizer,6-4,233,4.83,30.5,,107,7.40,4.53,KizeDe00
Trevor Knight,6-1,219,4.54,35.5,,125,7.04,4.14,KnigTr00
Tanoh Kpassagnon,6-7,289,4.83,30.0,23,128,7.46,4.62,KpasTa00
Cooper Kupp,6-2,204,4.62,31.0,,116,6.75,4.08,KuppCo00
Forrest Lamp,6-4,309,5.00,27.5,34,111,7.55,4.62,LampFo00
Ashton Lampkin,6-0,189,4.52,34.5,19,120,,,LampAs00
Jerome Lane,6-2,226,4.60,35.0,16,125,6.87,4.12,LaneJe01
Harvey Langi,6-2,251,,33.0,23,118,7.00,4.32,LangHa00
Marshon Lattimore,6-0,193,4.36,38.5,,132,,,LattMa01
Carl Lawson,6-2,261,4.67,33.0,35,114,7.46,4.19,LawsCa00
Javarius Leamon,6-7,332,,23.5,22,,,,-9999
Jeremiah Ledbetter,6-3,280,4.84,32.5,29,113,7.55,4.56,LedbJe00
Cameron Lee,6-5,312,5.44,25.5,18,100,8.02,4.75,LeexCa01
Marquel Lee,6-3,240,,31.0,25,118,,,LeexMa01
Jordan Leggett,6-5,258,,33.0,18,114,7.12,4.33,LeggJo00
Mitch Leidner,6-3,226,4.93,34.5,,123,6.96,4.25,LeidMi00
Corey Levin,6-4,307,5.16,26.5,26,106,7.55,4.73,LeviCo00
Jourdan Lewis,5-10,188,4.54,34.5,15,121,,,LewiJo01
William Likely,5-7,180,,,15,,,,LikeWi00
Sefo Liufau,6-3,232,5.08,27.0,,105,7.32,4.45,LiufSe00
T.J. Logan,5-9,196,4.37,33.5,17,121,,,LogaT.00
Shalom Luani,5-11,202,4.55,31.0,12,116,6.87,4.21,LuanSh00
Keevan Lucas,5-9,192,4.55,32.5,11,119,7.23,4.43,LucaKe00
Marlon Mack,5-11,213,4.50,35.5,15,125,,,MackMa00
Patrick Mahomes,6-2,225,4.80,30.0,,114,6.88,4.08,MahoPa00
Josh Malone,6-3,208,4.40,30.5,10,121,7.05,4.19,MaloJo00
Damien Mama,6-3,334,5.84,24.5,,96,8.51,5.38,MamaDa00
Gabe Marks,5-11,189,4.56,29.5,11,117,7.01,4.20,MarkGa00
Joe Mathis,6-2,266,,,24,,,,MathJo00
Arthur Maulet,5-10,189,4.62,34.5,18,120,,,MaulAr00
Marcus Maye,6-0,210,,,,,,,MayeMa00
Christian McCaffrey,5-11,202,4.48,37.5,10,121,6.57,4.22,McCaCh01
Conor McDermott,6-8,307,5.18,28.5,,105,7.52,4.58,McDeCo00
Malik McDowell,6-6,295,4.85,28.5,23,112,7.69,4.53,McDoMa00
Elijah McGuire,5-10,214,4.53,36.0,15,120,7.26,4.56,McGuEl00
Isaiah McKenzie,5-7,173,4.42,36.0,11,123,6.64,4.15,McKeIs00
Takkarist McKinley,6-2,250,4.59,33.0,24,122,7.48,4.62,McKiTa00
Raekwon McMillan,6-2,240,4.61,33.0,23,121,7.15,4.39,McMiRa02
Jeremy McNichols,5-9,214,4.49,35.5,,121,6.93,4.28,McNiJe00
Obi Melifonwu,6-4,224,4.40,44.0,17,141,,,MeliOb00
Matt Milano,6-0,223,4.67,35.0,24,126,,,MilaMa00
Fabian Moreau,6-0,206,4.35,38.0,,136,6.94,4.12,MoreFa00
Drew Morgan,6-0,190,4.74,30.0,10,112,6.85,4.12,MorgDr00
Jordan Morgan,6-3,309,5.36,27.0,21,102,8.13,4.73,MorgJo02
Avery Moss,6-3,264,4.79,32.5,14,114,7.25,4.43,MossAv00
Taylor Moton,6-5,319,5.18,30.5,23,109,7.73,4.58,MotoTa00
Al-Quadin Muhammad,6-3,253,4.88,30.5,22,117,7.25,4.47,MuhaAl00
Jalen Myrick,5-10,200,4.28,37.5,13,124,7.06,4.22,MyriJa00
Montae Nicholson,6-2,212,4.42,35.0,,125,,,NichMo00
Hardy Nickerson,6-0,232,4.78,33.0,18,116,,4.38,NickHa02
David Njoku,6-4,246,4.64,37.5,21,133,6.97,4.34,NjokDa00
Speedy Noil,5-11,199,,43.5,18,133,,,NoilSp00
Bradley Northnagel,6-2,243,5.30,25.5,,99,,,NortBr01
Noble Nwachukwu,6-1,268,4.83,30.5,27,110,,,NwacNo00
Ifeadi Odenigbo,6-3,258,4.72,31.5,25,128,7.26,4.40,OdenIf00
Dare Ogunbowale,5-11,213,4.65,35.0,14,120,6.99,4.34,OgunDa00
Larry Ogunjobi,6-3,305,4.97,32.0,26,116,7.55,4.75,OgunLa00
Tyler Orlosky,6-3,298,,,24,,,,OrloTy00
Scott Orndoff,6-5,253,4.84,27.0,17,112,7.37,4.45,OrndSc00
Zach Pascal,6-2,219,4.55,36.0,14,126,7.11,4.29,PascZa00
Jabrill Peppers,5-11,213,4.46,35.5,19,128,,,PeppJa00
Samaje Perine,5-11,233,4.65,33.0,30,116,7.26,4.37,PeriSa00
Nathan Peterman,6-2,226,4.82,31.0,,110,7.14,4.31,PeteNa00
Carroll Phillips,6-3,242,4.64,30.0,23,123,7.06,4.37,PhilCa00
Hayden Plinke,6-4,264,4.97,28.0,18,109,7.55,4.59,PlinHa00
Ethan Pocic,6-6,310,5.15,27.0,26,107,7.89,4.81,PociEt00
Ejuan Price,5-11,241,4.84,31.5,20,117,,4.34,PricEj00
Donnel Pumphrey,5-8,176,4.48,33.5,5,117,,,PumpDo00
Elijah Qualls,6-1,313,5.13,31.5,33,105,7.65,4.66,QualEl00
James Quick,6-0,186,4.60,31.0,11,115,7.00,4.39,QuicJa00
Ryan Ramczyk,6-6,310,,,25,,,,RamcRy00
Michael Rector,6-0,193,4.42,36.5,,129,6.77,4.19,RectMi00
Haason Reddick,6-1,237,4.52,36.5,24,133,7.01,4.37,ReddHa00
Devine Redding,5-8,205,4.76,30.5,16,116,7.18,4.46,ReddDe00
Jalen Reeves-Maybin,6-0,230,,,,,,,ReevJa00
Austin Rehkow,6-3,214,,,,,,,RehkAu01
Josh Reynolds,6-3,194,4.52,37.0,,124,6.83,4.13,ReynJo00
Duke Riley,6-0,232,4.58,34.5,18,122,6.89,4.21,RileDu00
Derek Rivers,6-4,248,4.61,35.0,30,123,6.94,4.40,RiveDe00
Michael Roberts,6-4,270,4.86,30.0,,110,7.05,4.51,RobeMi01
Jalen Robinette,6-3,220,4.62,31.5,13,120,6.77,4.46,RobiJa02
Ezra Robinson,5-11,189,4.47,34.0,13,130,,,-9999
Cam Robinson,6-6,322,5.15,26.0,,106,7.81,4.82,RobiCa00
Isaac Rochell,6-4,280,4.89,31.5,25,114,,,RochIs00
Darreus Rogers,6-1,216,,26.5,8,112,7.22,4.54,RogeDa02
Sam Rogers,5-10,231,4.93,32.0,19,114,7.27,4.34,RogeSa00
Fred Ross,6-1,213,4.51,35.0,10,113,6.99,4.28,RossFr00
John Ross,5-11,188,4.22,37.0,,133,,,RossJo00
Chase Roullier,6-4,312,5.54,26.5,19,97,7.60,4.47,RoulCh00
Travis Rudolph,6-0,189,4.65,31.5,12,114,6.93,4.46,RudoTr00
Cooper Rush,6-3,228,4.93,27.0,,105,7.23,4.47,RushCo00
Seth Russell,6-3,213,,,,,,,RussSe00
Curtis Samuel,5-11,196,4.31,37.0,18,119,7.09,4.33,SamuCu00
Eric Saubert,6-5,253,,33.0,22,121,,,SaubEr00
Artavis Scott,5-10,193,4.61,31.0,13,116,7.19,4.49,ScotAr00
Ricky Seals-Jones,6-5,243,4.69,28.0,17,121,7.46,4.33,SealRi00
Justin Senior,6-5,331,5.55,23.0,,98,8.19,5.06,SeniJu00
Adam Shaheen,6-6,278,4.79,32.5,24,121,7.09,4.38,ShahAd00
David Sharpe,6-6,343,5.44,20.5,19,97,7.87,4.78,SharDa02
Sojourn Shelton,5-9,177,4.51,35.0,10,120,6.92,4.02,ShelSo00
Garrett Sickels,6-3,261,4.90,28.0,20,105,7.21,4.41,SickGa00
Nico Siragusa,6-4,319,5.35,32.0,28,110,7.71,4.56,SiraNi00
Dan Skipper,6-10,309,5.42,26.0,,97,7.61,5.01,SkipDa00
Tanzel Smart,6-1,296,5.24,27.0,22,105,7.53,4.57,SmarTa00
De'Veon Smith,5-11,223,,29.0,22,108,7.30,4.56,SmitDe06
Jonnu Smith,6-3,248,4.62,38.0,22,127,,4.18,SmitJo01
JuJu Smith-Schuster,6-1,215,4.54,32.5,15,120,,,SmitJu00
Dawuane Smoot,6-3,264,4.77,29.5,,117,7.18,4.39,SmooDa00
Jeremy Sprinkle,6-5,252,4.69,29.0,,116,,,SpriJe00
Jamari Staples,6-3,195,4.51,36.0,,130,,,StapJa00
Freddie Stevenson,6-0,234,4.75,28.0,24,111,7.65,4.45,StevFr00
ArDarius Stewart,5-11,204,4.49,34.0,,124,,,StewAr00
Channing Stribling,6-1,188,4.60,31.5,5,114,6.94,4.56,StriCh00
Cameron Sutton,5-11,188,4.52,34.0,11,120,6.81,,SuttCa00
Ryan Switzer,5-8,181,4.51,32.0,11,116,6.77,4.00,SwitRy00
Teez Tabor,6-0,199,4.62,31.0,9,120,,,TaboTe00
Cordrea Tankersley,6-1,199,4.40,29.5,13,121,7.00,4.32,TankCo00
Pita Taumoepenu,6-1,243,4.67,28.5,24,112,6.91,4.33,TaumPi00
Taywan Taylor,5-11,203,4.50,33.5,13,132,6.57,4.21,TaylTa00
Trent Taylor,5-8,181,4.63,33.0,13,117,6.74,4.01,TaylTr02
Vincent Taylor,6-3,304,5.07,28.5,26,108,7.58,4.72,TaylVi00
Sam Tevi,6-5,311,5.27,26.0,15,107,7.84,4.60,TeviSa00
Nate Theaker,6-5,315,5.41,27.0,23,105,7.97,4.89,-9999
Jahad Thomas,5-10,190,4.62,32.0,11,116,,,ThomJa02
Noel Thomas,6-0,205,4.63,32.5,9,118,,,ThomNo00
Solomon Thomas,6-3,273,4.69,35.0,30,126,6.95,4.28,ThomSo00
Tedric Thompson,6-0,204,4.60,32.5,17,117,7.11,4.36,ThomTe00
Jack Tocho,6-0,202,4.54,35.0,21,125,,,TochJa00
Dalvin Tomlinson,6-3,310,5.19,27.0,,110,7.68,4.59,TomlDa00
Jon Toth,6-5,307,5.51,25.5,21,100,8.09,4.84,TothJo00
Damarius Travis,6-1,206,,32.5,13,115,7.08,4.28,TravDa00
Mitchell Trubisky,6-2,222,4.67,27.5,,116,6.87,4.25,TrubMi00
Stevie Tu'Ikolovatu,6-1,331,5.45,24.5,28,91,7.83,5.00,TuikSt00
Michael Tyson,6-1,204,4.56,33.0,17,118,,,TysoMi00
Jerry Ugokwe,6-7,321,5.61,26.0,18,103,8.35,5.17,-9999
Conrad Ukropina,6-0,190,,,,,,,UkroCo00
Tanner Vallejo,6-1,228,4.67,33.5,,121,,4.39,VallTa00
Eddie Vanderdoes,6-3,305,4.99,28.5,28,111,7.69,4.39,VandEd00
Justin Vogel,6-4,219,4.70,34.0,,,,,VogeJu00
Charles Walker,6-2,310,4.96,28.0,25,107,7.89,4.96,WalkCh01
DeMarcus Walker,6-4,280,,,18,,,,WalkDe03
Carlos Watkins,6-3,309,,,25,,,,WatkCa00
Deshaun Watson,6-2,221,4.66,32.5,,119,6.95,4.31,WatsDe00
T.J. Watt,6-4,252,4.69,37.0,21,128,6.79,4.13,WattT.00
Davis Webb,6-5,229,4.79,33.0,,118,6.92,4.21,WebbDa00
Dede Westbrook,6-0,178,,,,,,,WestDe00
Chad Wheeler,6-7,306,5.48,20.5,15,105,,5.01,WheeCh00
Marquez White,6-0,194,4.59,36.0,,123,,,WhitMa03
TreDavious White,5-11,192,4.47,32.0,16,119,6.90,4.32,WhitTr01
Kermit Whitfield,5-8,185,4.44,32.5,8,120,7.17,4.37,WhitKe02
Jamaal Williams,6-0,212,4.59,30.0,,123,7.25,4.53,WillJa06
Joe Williams,5-11,210,4.41,35.0,14,125,7.19,4.19,WillJo12
Marcus Williams,6-1,202,4.56,43.5,14,129,6.85,4.20,WillMa06
Mike Williams,6-4,218,,32.5,15,121,,,WillMi07
Stanley Williams,5-7,190,4.51,36.0,18,121,6.86,4.18,WillSt03
Tim Williams,6-3,244,4.68,33.5,,124,7.36,4.57,WillTi00
Jordan Willis,6-4,255,4.53,39.0,24,125,6.85,4.28,WillJo09
Howard Wilson,6-1,184,4.57,33.5,,119,6.68,3.94,WilsHo00
Jesus Wilson,5-9,189,4.57,,10,119,,4.57,WilsJe00
Quincy Wilson,6-1,211,4.54,32.0,14,118,6.86,4.02,WilsQu01
Ahkello Witherspoon,6-3,198,4.45,40.5,,127,6.93,4.13,WithAh00
Xavier Woods,5-11,197,4.54,33.5,19,122,6.72,4.13,WoodXa00
Chris Wormley,6-5,298,,,23,,,,WormCh00
