Rnd,Pick,Player,Pos,AP1,PB,College/Univ,-9999
5,168,Marquis Spruill,LB,0,0,Syracuse,SpruMa00
5,169,Ronald Powell,LB,0,0,Florida,PoweRo01
5,170,Keith Reaser,DB,0,0,Florida Atlantic,ReasKe00
5,171,Jordan Tripp,LB,0,0,Montana,TripJo00
5,172,Jimmy Staten,DT,0,0,Middle Tenn. St.,StatJi00
5,173,Wesley Johnson,OL,0,0,Vanderbilt,JohnWe00
5,174,Devon Kennard,DE,0,0,USC,KennDe00
5,175,John Urschel,G,0,0,Penn St.,UrscJo00
5,176,Jared Abbrederis,WR,0,0,Wisconsin,AbbrJa00
6,177,Jeoffrey Pagan,DE,0,0,Alabama,PagaJe00
6,178,Zach Mettenberger,QB,0,0,LSU,MettZa00
6,179,Jon Halapio,OL,0,0,Florida,HalaJo00
6,180,Kenneth Acker,DB,0,0,SMU,AckeKe00
6,181,Alfred Blue,RB,0,0,LSU,BlueAl00
6,182,Antone Exum,DB,0,0,Virginia Tech,ExumAn00
6,183,David Fales,QB,0,0,San Jose St.,FaleDa00
6,184,Kendall James,DB,0,0,Maine,JameKe00
6,185,Robert Herron,WR,0,0,Wyoming,HerrRo00
6,186,Lache Seastrunk,RB,0,0,Baylor,SeasLa00
6,187,Bennett Jackson,DB,0,0,Notre Dame,JackBe00
6,188,E.J. Gaines,DB,0,0,Missouri,GainE.00
6,189,T.J. Jones,WR,0,0,Notre Dame,JoneT.00
6,190,Matt Hazel,WR,0,0,Coastal Carolina,HazeMa01
6,191,Pat O'Donnell,P,0,0,Miami (FL),ODonPa00
6,192,Jordan Zumwalt,LB,0,0,UCLA,ZumwJo00
6,193,Zach Fulton,G,0,0,Tennessee,FultZa00
6,194,Keith Wenning,QB,0,0,Ball St.,WennKe00
6,195,Brandon Dixon,DB,0,0,NW Missouri St.,DixoBr00
6,196,Walt Powell,WR,0,0,Murray St.,PoweWa00
6,197,Demetri Goodson,DB,0,0,Baylor,GoodDe00
6,198,Zach Moore,DE,0,0,Concordia-St.Paul (MN),MoorZa00
6,199,Garrett Scott,OL,0,0,Marshall,ScotGa01
6,200,Laurent Duvernay-Tardif,OL,0,0,McGill,DuveLa00
6,201,Marion Grice,RB,0,0,Arizona St.,GricMa00
6,202,Tavon Rooks,OL,0,0,Kansas St.,RookTa00
6,203,Andrew Jackson,LB,0,0,Western Kentucky,JackAn02
6,204,Tyler Gaffney,RB,0,0,Stanford,GaffTy00
6,205,Luke Bowanko,C,0,0,Virginia,BowaLu00
6,206,Jemea Thomas,DB,0,0,Georgia Tech,ThomJe03
6,207,Matt Paradis,OL,0,0,Boise St.,ParaMa00
6,208,Eric Pinkins,DB,0,0,San Diego St.,PinkEr00
6,209,Quincy Enunwa,WR,0,0,Nebraska,EnunQu00
6,210,IK Enemkpali,DT,0,0,Louisiana Tech,EnemIK00
6,211,Jay Prosch,FB,0,0,Auburn,ProsJa00
6,212,Marquis Flowers,LB,0,0,Arizona,FlowMa00
6,213,Tajh Boyd,QB,0,0,Clemson,BoydTa00
6,214,Garrett Gilbert,QB,0,0,SMU,GilbGa01
6,215,Daniel McCullers,DT,0,0,Tennessee,McCuDa00
7,216,Andre Hal,DB,0,0,Vanderbilt,HalxAn00
7,217,Ted Bolser,TE,0,0,Indiana,BolsTe00
7,218,Michael Campanaro,WR,0,0,Wake Forest,CampMi02
7,219,T.J. Carrie,DB,0,0,Ohio,CarrTr00
7,220,Shamar Stephen,DT,0,0,Connecticut,StepSh00
7,221,Randell Johnson,LB,0,0,Florida Atlantic,JohnRa01
7,222,Storm Johnson,RB,0,0,Central Florida,JohnSt03
7,223,Brandon Watts,LB,0,0,Georgia Tech,WattBr00
7,224,Beau Allen,DT,0,0,Wisconsin,AlleBe00
7,225,Jabari Price,DB,0,0,North Carolina,PricJa00
7,226,Mitchell Van Dyk,OL,0,0,Portland St.,VanDMi00
7,227,Kiero Small,RB,0,0,Arkansas,SmalKi00
7,228,Zach Hocker,K,0,0,Arkansas,HockZa00
7,229,Nate Freese,K,0,0,Boston Col.,FreeNa00
7,230,Rob Blanchflower,TE,0,0,Massachusetts,BlanRo01
7,231,Ben Gardner,DE,0,0,Stanford,GardBe00
7,232,Ulrick John,OL,0,0,Georgia St.,JohnUl00
7,233,Trevor Reilly,LB,0,0,Utah,ReilTr00
7,234,Terrence Fede,DE,0,0,Marist,FedeTe00
7,235,Shelby Harris,DE,0,0,Illinois St.,HarrSh00
7,236,Jeff Janis,WR,0,0,Saginaw Valley St.,JaniJe00
7,237,Seantrel Henderson,OL,0,0,Miami (FL),HendSe00
7,238,Will Smith,LB,0,0,Texas Tech,SmitWi01
7,239,James Wright,WR,0,0,LSU,WrigJa03
7,240,Tevin Reese,WR,0,0,Baylor,ReesTe00
7,241,C.B. Bryant,DB,0,0,Ohio St.,BryaC.00
7,242,Corey Nelson,LB,0,0,Oklahoma,NelsCo00
7,243,Kaleb Ramsey,DE,0,0,Boston Col.,RamsKa00
7,244,Jeremy Gallon,WR,0,0,Michigan,GallJe00
7,245,Trey Millard,FB,0,0,Oklahoma,MillTr00
7,246,Charles Leno Jr.,T,0,1,Boise St.,LenoCh00
7,247,Jonathan Dowling,DB,0,0,Western Kentucky,DowlJo00
7,248,Ahmad Dixon,DB,0,0,Baylor,DixoAh00
7,249,Michael Sam,DE,0,0,Missouri,SamxMi00
7,250,Demetrius Rhaney,OL,0,0,Tennessee St.,RhanDe00
7,251,Ken Bishop,DT,0,0,Northern Illinois,BishKe01
7,252,Lavelle Westbrooks,DB,0,0,Georgia Southern,WestLa00
7,253,Yawin Smallwood,LB,0,0,Connecticut,SmalYa00
7,254,Terrance Mitchell,DB,0,0,Oregon,MitcTe00
7,255,Tyler Starr,LB,0,0,South Dakota,StarTy00
7,256,Lonnie Ballentine,DB,0,0,Memphis,BallLo00
