Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Arthur Brown,6-0,241,4.62,,,116,,,BrowAr00
Braden Brown,6-5,310,5.20,28.0,26,100,7.43,4.70,BrowBr03
Marlon Brown,6-4,213,4.63,,,,,,BrowMa00
Armonty Bryant,6-4,263,4.86,31.5,,118,7.32,5.00,BryaAr00
Michael Buchanan,6-5,255,4.78,33.0,22,113,6.91,4.44,BuchMi00
Rex Burkhead,5-10,214,4.73,39.0,21,125,6.85,4.09,BurkRe00
Adrian Bushell,5-9,186,4.58,33.0,17,116,6.92,4.25,BushAd00
Colby Cameron,6-2,212,4.78,30.5,,112,6.98,4.28,CameCo00
Anthony Cantele,5-10,180,4.76,,,,,,CantAn00
Tank Carradine,6-4,276,4.90,,28,,,,CarrCo00
Braxston Cave,6-3,303,5.33,25.5,,98,7.81,4.71,CaveBr00
Emmett Cleary,6-7,316,5.21,28.5,24,108,7.81,4.70,CleaEm01
Jamie Collins,6-3,250,4.64,41.5,19,139,7.10,4.32,CollJa00
Sanders Commings,6-0,216,4.41,34.5,,117,7.10,4.30,CommSa00
Jonathan Cooper,6-2,311,5.07,27.0,35,108,7.78,4.84,CoopJo01
Bobby Cowan,6-4,219,5.13,,,,,,-9999
Justice Cunningham,6-3,258,4.94,31.5,,116,7.12,4.45,CunnJu00
Jonathan Cyprien,6-0,217,4.64,38.5,,,,,CyprJo00
Knile Davis,5-11,227,4.37,33.5,31,121,6.96,4.38,DaviKn00
Marcus Davis,6-3,233,4.56,39.5,19,120,7.15,,DaviMa00
Will Davis,5-11,186,4.51,35.5,16,127,6.52,4.02,DaviWi02
Everett Dawkins,6-2,292,5.06,30.0,23,103,7.61,4.88,DawkEv00
Jordan Devey,6-7,317,5.25,24.0,21,98,7.91,4.77,DeveJo00
Quinton Dial,6-5,318,5.29,,,,,,DialQu00
Aaron Dobson,6-3,210,4.37,,,,,,DobsAa00
Alex Dunnachie,6-3,217,4.97,,,,,,-9999
Zac Dysert,6-3,231,4.81,,,,,,DyseZa00
Lavar Edwards,6-4,277,4.80,33.0,,119,7.03,4.51,EdwaLa00
Mike Edwards,5-9,189,4.56,36.0,14,124,6.94,4.18,EdwaMi01
Tyler Eifert,6-5,250,4.68,35.5,22,119,6.92,4.32,EifeTy00
Matt Elam,5-10,208,4.43,35.5,17,118,,,ElamMa00
Andre Ellington,5-9,199,4.61,34.0,,122,,,ElliAn00
Zach Ertz,6-5,249,4.76,30.5,24,111,7.08,4.47,ErtzZa00
Gavin Escobar,6-6,254,4.84,32.0,,114,7.07,4.31,EscoGa00
Josh Evans,6-1,207,4.58,34.5,,123,6.64,4.10,EvanJo00
Chris Faulk,6-5,331,5.08,,25,,,,FaulCh00
Joseph Fauria,6-7,259,4.82,,17,,,,FaurJo00
Eric Fisher,6-7,306,5.05,28.5,27,116,7.59,4.44,FishEr00
Sharrif Floyd,6-3,297,4.92,30.0,,106,7.40,4.75,FloySh00
D.J. Fluker,6-5,339,5.31,,21,,,,FlukDJ00
Manese Foketi,6-5,318,5.54,23.5,25,102,8.11,5.06,-9999
Michael Ford,5-9,210,4.50,38.5,25,130,6.87,4.25,FordMi00
Reid Fragel,6-8,308,5.14,30.0,33,113,7.62,4.68,FragRe00
Johnathan Franklin,5-10,205,4.49,31.5,18,115,6.89,4.31,FranJo01
Travis Frederick,6-4,312,5.58,28.5,21,97,7.81,4.76,FredTr00
Corey Fuller,6-2,204,4.43,31.5,12,120,,,FullCo00
Matt Furstenburg,6-4,242,4.62,35.5,18,115,7.09,4.35,FursMa00
Rogers Gaines,6-6,334,5.24,23.0,28,,,5.24,GainRo01
Kwame Geathers,6-5,342,5.44,26.5,,96,8.11,5.27,GeatKw00
William Gholston,6-6,281,4.96,28.5,23,110,7.20,4.59,GholWi00
Garrett Gilkey,6-6,318,5.29,30.0,28,108,7.65,4.75,GilkGa00
Mike Gillislee,5-11,208,4.55,30.5,15,119,7.12,4.40,GillMi00
Mike Glennon,6-7,225,4.94,26.5,,102,7.49,4.52,GlenMi00
Tyrone Goard,6-4,205,4.50,36.0,10,123,6.90,4.39,-9999
Zaviar Gooden,6-1,234,4.47,34.0,27,131,6.71,4.18,GoodZa00
Malliciah Goodman,6-4,276,4.87,31.5,26,114,,,GoodMa01
Marquise Goodwin,5-9,183,4.27,,13,132,,,GoodMa00
Chris Gragg,6-3,244,4.50,37.5,18,125,7.08,4.51,GragCh00
Ray Graham,5-9,199,4.80,32.5,18,112,7.17,4.21,GrahRa00
Dwayne Gratz,5-11,201,4.47,38.0,22,125,6.70,4.15,GratDw00
MarQueis Gray,6-3,240,4.65,30.0,15,111,7.25,4.30,GrayMa00
Khaseem Greene,6-1,241,4.71,30.0,17,116,7.58,4.20,GreeKh00
Cory Grissom,6-1,306,5.31,27.5,22,97,7.79,4.81,GrisCo01
Cobi Hamilton,6-2,212,4.56,29.5,11,107,,4.31,HamiCo00
Johnathan Hankins,6-3,320,5.31,26.0,,104,7.59,4.61,HankJo00
D.J. Harper,5-9,211,4.52,33.5,23,120,7.07,4.35,-9999
Chris Harper,6-1,229,4.55,35.5,20,116,6.89,4.39,HarpCh00
Montel Harris,5-8,208,4.68,32.5,19,113,6.95,4.18,-9999
Mark Harrison,6-3,231,4.46,38.5,17,129,6.99,4.33,HarrMa04
Tanner Hawkinson,6-5,298,5.07,28.5,,112,7.52,4.51,HawkTa00
Terry Hawthorne,6-0,195,4.44,35.5,13,116,,,HawtTe00
D.J. Hayden,5-11,191,4.40,,,,,,HaydDJ00
Brandon Hepburn,6-2,240,4.68,32.0,21,124,7.40,4.55,HepbBr00
Eric Herman,6-4,320,5.25,28.0,36,95,7.99,5.09,HermEr00
Aaron Hester,6-2,198,4.62,29.0,,112,7.26,4.33,HestAa00
Jordan Hill,6-1,303,5.23,22.5,28,103,7.49,4.51,HillJo01
Gerald Hodges,6-1,243,4.78,,22,119,,,HodgGe00
DeVonte Holloman,6-1,243,4.76,33.0,15,113,7.30,4.26,HollDe01
Khaled Holmes,6-3,302,5.29,,13,,,,HolmKh00
DeAndre Hopkins,6-1,214,4.57,36.0,15,115,,4.50,HopkDe00
Dustin Hopkins,6-2,193,4.74,33.5,,116,,,HopkDu00
Josh Hubner,6-4,232,5.06,,13,,,,-9999
Montori Hughes,6-4,329,5.23,26.5,22,104,7.85,4.70,HughMo00
Margus Hunt,6-8,277,4.62,34.5,38,121,7.07,4.51,HuntMa00
Justin Hunter,6-4,196,4.44,39.5,,136,,4.33,HuntJu00
Micah Hyde,6-0,197,4.56,33.0,12,121,6.78,4.20,HydeMi00
Luke Ingram,6-5,258,5.05,,24,106,,,-9999
Mark Jackson,6-5,328,5.65,20.5,20,91,8.07,5.03,-9999
Mike James,5-10,223,4.53,35.0,28,115,,4.62,JameMi00
Jawan Jamison,5-7,203,4.68,29.0,20,110,,,JamiJa00
Stefphon Jefferson,5-10,213,4.68,31.0,15,117,6.97,4.44,-9999
D.C. Jefferson,6-6,255,4.97,,3,,,,JeffD.00
Tony Jefferson,5-11,213,4.75,,16,,,,JeffTo00
Brandon Jenkins,6-2,251,5.07,,18,,,,JenkBr00
Jelani Jenkins,6-0,243,4.65,,27,,,,JenkJe00
John Jenkins,6-4,346,5.21,,30,,,,JenkJo00
Luke Joeckel,6-6,306,5.30,28.5,27,106,7.40,4.68,JoecLu00
Darius Johnson,5-9,179,4.60,32.0,6,109,,4.53,JohnDa06
Josh Johnson,5-9,199,4.65,35.0,16,114,6.99,4.25,JohnJo07
Keelan Johnson,6-0,209,4.54,36.5,12,125,6.77,4.07,JohnKe03
Lane Johnson,6-6,303,4.72,34.0,28,118,7.31,4.52,JohnLa01
Nico Johnson,6-2,248,4.73,,,,,,JohnNi00
Oscar Johnson,6-5,331,5.49,22.0,,88,8.06,5.06,JohnOs00
T.J. Johnson,6-4,310,5.33,25.5,32,96,7.83,4.74,JohnTJ00
Jamaal Johnson-Webb,6-5,313,5.37,23.0,17,92,8.12,4.74,JohnJa05
Abry Jones,6-3,313,5.06,26.5,30,101,,,JoneAb00
Barrett Jones,6-4,306,5.43,,,,,,JoneBa00
Chris Jones,6-2,302,5.33,,30,,7.34,4.44,JoneCh04
Datone Jones,6-4,283,4.80,31.5,29,112,7.32,4.32,JoneDa03
Jarvis Jones,6-2,245,4.74,,,,,,JoneJa05
Landry Jones,6-4,225,5.11,31.0,,115,7.12,4.30,JoneLa02
Dion Jordan,6-6,248,4.54,32.5,,122,7.02,4.35,JordDi00
Nick Kasa,6-6,269,4.71,31.5,22,113,,,KasaNi00
Brandon Kaufman,6-5,216,4.67,33.5,9,115,7.11,4.44,KaufBr00
Travis Kelce,6-5,255,4.63,,,,,,KelcTr00
Tavarres King,6-0,189,4.47,36.5,11,123,6.91,4.33,KingTa00
A.J. Klein,6-1,250,4.66,,20,113,,,KleiAJ00
Collin Klein,6-5,226,4.78,29.0,,111,7.17,4.40,KleiCo00
Jake Knott,6-2,243,4.84,,,,,,KnotJa00
Scott Kovanda,6-2,207,4.84,,,,,,KovaSc00
Joe Kruger,6-6,269,4.83,34.0,24,117,7.17,4.46,KrugJo00
Edmund Kugbila,6-4,317,5.13,22.5,23,105,7.72,4.65,KugbEd00
Eddie Lacy,5-11,231,4.55,,,,,,LacyEd00
Marcus Lattimore,5-11,221,4.65,,,,,,LattMa00
Alec Lemon,6-1,202,4.59,32.0,7,112,7.04,4.29,LemoAl00
Corey Lemonier,6-3,255,4.60,33.0,27,119,7.14,4.40,LemoCo00
Robert Lester,6-1,220,4.66,33.5,,117,,,LestRo01
Kapron Lewis-Moore,6-4,298,4.95,,,,,,LewiKa00
Zach Line,6-0,232,4.77,30.5,26,111,,,LineZa01
Jeff Locke,6-1,209,4.82,,,,,,LockJe00
Bennie Logan,6-2,309,5.08,25.0,30,104,7.53,4.67,LogaBe00
P.J. Lonergan,6-3,304,5.38,,25,,,,-9999
Kyle Long,6-6,313,4.91,28.0,,107,7.83,4.63,LongKy00
John Lotulelei,5-11,233,4.84,35.5,25,117,6.91,4.30,LotuJo00
Star Lotulelei,6-2,311,5.14,,,,,,LotuSt00
Philip Lutzenkirchen,6-3,258,4.94,30.5,21,112,7.15,4.35,-9999
Joe Madsen,6-3,310,5.20,25.0,25,98,7.60,4.83,-9999
Lamar Mady,6-2,317,5.48,23.0,35,95,8.07,4.82,MadyLa00
Brandon Magee,5-11,223,4.74,,,114,,,MageBr00
Brett Maher,6-0,186,4.89,,,,,,MaheBr01
E.J. Manuel,6-5,237,4.65,34.0,,118,7.08,4.21,ManuEJ00
Stansly Maponga,6-2,256,4.78,,30,,,,MapoSt00
Luke Marquardt,6-8,315,5.34,,31,,,,MarqLu00
Tyrann Mathieu,5-9,186,4.50,34.0,4,117,6.87,4.14,MathTy00
Michael Mauti,6-2,243,4.83,,28,,,,MautMi00
Miguel Maysonet,5-9,209,4.54,,20,,7.21,4.43,MaysMi00
Onterio McCalebb,5-10,168,4.34,34.0,,121,,,McCaOn00
Demetrius McCray,6-1,187,4.54,36.0,4,126,7.17,4.32,McCrDe00
Lerentee McCray,6-2,250,4.74,,,,,,McCrLe01
T.J. McDonald,6-2,219,4.59,40.0,19,131,6.89,4.20,McDoTJ00
Vance McDonald,6-4,267,4.69,33.5,31,119,7.08,4.53,McDoVa00
Brad McDougald,6-0,215,4.51,34.5,19,122,7.07,4.44,-9999
Leon McFadden,5-10,193,4.54,34.5,10,119,6.81,4.27,McFaLe00
Brandon McGee,5-11,193,4.40,33.5,14,119,6.71,4.18,McGeBr00
Stacy McGee,6-3,308,4.98,,,,,,McGeSt01
Aaron Mellette,6-2,217,4.54,33.5,9,123,7.11,4.41,MellAa00
Christine Michael,5-10,220,4.54,43.0,27,125,6.69,4.02,MichCh00
Rontez Miles,6-0,203,4.62,36.5,,123,6.97,4.27,MileRo00
Stephane Milhim,6-4,314,5.14,28.5,,104,,4.87,MilhSt00
Dee Milliner,6-0,201,4.37,36.0,,122,6.95,4.32,MillDe00
Jordan Mills,6-5,316,5.37,28.5,20,101,8.10,4.88,MillJo02
Barkevious Mingo,6-4,241,4.58,37.0,,128,6.84,4.39,MingBa00
Kevin Minter,6-0,246,4.81,33.0,25,119,,,MintKe00
T.J. Moe,5-11,204,4.74,36.0,26,120,6.53,3.96,MoexT.00
Sam Montgomery,6-3,262,4.81,34.5,,114,7.18,4.51,MontSa00
Nick Moody,6-1,236,4.71,,17,118,,,MoodNi00
Damontre Moore,6-4,250,4.95,35.5,12,122,,,MoorDa01
Sio Moore,6-1,245,4.65,38.0,29,127,7.49,4.31,MoorSi00
Zeke Motta,6-2,213,4.75,35.5,11,126,6.75,4.16,MottZe00
Ryan Nassib,6-2,227,5.06,28.5,,105,7.34,4.53,NassRy00
Xavier Nixon,6-6,321,5.23,,,,,,NixoXa00
Alec Ogletree,6-2,242,4.70,33.5,20,122,7.16,4.39,OgleAl00
Alex Okafor,6-4,264,4.78,,21,,,,OkafAl00
Ryan Otten,6-5,230,4.69,,,,,,OtteRy01
Vinston Painter,6-4,306,4.95,30.5,32,97,7.71,4.56,PainVi00
Chris Pantale,6-5,254,4.99,33.5,17,110,7.48,4.50,PantCh00
Cordarrelle Patterson,6-2,216,4.42,37.0,,128,,,PattCo00
Quinton Patton,6-0,204,4.53,33.0,8,118,6.91,4.01,PattQu00
Sean Porter,6-1,229,4.75,35.0,22,119,,,PortSe00
Keith Pough,6-2,239,4.87,33.0,17,118,7.28,4.47,PougKe01
Ty Powell,6-2,249,4.64,37.0,28,122,6.98,4.40,PoweTy00
Jordan Poyer,6-0,191,4.54,30.5,8,118,6.87,4.18,PoyeJo00
Lonnie Pryor,5-11,227,4.70,30.0,17,114,7.28,4.55,PryoLo00
Justin Pugh,6-4,307,5.12,28.5,,103,7.45,4.63,PughJu00
David Quessenberry,6-5,302,5.08,29.5,25,112,7.49,4.45,QuesDa00
Bacarri Rambo,6-0,211,4.56,,17,,,,RambBa00
Joseph Randle,6-0,204,4.63,35.0,,123,,,RandJo01
Kevin Reddick,6-1,243,4.72,,23,113,,,ReddKe00
Jordan Reed,6-2,236,4.72,,16,,,,ReedJo02
Greg Reid,5-8,190,4.46,,10,,,,-9999
Eric Reid,6-1,213,4.53,40.5,17,134,6.99,4.22,ReidEr00
Sean Renfree,6-3,219,4.76,,,,,,RenfSe00
Xavier Rhodes,6-1,210,4.43,40.5,14,132,,,RhodXa00
Sheldon Richardson,6-2,294,5.02,32.0,30,116,,,RichSh00
Theo Riddick,5-10,201,4.68,32.0,,118,,,RiddTh00
Mychal Rivera,6-3,242,4.81,31.0,17,112,7.17,4.43,RiveMy00
Nickell Robey,5-7,169,4.53,37.5,10,127,6.74,4.09,RobeNi00
Denard Robinson,5-10,199,4.43,36.5,,123,7.09,4.22,RobiDe00
Da'Rick Rogers,6-2,217,4.50,39.5,10,132,6.71,4.06,RogeDa01
Robbie Rouse,5-6,190,4.80,34.0,15,114,6.97,4.25,-9999
Logan Ryan,5-11,191,4.56,32.5,14,116,6.69,4.06,RyanLo00
Etienne Sabino,6-2,247,4.75,,24,114,,,SabiEt00
Lanear Sampson,5-11,204,4.46,33.5,20,119,7.10,4.38,SampLa00
Ace Sanders,5-7,173,4.58,32.0,7,117,6.81,4.37,SandAc00
Brian Schwenke,6-3,314,4.99,26.5,31,108,7.31,4.74,SchwBr00
Matt Scott,6-2,213,4.69,31.0,,118,6.69,3.99,ScotMa01
Quinn Sharp,6-1,189,4.86,,,,,,SharQu00
Kawann Short,6-3,299,5.08,,,,,,ShorKa00
John Simon,6-1,257,4.62,,,,,,SimoJo01
Tharold Simon,6-2,202,4.51,34.0,9,128,,,SimoTh00
Dion Sims,6-5,262,4.75,35.0,22,112,7.36,4.52,SimsDi00
Jamoris Slaughter,6-0,195,4.57,,,,,,SlauJa00
Darius Slay,6-0,192,4.36,35.5,14,124,6.90,4.21,SlayDa00
Geno Smith,6-2,218,4.58,33.5,,124,,,SmitGe00
Jared Smith,6-3,302,5.08,32.5,28,115,7.20,4.39,SmitJa02
Quanterus Smith,6-5,250,4.74,,,,,,SmitQu00
Rodney Smith,6-4,225,4.51,34.5,,120,7.03,4.07,SmitRo05
Brad Sorensen,6-4,229,4.97,29.0,,112,7.17,4.55,SoreBr00
Ryan Spadola,6-1,204,4.48,33.5,15,119,6.72,4.07,SpadRy00
Akeem Spence,6-1,307,5.15,30.0,37,107,7.82,4.72,SpenAk00
Damion Square,6-2,293,5.23,,,,,,SquaDa00
Zac Stacy,5-8,216,4.55,33.0,27,122,6.70,4.17,StacZa00
Daimion Stafford,6-0,221,4.69,30.5,21,111,7.06,,StafDa00
Matt Stankiewitch,6-3,302,5.43,24.0,27,92,7.90,4.96,-9999
Jawanza Starling,6-1,202,4.64,36.0,17,122,6.68,4.34,StarJa01
Jonathan Stewart,6-4,242,4.68,31.0,19,118,7.44,4.53,StewJo01
Walter Stewart,6-4,246,4.69,,,,,,StewWa01
Kenny Stills,6-0,194,4.38,33.5,16,124,,4.35,StilKe00
Jake Stoneburner,6-3,252,4.65,34.5,18,116,7.12,4.27,StonJa01
Caleb Sturgis,5-10,188,4.77,,,,,,SturCa00
Dax Swanson,5-10,186,4.56,33.0,15,122,,,-9999
D.J. Swearinger,5-10,208,4.67,37.0,17,124,6.70,4.11,SweaDJ00
Rod Sweeting,5-11,189,4.42,37.0,11,124,,,SweeRo01
Ryan Swope,6-0,205,4.34,37.0,16,125,6.76,4.25,SwopRy00
Bruce Taylor,6-1,237,5.01,30.5,19,115,7.21,4.39,TaylBr03
Devin Taylor,6-7,266,4.72,35.0,14,128,6.89,4.30,TaylDe00
Jamar Taylor,5-11,192,4.39,35.0,22,127,6.82,4.06,TaylJa01
Mike Taylor,6-1,234,4.75,,,,,,TaylMi00
Stepfan Taylor,5-9,214,4.76,30.0,17,110,7.13,4.50,TaylSt00
Manti Te'o,6-1,241,4.82,33.0,,113,7.13,4.27,TeoxMa00
Chase Thomas,6-3,244,4.91,32.0,18,113,7.17,4.31,ThomCh04
Dallas Thomas,6-5,306,5.08,,,,,,ThomDa04
Phillip Thomas,6-0,208,4.65,35.0,14,122,,,ThomPh00
Shamarko Thomas,5-9,213,4.42,40.5,28,133,,4.26,ThomSh00
Kenbrell Thompkins,6-1,193,4.54,33.5,8,121,6.88,4.21,ThomKe02
Chris Thompson,5-7,192,4.42,,21,,,,ThomCh03
Hugh Thornton,6-3,320,5.11,,27,,7.45,4.63,ThorHu00
Levine Toilolo,6-8,260,4.86,31.0,17,113,7.09,4.57,ToilLe00
J.C. Tretter,6-4,307,5.09,29.5,29,109,7.48,4.69,TretJC00
Desmond Trufant,6-0,190,4.38,37.5,16,125,,3.85,TrufDe00
Matthew Tucker,6-0,221,4.55,35.5,17,118,,,TuckMa00
Kenny Vaccaro,6-0,214,4.63,38.0,15,121,6.78,4.06,VaccKe00
James Vandenberg,6-3,226,4.92,32.0,,116,6.95,4.52,-9999
Conner Vernon,6-0,196,4.68,32.5,,125,6.93,4.22,VernCo01
Ricky Wagner,6-6,308,5.17,31.5,20,101,7.94,4.91,WagnRi00
Spencer Ware,5-10,228,4.62,,,,,,WareSp00
Larry Warford,6-3,332,5.58,22.5,28,96,7.78,5.10,WarfLa00
Chance Warmack,6-2,317,5.49,,,110,,,WarmCh00
Cornelius Washington,6-4,265,4.55,39.0,36,128,,,WashCo00
Earl Watford,6-3,300,5.06,30.0,24,107,7.77,5.00,WatfEa00
Menelik Watson,6-5,310,5.29,24.5,,103,8.31,5.01,WatsMe00
Jason Weaver,6-4,313,5.44,21.0,23,94,8.23,5.07,WeavJa00
B.W. Webb,5-10,184,4.51,40.5,14,132,6.82,3.84,WebbBW00
Kayvon Webster,5-10,195,4.41,35.0,14,125,,,WebsKa00
Bjoern Werner,6-3,266,4.83,31.0,25,111,7.30,4.40,WernBj00
John Wetzel,6-7,315,5.46,25.0,22,105,7.90,4.81,WetzJo00
Markus Wheaton,5-11,189,4.45,37.0,20,120,6.80,4.02,WheaMa00
J.J. Wilcox,6-0,213,4.57,35.0,17,124,7.02,4.09,WilcJ.00
Nathan Williams,6-3,241,4.88,35.0,24,113,6.99,4.44,-9999
Brandon Williams,6-1,335,5.37,29.5,38,102,8.09,4.91,WillBr02
Brennan Williams,6-6,318,5.27,,,,,,WillBr03
Duke Williams,5-11,203,4.48,37.5,13,126,,4.00,WillDu00
Jesse Williams,6-3,323,4.94,,30,,,,WillJe02
Kerwynn Williams,5-8,195,4.48,35.0,17,118,7.15,4.15,WillKe05
Nicholas Williams,6-4,309,4.94,33.0,28,111,7.55,4.65,WillNi01
Shawn Williams,6-0,213,4.46,36.0,25,120,7.01,4.25,WillSh02
Steve Williams,5-9,181,4.42,40.5,12,128,6.89,4.10,WillSt02
Sylvester Williams,6-3,313,5.03,26.5,27,102,7.93,4.80,WillSy00
Terrance Williams,6-2,208,4.52,32.5,11,119,7.01,4.32,WillTe01
Tourek Williams,6-3,260,4.92,33.0,25,112,,,WillTo00
Trevardo Williams,6-1,241,4.57,38.0,30,124,,,WillTr02
Braden Wilson,6-3,251,4.81,,22,,,,WilsBr00
Marquess Wilson,6-3,194,4.51,34.5,7,122,6.65,4.33,WilsMa02
Tyler Wilson,6-2,215,4.95,28.5,,112,7.22,4.39,WilsTy00
Brad Wing,6-2,205,4.86,,,,,,WingBr00
George Winn,5-10,218,4.75,34.5,22,119,,,WinnGe00
Brian Winters,6-4,320,5.22,,9,,,,WintBr00
Earl Wolff,5-11,209,4.44,39.0,,134,,4.07,WolfEa00
Cierre Wood,5-11,213,4.56,37.5,16,124,,,WoodCi00
Robert Woods,6-0,201,4.51,33.5,14,117,7.15,4.47,WoodRo02
Khalid Wooten,5-11,210,4.53,33.5,17,117,6.95,4.18,WootKh00
Tom Wort,6-0,235,4.78,31.5,21,111,7.41,4.51,-9999
Blidi Wreh-Wilson,6-1,195,4.53,36.0,14,128,6.97,4.12,WrehBl00
