Player,Drafted (tm/rnd/yr),Player-additional
Marcus Hardison,Cincinnati Bengals / 4th / 135th pick / 2015,HardMa00
Justin Hardy,Atlanta Falcons / 4th / 107th pick / 2015,HardJu00
Eli Harold,San Francisco 49ers / 3rd / 79th pick / 2015,HaroEl00
Josh Harper,,HarpJo00
Anthony Harris,,HarrAn01
Jarvis Harrison,New York Jets / 5th / 152nd pick / 2015,HarrJa02
Bobby Hart,New York Giants / 7th / 226th pick / 2015,HartBo00
Dee Hart,,HartDe00
Rob Havenstein,St. Louis Rams / 2nd / 57th pick / 2015,HaveRo00
Braylon Heard,,-9999
Ben Heeney,Oakland Raiders / 5th / 140th pick / 2015,HeenBe00
Amarlo Herrera,Indianapolis Colts / 6th / 207th pick / 2015,HerrAm00
Jeff Heuerman,Denver Broncos / 3rd / 92nd pick / 2015,HeueJe00
Sean Hickey,,HickSe01
Jordan Hicks,Philadelphia Eagles / 3rd / 84th pick / 2015,HickJo00
Troy Hill,,HillTr01
Kenny Hilliard,Houston Texans / 7th / 235th pick / 2015,HillKe01
Zack Hodges,,-9999
Gerod Holliman,Pittsburgh Steelers / 7th / 239th pick / 2015,HollGe00
Mike Hull,,HullMi01
D.J. Humphries,Arizona Cardinals / 1st / 24th pick / 2015,HumpD.00
Brett Hundley,Green Bay Packers / 5th / 147th pick / 2015,HundBr00
Danielle Hunter,Minnesota Vikings / 3rd / 88th pick / 2015,HuntDa01
Martin Ifedi,St. Louis Rams / 7th / 227th pick / 2015,IfedMa00
Joey Iosefa,Tampa Bay Buccaneers / 7th / 231st pick / 2015,IoseJo00
Tre Jackson,New England Patriots / 4th / 111th pick / 2015,JackTr00
Jesse James,Pittsburgh Steelers / 5th / 160th pick / 2015,JameJe00
Grady Jarrett,Atlanta Falcons / 5th / 137th pick / 2015,JarrGr00
Kyshoen Jarrett,Washington Redskins / 6th / 181st pick / 2015,JarrKy00
Anthony Jefferson,,JeffAn00
Gus Johnson,,-9999
David Johnson,Arizona Cardinals / 3rd / 86th pick / 2015,JohnDa08
Duke Johnson,Cleveland Browns / 3rd / 77th pick / 2015,JohnDu00
Kevin Johnson,Houston Texans / 1st / 16th pick / 2015,JohnKe04
Will Johnson,,JohnWi01
Byron Jones,Dallas Cowboys / 1st / 27th pick / 2015,JoneBy00
Chris Jones,Kansas City Chiefs / 2nd / 37th pick / 2016,JoneCh09
Matt Jones,Washington Redskins / 3rd / 95th pick / 2015,JoneMa04
Taiwan Jones,,JoneTa01
Mario Edwards Jr.,Oakland Raiders / 2nd / 35th pick / 2015,EdwaMa01
Eric Kendricks,Minnesota Vikings / 2nd / 45th pick / 2015,KendEr00
Hau'oli Kikaha,New Orleans Saints / 2nd / 44th pick / 2015,KikaHa00
Arie Kouandjio,Washington Redskins / 4th / 112th pick / 2015,KouaAr00
Ben Koyack,Jacksonville Jaguars / 7th / 229th pick / 2015,KoyaBe00
Tyler Kroft,Cincinnati Bengals / 3rd / 85th pick / 2015,KrofTy00
Josh Lambo,,LambJo00
Jeremy Langford,Chicago Bears / 4th / 106th pick / 2015,LangJe00
Dez Lewis,,-9999
Tony Lippett,Miami Dolphins / 5th / 156th pick / 2015,LippTo00
Tyler Lockett,Seattle Seahawks / 3rd / 69th pick / 2015,LockTy00
Deon Long,,LongDe00
Kyle Loomis,,-9999
Derrick Lott,,-9999
Jerry Lovelocke,,-9999
Donatella Luckett,,-9999
Terrence Magee,,MageTe00
Craig Mager,San Diego Chargers / 3rd / 83rd pick / 2015,MageCr00
Greg Mancz,,MancGr00
Sean Mannion,St. Louis Rams / 3rd / 89th pick / 2015,MannSe00
Justin Manton,,MantJu00
Marcus Mariota,Tennessee Titans / 1st / 2nd pick / 2015,MariMa01
Dean Marlowe,,MarlDe00
Ali Marpet,Tampa Bay Buccaneers / 2nd / 61st pick / 2015,MarpAl00
Nick Marshall,,MarsNi00
Josue Matias,,-9999
Lorenzo Mauldin,New York Jets / 3rd / 82nd pick / 2015,MaulLo00
Vince Mayle,Cleveland Browns / 4th / 123rd pick / 2015,MaylVi00
Joey Mbu,,MbuxJo01
Tre McBride,Tennessee Titans / 7th / 245th pick / 2015,McBrTr00
Bobby McCain,Miami Dolphins / 5th / 145th pick / 2015,McCaBo01
Ellis McCarthy,,McCaEl00
Tevin McDonald,,McDoTe00
Benardrick McKinney,Houston Texans / 2nd / 43rd pick / 2015,McKiBe00
Darrian Miller,,MillDa00
John Miller,Buffalo Bills / 3rd / 81st pick / 2015,MillJo04
Ty Montgomery,Green Bay Packers / 3rd / 94th pick / 2015,MontTy01
Mitch Morse,Kansas City Chiefs / 2nd / 49th pick / 2015,MorsMi00
Keith Mumphery,Houston Texans / 5th / 175th pick / 2015,MumpKe00
Marcus Murphy,New Orleans Saints / 7th / 230th pick / 2015,MurpMa03
Robert Myers,Baltimore Ravens / 5th / 176th pick / 2015,MyerRo01
J.J. Nelson,Arizona Cardinals / 5th / 159th pick / 2015,NelsJJ00
Steven Nelson,Kansas City Chiefs / 3rd / 98th pick / 2015,NelsSt01
Rakeem Nunez-Roches,Kansas City Chiefs / 6th / 217th pick / 2015,NuneRa00
Mark Nzeocha,Dallas Cowboys / 7th / 236th pick / 2015,NzeoMa00
Nick O'Leary,Buffalo Bills / 6th / 194th pick / 2015,OLeaNi00
Owamagbe Odighizuwa,New York Giants / 3rd / 74th pick / 2015,OdigOw00
Cedric Ogbuehi,Cincinnati Bengals / 1st / 21st pick / 2015,OgbuCe00
Nate Orchard,Cleveland Browns / 2nd / 51st pick / 2015,OrchNa00
Leon Orr,,OrrxLe00
Trevor Pardula,,PardTr00
DeVante Parker,Miami Dolphins / 1st / 14th pick / 2015,ParkDe01
David Parry,Indianapolis Colts / 5th / 151st pick / 2015,ParrDa00
Andrus Peat,New Orleans Saints / 1st / 13th pick / 2015,PeatAn00
Breshad Perriman,Baltimore Ravens / 1st / 26th pick / 2015,PerrBr02
Denzel Perryman,San Diego Chargers / 2nd / 48th pick / 2015,PerrDe00
Garry Peters,,PeteGa00
Marcus Peters,Kansas City Chiefs / 1st / 18th pick / 2015,PeteMa00
Bryce Petty,New York Jets / 4th / 103rd pick / 2015,PettBr01
Jordan Phillips,Miami Dolphins / 2nd / 52nd pick / 2015,PhilJo01
Darius Philon,San Diego Chargers / 6th / 192nd pick / 2015,PhilDa01
Bradley Pinion,San Francisco 49ers / 5th / 165th pick / 2015,PiniBr00
Terry Poole,Seattle Seahawks / 4th / 130th pick / 2015,PoolTe00
Jeremiah Poutasi,Tennessee Titans / 3rd / 66th pick / 2015,PoutJe00
Cody Prewitt,,PrewCo00
MyCole Pruitt,Minnesota Vikings / 5th / 143rd pick / 2015,PruiMy00
Hayes Pullard,Cleveland Browns / 7th / 219th pick / 2015,PullHa00
Damarious Randall,Green Bay Packers / 1st / 30th pick / 2015,RandDa00
Thomas Rawls,,RawlTh00
Shane Ray,Denver Broncos / 1st / 23rd pick / 2015,RayxSh00
Cedric Reed,,ReedCe00
Jordan Richards,New England Patriots / 2nd / 64th pick / 2015,RichJo00
Bobby Richardson,,RichBo00
Jared Roberts,,RobeJa01
Corey Robinson,Detroit Lions / 7th / 240th pick / 2015,RobiCo00
Edmond Robinson,Minnesota Vikings / 7th / 232nd pick / 2015,RobiEd00
Josh Robinson,Indianapolis Colts / 6th / 205th pick / 2015,RobiJo02
Quinten Rollins,Green Bay Packers / 2nd / 62nd pick / 2015,RollQu00
Spencer Roth,,RothSp00
Eric Rowe,Philadelphia Eagles / 2nd / 47th pick / 2015,RoweEr00
Ezell Ruffin,,RuffEz00
Ryan Russell,Dallas Cowboys / 5th / 163rd pick / 2015,RussRy00
Jake Ryan,Green Bay Packers / 4th / 129th pick / 2015,RyanJa00
Ty Sambrailo,Denver Broncos / 2nd / 59th pick / 2015,SambTy00
James Sample,Jacksonville Jaguars / 4th / 104th pick / 2015,SampJa00
Wes Saxton,,SaxtWe01
Brandon Scherff,Washington Redskins / 1st / 5th pick / 2015,ScheBr00
Ross Scheuerman,,-9999
Josh Shaw,Cincinnati Bengals / 4th / 120th pick / 2015,ShawJo00
Adam Shead,,-9999
Danny Shelton,Cleveland Browns / 1st / 12th pick / 2015,ShelDa01
Austin Shepherd,Minnesota Vikings / 7th / 228th pick / 2015,ShepAu00
JaCorey Shepherd,Philadelphia Eagles / 6th / 191st pick / 2015,ShepJa00
Jean Sifrin,,SifrJe00
Deon Simon,New York Jets / 7th / 223rd pick / 2015,SimoDe00
Blake Sims,,SimsBl01
DeAndre Smelter,San Francisco 49ers / 4th / 132nd pick / 2015,SmelDe00
Devin Smith,New York Jets / 2nd / 37th pick / 2015,SmitDe04
Derron Smith,Cincinnati Bengals / 6th / 197th pick / 2015,SmitDe05
D'Joun Smith,Indianapolis Colts / 3rd / 65th pick / 2015,SmitDJ00
Donovan Smith,Tampa Bay Buccaneers / 2nd / 34th pick / 2015,SmitDo02
Preston Smith,Washington Redskins / 2nd / 38th pick / 2015,SmitPr00
Tye Smith,Seattle Seahawks / 5th / 170th pick / 2015,SmitTy01
Za'Darius Smith,Baltimore Ravens / 4th / 122nd pick / 2015,SmitZa00
Martrell Spaight,Washington Redskins / 5th / 141st pick / 2015,SpaiMa00
Jaelen Strong,Houston Texans / 3rd / 70th pick / 2015,StroJa01
J.T. Surratt,,SurrJ.00
Damian Swann,New Orleans Saints / 5th / 167th pick / 2015,SwanDa02
Jaquiski Tartt,San Francisco 49ers / 2nd / 46th pick / 2015,TartJa00
J.R. Tavai,,TavaJ.00
Randall Telfer,Cleveland Browns / 6th / 198th pick / 2015,TelfRa00
Shaq Thompson,Carolina Panthers / 1st / 25th pick / 2015,ThomSh01
Tyrus Thompson,Minnesota Vikings / 6th / 185th pick / 2015,ThomTy01
Eric Tomlinson,,TomlEr01
Laken Tomlinson,Detroit Lions / 1st / 28th pick / 2015,TomlLa01
Lynden Trail,,TraiLy00
Louis Trinca-Pasat,,TrinLo01
Davis Tull,New Orleans Saints / 5th / 148th pick / 2015,TullDa00
Max Valles,Oakland Raiders / 6th / 179th pick / 2015,VallMa00
Tyler Varga,,VargTy00
Zack Wagenmann,,-9999
Clive Walford,Oakland Raiders / 3rd / 68th pick / 2015,WalfCl00
Darren Waller,Baltimore Ravens / 6th / 204th pick / 2015,WallDa01
Leterrius Walton,Pittsburgh Steelers / 6th / 199th pick / 2015,WaltLe00
Tony Washington,,WashTo00
Trae Waynes,Minnesota Vikings / 1st / 11th pick / 2015,WaynTr00
DeAndrew White,,WhitDe01
Kevin White,Chicago Bears / 1st / 7th pick / 2015,WhitKe00
Kevin White,,WhitKe01
Jermaine Whitehead,,WhitJe02
Daryl Williams,Carolina Panthers / 4th / 102nd pick / 2015,WillDa06
Karlos Williams,Buffalo Bills / 5th / 155th pick / 2015,WillKa01
Leonard Williams,New York Jets / 1st / 6th pick / 2015,WillLe02
Maxx Williams,Baltimore Ravens / 2nd / 55th pick / 2015,WillMa04
P.J. Williams,New Orleans Saints / 3rd / 78th pick / 2015,WillP.00
Trey Williams,,WillTr03
Damien Wilson,Dallas Cowboys / 4th / 127th pick / 2015,WilsDa02
Julian Wilson,,WilsJu00
Ramik Wilson,Kansas City Chiefs / 4th / 118th pick / 2015,WilsRa00
Jameis Winston,Tampa Bay Buccaneers / 1st / 1st pick / 2015,WinsJa00
Cam Worthy,,WortCa00
Gabe Wright,Detroit Lions / 4th / 113th pick / 2015,WrigGa00
T.J. Yeldon,Jacksonville Jaguars / 2nd / 36th pick / 2015,YeldT.00
Zach Zenner,,ZennZa00
