Player,Drafted (tm/rnd/yr),Player-additional
Caleb McSurdy,Dallas Cowboys / 7th / 222nd pick / 2012,McSuCa00
Vaughn Meatoga,,-9999
Davin Meggett,,MeggDa01
DeQuan Menzie,Kansas City Chiefs / 5th / 146th pick / 2012,MenzDe00
Whitney Mercilus,Houston Texans / 1st / 26th pick / 2012,MercWh00
Lamar Miller,Miami Dolphins / 4th / 97th pick / 2012,MillLa01
Ryan Miller,Cleveland Browns / 5th / 160th pick / 2012,MillRy00
Chase Minnifield,,MinnCh00
Charles Mitchell,Atlanta Falcons / 6th / 192nd pick / 2012,MitcCh01
David Molk,San Diego Chargers / 7th / 226th pick / 2012,MolkDa00
Rennie Moore,,-9999
Kashif Moore,,MoorKa00
Kellen Moore,,MoorKe02
Alfred Morris,Washington Redskins / 6th / 173rd pick / 2012,MorrAl00
Brandon Mosley,New York Giants / 4th / 131st pick / 2012,MoslBr00
Derek Moye,,MoyeDe00
Tyler Nielsen,,-9999
Lucas Nix,,NixxLu00
Josh Norman,Carolina Panthers / 5th / 143rd pick / 2012,NormJo01
Brad Nortman,Carolina Panthers / 6th / 207th pick / 2012,NortBr00
Josh Oglesby,,-9999
Kelechi Osemele,Baltimore Ravens / 2nd / 60th pick / 2012,OsemKe00
Brock Osweiler,Denver Broncos / 2nd / 57th pick / 2012,OsweBr00
Chris Owusu,,OwusCh00
Eric Page,,PageEr00
Donte Paige-Moss,,-9999
David Paulson,Pittsburgh Steelers / 7th / 240th pick / 2012,PaulDa01
Isaiah Pead,St. Louis Rams / 2nd / 50th pick / 2012,PeadIs00
Micah Pellerin,,PellMi00
Nick Perry,Green Bay Packers / 1st / 28th pick / 2012,PerrNi00
DeAngelo Peterson,,PeteDe00
Bernard Pierce,Baltimore Ravens / 3rd / 84th pick / 2012,PierBe00
Eddie Pleasant,,PleaEd00
Dontari Poe,Kansas City Chiefs / 1st / 11th pick / 2012,PoexDo00
Chris Polk,,PolkCh00
Tauren Poole,,PoolTa00
DeVier Posey,Houston Texans / 3rd / 68th pick / 2012,PoseDe00
Nate Potter,Arizona Cardinals / 7th / 221st pick / 2012,PottNa00
Tydreke Powell,,-9999
Chaz Powell,,PoweCh00
Shawn Powell,,PoweSh00
Shaun Prater,Cincinnati Bengals / 5th / 156th pick / 2012,PratSh00
DeAndre Presley,,-9999
Nick Provo,,-9999
Cyhl Quarles,,QuarCy00
Brian Quick,St. Louis Rams / 2nd / 33rd pick / 2012,QuicBr00
Chris Rainey,Pittsburgh Steelers / 5th / 159th pick / 2012,RainCh00
Kheeston Randall,Miami Dolphins / 7th / 215th pick / 2012,RandKh00
Rueben Randle,New York Giants / 2nd / 63rd pick / 2012,RandRu00
Antwuan Reed,,-9999
Riley Reiff,Detroit Lions / 1st / 23rd pick / 2012,ReifRi00
Beau Reliford,,-9999
Kendall Reyes,San Diego Chargers / 2nd / 49th pick / 2012,ReyeKe00
Matt Reynolds,,ReynMa00
Sean Richardson,,RichSe00
Trent Richardson,Cleveland Browns / 1st / 3rd pick / 2012,RichTr00
Travian Robertson,Atlanta Falcons / 7th / 249th pick / 2012,RobeTr00
Gerell Robinson,,-9999
Trenton Robinson,,-9999
Josh Robinson,Minnesota Vikings / 3rd / 66th pick / 2012,RobiJo01
Keenan Robinson,Washington Redskins / 4th / 119th pick / 2012,RobiKe01
James Rodgers,,RodgJa01
Evan Rodriguez,Chicago Bears / 4th / 111th pick / 2012,RodrEv00
Brett Roy,,-9999
Zebrie Sanders,Buffalo Bills / 5th / 144th pick / 2012,SandZe00
Mohamed Sanu,Cincinnati Bengals / 3rd / 83rd pick / 2012,SanuMo00
Quentin Saulsberry,,SaulQu00
Mitchell Schwartz,Cleveland Browns / 2nd / 37th pick / 2012,SchwMi00
Darrell Scott,,-9999
Coty Sensabaugh,Tennessee Titans / 4th / 115th pick / 2012,SensCo00
Derrick Shelby,,ShelDe00
Amini Silatolu,Carolina Panthers / 2nd / 40th pick / 2012,SilaAm00
Harrison Smith,Minnesota Vikings / 1st / 29th pick / 2012,SmitHa00
Jacquies Smith,,SmitJa01
Scott Solomon,Tennessee Titans / 7th / 211th pick / 2012,SoloSc00
Sean Spence,Pittsburgh Steelers / 3rd / 86th pick / 2012,SpenSe00
Brian Stahovich,,-9999
Ryan Steed,,SteeRy00
Donald Stephenson,Kansas City Chiefs / 3rd / 74th pick / 2012,StepDo00
Devon Still,Cincinnati Bengals / 2nd / 53rd pick / 2012,StilDe00
Tommy Streeter,Baltimore Ravens / 6th / 198th pick / 2012,StreTo00
Nathan Stupar,Oakland Raiders / 7th / 230th pick / 2012,StupNa01
J.R. Sweezy,Seattle Seahawks / 7th / 225th pick / 2012,SweeJ.00
Alameda Ta'amu,Pittsburgh Steelers / 4th / 109th pick / 2012,Ta'aAl00
Ryan Tannehill,Miami Dolphins / 1st / 8th pick / 2012,TannRy00
Brandon Taylor,San Diego Chargers / 3rd / 73rd pick / 2012,TaylBr02
Dave Teggart,,-9999
Darron Thomas,,-9999
Johnny Thomas,,-9999
Phillip Thomas,Washington Redskins / 4th / 119th pick / 2013,ThomPh00
Brandon Thompson,Cincinnati Bengals / 3rd / 93rd pick / 2012,ThomBr01
Christian Thompson,Baltimore Ravens / 4th / 130th pick / 2012,ThomCh01
Andrew Tiller,New Orleans Saints / 6th / 179th pick / 2012,TillAn01
Nick Toon,New Orleans Saints / 4th / 122nd pick / 2012,ToonNi00
Danny Trevathan,Denver Broncos / 6th / 188th pick / 2012,TrevDa00
Johnnie Troutman,San Diego Chargers / 5th / 149th pick / 2012,TrouJo00
Christian Tupou,,TupoCh00
Robert Turbin,Seattle Seahawks / 4th / 106th pick / 2012,TurbRo00
Marc Tyler,,-9999
DeAngelo Tyson,Baltimore Ravens / 7th / 236th pick / 2012,TysoDe00
Courtney Upshaw,Baltimore Ravens / 2nd / 35th pick / 2012,UpshCo00
Olivier Vernon,Miami Dolphins / 3rd / 72nd pick / 2012,VernOl00
Trevin Wade,Cleveland Browns / 7th / 245th pick / 2012,WadeTr00
Dustin Waldron,,WaldDu00
Blair Walsh,Minnesota Vikings / 6th / 175th pick / 2012,WalsBl00
Brandon Washington,Philadelphia Eagles / 6th / 200th pick / 2012,WashBr00
Rokevious Watkins,St. Louis Rams / 5th / 150th pick / 2012,WatkRo00
Brandon Weeden,Cleveland Browns / 1st / 22nd pick / 2012,WeedBr00
Corey White,New Orleans Saints / 5th / 162nd pick / 2012,WhitCo01
Jordan White,New York Jets / 7th / 244th pick / 2012,WhitJo02
Tahir Whitehead,Detroit Lions / 5th / 138th pick / 2012,WhitTa00
Fozzy Whittaker,,WhitFo00
Carson Wiggs,,-9999
Kyle Wilber,Dallas Cowboys / 4th / 113th pick / 2012,WilbKy00
David Wilson,New York Giants / 1st / 32nd pick / 2012,WilsDa01
Russell Wilson,Seattle Seahawks / 3rd / 75th pick / 2012,WilsRu00
Billy Winn,Cleveland Browns / 6th / 205th pick / 2012,WinnBi00
Patrick Witt,,-9999
Derek Wolfe,Denver Broncos / 2nd / 36th pick / 2012,WolfDe00
Jerel Worthy,Green Bay Packers / 2nd / 51st pick / 2012,WortJe00
Jarius Wright,Minnesota Vikings / 4th / 118th pick / 2012,WrigJa02
Kendall Wright,Tennessee Titans / 1st / 20th pick / 2012,WrigKe01
Devon Wylie,Kansas City Chiefs / 4th / 107th pick / 2012,WyliDe00
Desmond Wynn,,WynnDe01
Kevin Zeitler,Cincinnati Bengals / 1st / 27th pick / 2012,ZeitKe00
Markus Zusevics,,ZuseMa00
