Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
1,15,NWE,Mac Jones,QB,23,2022,0,1,2,22,22,31,640,963,6798,36,24,91,231,1,0,0,0,1,,,JoneMa05
1,16,ARI,Zaven Collins,LB,22,2022,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,76,1,2.0,CollZa00
1,17,LVR,Alex Leatherwood,OL,22,2022,0,0,1,8,8,21,0,0,0,0,0,0,0,0,0,0,0,,,,LeatAl00
1,18,MIA,Jaelan Phillips,DL,22,2022,0,0,1,12,12,34,0,0,0,0,0,0,0,0,0,0,0,60,,15.5,PhilJa02
1,19,WAS,Jamin Davis,LB,22,2022,0,0,1,12,12,32,0,0,0,0,0,0,0,0,0,0,0,116,,4.0,DaviJa11
1,20,NYG,Kadarius Toney,WR,22,2022,0,0,0,5,3,19,1,3,19,0,0,10,88,1,55,591,2,,,,ToneKa00
1,21,IND,Kwity Paye,DL,22,2022,0,0,2,13,13,27,0,0,0,0,0,0,0,0,0,0,0,48,,10.0,PayeKw00
1,22,TEN,Caleb Farley,DB,22,2022,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,13,,,FarlCa00
1,23,MIN,Christian Darrisaw,OL,22,2022,0,0,1,12,12,26,0,0,0,0,0,0,0,0,0,0,0,,,,DarrCh00
1,24,PIT,Najee Harris,RB,23,2022,0,1,2,16,16,34,1,1,4,0,0,579,2234,14,115,696,6,4,,,HarrNa00
1,25,JAX,Travis Etienne,RB,22,2022,0,0,1,11,11,17,0,0,0,0,0,220,1125,5,35,316,0,,,,EtieTr00
1,26,CLE,Greg Newsome II,DB,21,2022,0,0,2,7,7,27,0,0,0,0,0,0,0,0,0,0,0,64,,0.5,NewsGr00
1,27,BAL,Rashod Bateman,WR,21,2022,0,0,0,7,7,18,0,0,0,0,0,0,0,0,61,800,3,,,,BateRa00
1,28,NOR,Payton Turner,DE,23,2022,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,20,,3.0,TurnPa02
1,29,GNB,Eric Stokes,DB,22,2022,0,0,2,6,6,25,0,0,0,0,0,0,0,0,0,0,0,64,1,,StokEr00
1,30,BUF,Gregory Rousseau,DL,21,2022,0,0,2,17,17,30,0,0,0,0,0,0,0,0,0,0,0,69,1,12.0,RousGr00
1,31,BAL,Odafe Oweh,DE,22,2022,0,0,0,7,7,32,0,0,0,0,0,0,0,0,0,0,0,53,,8.0,OwehJa00
1,32,TAM,Joe Tryon-Shoyinka,OLB,22,2022,0,0,1,12,12,34,0,0,0,0,0,0,0,0,0,0,0,44,,8.0,TryoJo00
2,33,JAX,Tyson Campbell,DB,21,2022,0,0,2,12,12,32,0,0,0,0,0,0,0,0,0,0,0,104,5,,CampTy01
2,34,NYJ,Elijah Moore,WR,21,2022,0,0,1,7,7,27,0,0,0,0,0,10,59,1,80,984,6,4,,,MoorEl00
2,35,DEN,Javonte Williams,RB,21,2022,0,0,0,9,9,21,0,0,0,0,0,250,1107,4,59,392,3,1,,,WillJa10
2,36,MIA,Jevon Holland,S,21,2022,0,0,2,12,12,33,0,0,0,0,0,0,0,0,0,0,0,125,4,4.0,HollJe02
2,37,PHI,Landon Dickerson,OL,22,2022,0,1,2,16,16,31,0,0,0,0,0,0,0,0,0,0,0,1,,,DickLa00
2,38,NWE,Christian Barmore,DL,22,2022,0,0,0,5,5,27,0,0,0,0,0,0,0,0,0,0,0,35,,4.0,BarmCh00
2,39,CHI,Teven Jenkins,OL,23,2022,0,0,1,6,6,19,0,0,0,0,0,0,0,0,0,0,0,1,,,JenkTe00
2,40,ATL,Richie Grant,DB,23,2022,0,0,1,7,7,33,0,0,0,0,0,0,0,0,0,0,0,98,2,,GranRi00
2,41,DET,Levi Onwuzurike,DL,23,2021,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,15,,1.0,OnwuLe00
2,42,MIA,Liam Eichenberg,OL,23,2022,0,0,2,12,12,27,0,0,0,0,0,0,0,0,0,0,0,,,,EichLi00
2,43,LVR,Tre'von Moehrig,S,22,2022,0,0,2,9,9,32,0,0,0,0,0,0,0,0,0,0,0,73,1,,MoehTr00
2,44,DAL,Kelvin Joseph,DB,20,2022,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,30,,,JoseKe02
2,45,JAX,Walker Little,T,22,2022,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,,,,LittWa00
2,46,CIN,Jackson Carman,T,21,2022,0,0,0,4,4,20,0,0,0,0,0,0,0,0,0,0,0,,,,CarmJa00
2,47,LAC,Asante Samuel Jr.,DB,21,2022,0,0,2,8,8,29,0,0,0,0,0,0,0,0,0,0,0,81,4,,SamuAs00
2,48,SFO,Aaron Banks,OL,24,2022,0,0,1,8,8,25,0,0,0,0,0,0,0,0,0,0,0,,,,BankAa00
2,49,ARI,Rondale Moore,WR,21,2022,0,0,0,8,8,22,0,0,0,0,0,24,71,0,95,849,2,1,,,MoorRo02
2,50,NYG,Azeez Ojulari,OLB,21,2022,0,0,1,10,10,24,0,0,0,0,0,0,0,0,0,0,0,38,,13.5,OjulAz00
2,51,WAS,Samuel Cosmi,OL,22,2022,0,0,0,7,7,23,0,0,0,0,0,0,0,0,0,0,0,,,,CosmSa00
2,52,CLE,Jeremiah Owusu-Koramoah,LB,21,2022,0,0,1,8,8,25,0,0,0,0,0,0,0,0,0,0,0,94,,1.5,OwusJe00
2,53,TEN,Dillon Radunz,T,23,2022,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,1,,,RaduDi00
2,54,IND,Dayo Odeyingbo,DL,21,2022,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,23,,5.5,OdeyDa00
2,55,PIT,Pat Freiermuth,TE,22,2022,0,0,0,10,10,32,0,0,0,0,0,0,0,0,123,1229,9,2,,,FreiPa00
2,56,SEA,D'Wayne Eskridge,WR,24,2022,0,0,0,2,2,20,0,0,0,0,0,6,69,0,17,122,1,1,,,EskrDW00
2,57,LAR,Tutu Atwell,WR,21,2022,0,0,0,3,3,21,0,0,0,0,0,9,34,1,18,298,1,,,,AtweTu00
2,58,KAN,Nick Bolton,LB,21,2022,0,0,2,13,13,33,0,0,0,0,0,0,0,0,0,0,0,178,2,2.0,BoltNi00
2,59,CAR,Terrace Marshall Jr.,WR,21,2022,0,0,1,5,5,27,0,0,0,0,0,0,0,0,45,628,1,1,,,MarsTe00
2,60,NOR,Pete Werner,LB,22,2022,0,0,1,10,10,27,0,0,0,0,0,0,0,0,0,0,0,92,,,WernPe00
2,61,BUF,Boogie Basham,DL,23,2022,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,20,1,4.5,BashCa00
2,62,GNB,Josh Myers,C,23,2022,0,0,1,12,12,23,0,0,0,0,0,0,0,0,0,0,0,,,,MyerJo00
2,63,KAN,Creed Humphrey,OL,22,2022,0,1,2,22,22,34,0,0,0,0,0,0,0,0,0,0,0,1,,,HumpCr00
2,64,TAM,Kyle Trask,QB,23,2022,0,0,0,0,0,1,3,9,23,0,0,0,0,0,0,0,0,,,,TrasKy00
3,65,JAX,Andre Cisco,DB,21,2022,0,0,1,8,8,32,0,0,0,0,0,0,0,0,0,0,0,68,3,1.0,CiscAn00
3,66,MIN,Kellen Mond,QB,22,2021,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,0,,,,MondKe00
3,67,HOU,Davis Mills,QB,22,2022,0,0,2,14,14,28,555,873,5782,33,25,50,152,2,0,0,0,2,,,MillDa02
3,68,ATL,Jalen Mayfield,OL,21,2021,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,,,,MayfJa00
3,69,CIN,Joseph Ossai,LB,21,2022,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,6,,3.5,OssaJo00
3,70,CAR,Brady Christensen,OL,24,2022,0,0,1,10,10,33,0,0,0,0,0,0,0,0,0,0,0,1,,,ChriBr00
3,71,NYG,Aaron Robinson,DB,23,2022,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,21,,,RobiAa00
3,72,DET,Alim McNeill,DT,21,2022,0,0,1,9,9,34,0,0,0,0,0,0,0,0,0,0,0,32,,3.0,McNeAl00
3,73,PHI,Milton Williams,DL,22,2022,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,34,,6.0,WillMi08
3,74,WAS,Benjamin St-Juste,DB,23,2022,0,0,1,5,5,21,0,0,0,0,0,0,0,0,0,0,0,54,,2.0,StJuBe00
3,75,DAL,Osa Odighizuwa,DL,23,2022,0,0,2,14,14,33,0,0,0,0,0,0,0,0,0,0,0,48,,6.0,OdigOs00
3,76,NOR,Paulson Adebo,CB,22,2022,0,0,2,10,10,30,0,0,0,0,0,0,0,0,0,0,0,106,3,,AdebPa00
3,77,LAC,Josh Palmer,WR,22,2022,0,0,1,9,9,33,0,0,0,0,0,2,10,0,105,1122,7,2,,,PalmJo00
3,78,MIN,Chazz Surratt,LB,24,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,1,,,SurrCh00
3,79,LVR,Malcolm Koonce,DE,23,2022,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,8,,2.0,KoonMa00
3,80,LVR,Divine Deablo,DB,23,2022,0,0,0,8,8,25,0,0,0,0,0,0,0,0,0,0,0,66,,,DeabDi00
3,81,MIA,Hunter Long,TE,23,2022,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,8,0,1,,,LongHu00
3,82,WAS,Dyami Brown,WR,21,2022,0,0,0,2,2,30,0,0,0,0,0,2,11,0,17,308,2,2,,,BrowDy00
3,83,CAR,Tommy Tremble,TE,21,2022,0,0,1,3,3,33,0,0,0,0,0,3,11,1,39,354,4,5,,,TremTo00
3,84,DAL,Chauncey Golston,DL,23,2022,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,27,,2.0,GolsCh00
3,85,GNB,Amari Rodgers,WR,21,2022,0,0,0,2,1,32,0,0,0,0,0,3,18,0,20,249,1,3,,,RodgAm00
3,86,MIN,Wyatt Davis,OL,22,2022,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,DaviWy00
3,87,PIT,Kendrick Green,OL,22,2021,0,0,1,5,5,15,0,0,0,0,0,0,0,0,0,0,0,1,,,GreeKe02
3,88,SFO,Trey Sermon,RB,22,2022,0,0,0,1,1,11,0,0,0,0,0,43,186,1,3,26,0,1,,,SermTr00
3,89,HOU,Nico Collins,WR,22,2022,0,0,0,7,7,24,0,0,0,0,0,0,0,0,70,927,3,2,,,CollNi00
3,90,MIN,Patrick Jones II,DL,22,2022,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,20,,4.0,JonePa00
3,91,CLE,Anthony Schwartz,WR,21,2022,0,0,0,2,2,25,0,0,0,0,0,10,96,1,14,186,1,3,,,SchwAn00
3,92,TEN,Monty Rice,LB,22,2022,0,0,0,5,5,23,0,0,0,0,0,0,0,0,0,0,0,56,,,RiceMo00
3,93,BUF,Spencer Brown,OL,23,2022,0,0,1,15,15,27,0,0,0,0,0,0,0,0,0,0,0,1,,,BrowSp00
3,94,BAL,Ben Cleveland,OL,23,2022,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,,,,ClevBe00
3,95,TAM,Robert Hainsey,OL,23,2022,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,,,,HainRo00
3,96,NWE,Ronnie Perkins,DE,21,,0,0,0,,,,,,,,,,,,,,,,,,PerkRo00
3,97,LAC,Tre' McKitty,TE,22,2022,0,0,0,1,1,28,0,0,0,0,0,0,0,0,16,117,0,2,,,McKiTr00
3,98,DEN,Quinn Meinerz,C,22,2022,0,0,1,8,8,28,0,0,0,0,0,0,0,0,0,0,0,1,,,MeinQu02
3,99,DAL,Nahshon Wright,DB,22,2022,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,24,1,,WrigNa00
3,100,TEN,Elijah Molden,DB,22,2022,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,47,1,,MoldEl00
3,101,DET,Ifeatu Melifonwu,DB,22,2022,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,21,,0.5,MeliIf00
3,102,SFO,Ambry Thomas,DB,21,2022,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,26,1,,ThomAm00
3,103,LAR,Ernest Jones,LB,21,2022,0,0,1,9,9,32,0,0,0,0,0,0,0,0,0,0,0,102,3,1.0,JoneEr01
3,104,BAL,Brandon Stephens,CB,23,2022,0,0,1,7,7,32,0,0,0,0,0,0,0,0,0,0,0,80,,0.5,StepBr01
3,105,DEN,Baron Browning,LB,22,2022,0,0,0,11,11,28,0,0,0,0,0,0,0,0,0,0,0,46,1,5.0,BrowBa01
4,106,JAX,Jay Tufele,DL,22,2022,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,7,,,TufeJa00
4,107,NYJ,Michael Carter,RB,22,2022,0,0,2,10,10,30,0,0,0,0,0,261,1041,7,77,613,0,1,,,CartMi03
4,108,ATL,Darren Hall,CB,21,2022,0,0,1,4,4,31,0,0,0,0,0,0,0,0,0,0,0,50,,1.0,HallDa03
4,109,TEN,Dez Fitzpatrick,WR,23,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,49,1,1,,,FitzDe00
4,110,CLE,James Hudson,OL,22,2022,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,,,,HudsJa00
4,111,CIN,Cameron Sample,DE,21,2022,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,26,,3.5,SampCa00
4,112,DET,Amon-Ra St. Brown,WR,21,2022,0,1,1,21,21,33,0,0,0,0,0,16,156,1,196,2073,11,1,,,StxxAm00
4,113,DET,Derrick Barnes,DE,22,2022,0,0,0,5,5,32,0,0,0,0,0,0,0,0,0,0,0,69,,3.0,BarnDe02
4,114,ATL,Drew Dalman,C,22,2022,0,0,1,8,8,34,0,0,0,0,0,0,0,0,0,0,0,1,,,DalmDr00
4,115,DAL,Jabril Cox,LB,23,2022,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,5,,,CoxxJa00
4,116,NYG,Elerson Smith,DL,23,2022,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,3,,,SmitEl00
4,117,LAR,Bobby Brown,DL,21,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,5,,,BrowBo04
4,118,LAC,Chris Rumph,DE,22,2022,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,15,,3.0,RumpCh00
4,119,MIN,Kene Nwangwu,RB,23,2022,0,0,0,3,3,28,0,0,0,0,0,22,75,0,6,30,0,3,,,NwanKe00
4,120,NWE,Rhamondre Stevenson,RB,23,2022,0,0,0,14,14,29,0,0,0,0,0,343,1646,10,83,544,1,3,,,StevRh00
4,121,JAX,Jordan Smith,OLB,23,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,SmitJo03
4,122,CIN,Tyler Shelvin,DT,23,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,ShelTy00
4,123,PHI,Zech McPhearson,DB,23,2022,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,19,,1.0,McPhZe00
4,124,WAS,John Bates,TE,23,2022,0,0,0,3,3,33,0,0,0,0,0,0,0,0,34,357,2,2,,,BateJo00
4,125,MIN,Camryn Bynum,CB,23,2022,0,0,1,8,8,31,0,0,0,0,0,0,0,0,0,0,0,69,3,1.0,BynuCa00
4,126,CAR,Chuba Hubbard,RB,22,2022,0,0,0,9,9,32,0,0,0,0,0,267,1078,7,39,345,1,4,,,HubbCh01
4,127,IND,Kylen Granson,TE,23,2022,0,0,0,3,3,30,0,0,0,0,0,1,0,0,42,408,0,3,,,GranKy00
4,128,PIT,Dan Moore,OL,22,2022,0,0,2,15,15,33,0,0,0,0,0,0,0,0,0,0,0,,,,MoorDa05
4,129,TAM,Jaelon Darden,WR,22,2022,0,0,0,0,0,23,0,0,0,0,0,2,13,0,8,69,0,,,,DardJa00
4,130,LAR,Robert Rochell,DB,23,2022,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,16,1,,RochRo00
4,131,BAL,Tylan Wallace,WR,22,2022,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,56,0,5,,,WallTy00
4,132,CLE,Tommy Togiai,DT,21,2022,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,12,,1.0,TogiTo00
4,133,NOR,Ian Book,QB,23,2021,0,0,0,0,0,1,12,20,135,0,2,3,6,0,0,0,0,,,,BookIa00
4,134,MIN,Janarius Robinson,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,RobiJa04
4,135,TEN,Rashad Weaver,DL,23,2022,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,18,,5.5,WeavRa00
4,136,ARI,Marco Wilson,CB,22,2022,0,0,2,10,10,28,0,0,0,0,0,0,0,0,0,0,0,84,3,,WilsMa04
4,137,SEA,Tre Brown,CB,23,2022,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,13,,,BrowTr03
4,138,DAL,Josh Ball,OL,23,2022,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,BallJo00
4,139,CIN,D'Ante Smith,T,23,2022,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,SmitDA03
4,140,PIT,Buddy Johnson,LB,22,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,,JohnBu01
4,141,LAR,Jacob Harris,WR,24,2022,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,6,0,2,,,HarrJa03
4,142,GNB,Royce Newman,G,24,2022,0,0,1,12,12,34,0,0,0,0,0,0,0,0,0,0,0,1,,,NewmRo00
4,143,LVR,Tyree Gillespie,S,23,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,,,GillTy00
4,144,KAN,Joshua Kaindoh,DE,22,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,KainJo00
5,145,JAX,Luke Farrell,TE,23,2022,0,0,0,0,0,32,0,0,0,0,0,0,0,0,11,96,0,1,,,FarrLu00
5,146,NYJ,Jamien Sherwood,DB,21,2022,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,20,,0.5,SherJa00
5,147,HOU,Brevin Jordan,TE,21,2022,0,0,0,2,2,20,0,0,0,0,0,0,0,0,34,306,3,1,,,JordBr00
5,148,ATL,Ta'Quon Graham,DL,22,2022,0,0,1,6,6,24,0,0,0,0,0,0,0,0,0,0,0,23,,,GrahTa00
5,149,CIN,Evan McPherson,K,22,2022,0,0,1,7,7,32,0,0,0,0,0,0,0,0,0,0,0,1,,,McPhEv00
5,150,PHI,Kenneth Gainwell,RB,22,2022,0,0,0,9,9,33,0,0,0,0,0,121,531,9,56,422,1,,,,GainKe00
5,151,CHI,Larry Borom,OL,22,2022,0,0,1,8,8,23,0,0,0,0,0,0,0,0,0,0,0,,,,BoroLa00
5,152,DEN,Caden Sterns,DB,21,2022,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,36,4,2.0,SterCa00
5,153,CLE,Tony Fields,LB,22,2022,0,0,0,5,5,27,0,0,0,0,0,0,0,0,0,0,0,31,1,,FielTo00
5,154,NYJ,Michael Carter,S,22,2022,0,0,0,6,6,32,0,0,0,0,0,0,0,0,0,0,0,95,2,1.0,CartMi02
5,155,SFO,Jaylon Moore,T,23,2022,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,,,,MoorJa04
5,156,PIT,Isaiahh Loudermilk,DE,23,2022,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,20,,1.0,LoudIs00
5,157,MIN,Ihmir Smith-Marsette,WR,22,2022,0,0,0,1,1,16,0,0,0,0,0,1,-1,0,6,131,2,,,,SmitIh00
5,158,CAR,Daviyon Nixon,DT,22,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,NixoDa00
5,159,LAC,Brenden Jaimes,OL,22,2022,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,,,,JaimBr00
5,160,BAL,Shaun Wade,CB,22,2022,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,2,,,WadeSh00
5,161,BUF,Tommy Doyle,OL,23,2022,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,,,,DoylTo00
5,162,KAN,Noah Gray,TE,22,2022,0,0,0,3,3,33,0,0,0,0,0,1,1,1,35,335,2,1,,,GrayNo00
5,163,WAS,Darrick Forrest,S,22,2022,0,0,1,5,5,25,0,0,0,0,0,0,0,0,0,0,0,60,4,,ForrDa00
5,164,DEN,Jamar Johnson,DB,21,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,JohnJa15
5,165,IND,Shawn Davis,DB,22,2021,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,DaviSh02
5,166,CAR,Keith Taylor,DB,22,2022,0,0,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,55,,,TaylKe03
5,167,LVR,Nate Hobbs,CB,22,2022,0,0,1,6,6,27,0,0,0,0,0,0,0,0,0,0,0,108,1,2.0,HobbNa00
5,168,MIN,Zach Davidson,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,DaviZa00
5,169,CLE,Richard LeCounte,DB,22,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,,,LeCoRi00
5,170,HOU,Garret Wallow,LB,22,2022,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,21,,1.0,WallGa00
5,171,BAL,Daelin Hayes,DL,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,HayeDa00
5,172,SFO,Deommodore Lenoir,CB,21,2022,0,0,1,6,6,30,0,0,0,0,0,0,0,0,0,0,0,66,1,1.0,LenoDe00
5,173,GNB,Tedarrell Slaton,DL,23,2022,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,29,,1.0,SlatTe00
5,174,LAR,Earnest Brown IV,DE,22,2022,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,3,,,BrowEa00
5,175,NYJ,Jason Pinnock,CB,22,2022,0,0,0,3,1,26,0,0,0,0,0,0,0,0,0,0,0,44,,1.5,PinnJa01
5,176,TAM,K.J. Britt,LB,22,2022,0,0,0,2,2,29,0,0,0,0,0,0,0,0,0,0,0,12,,,BritKJ00
5,177,NWE,Cameron McGrone,LB,21,2022,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,McGrCa00
5,178,GNB,Shemar Jean-Charles,DB,23,2022,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,7,,,JeanSh00
5,179,DAL,Simi Fehoko,WR,23,2022,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,24,0,,,,FehoSi00
5,180,SFO,Talanoa Hufanga,S,22,2022,1,1,1,15,15,32,0,0,0,0,0,0,0,0,0,0,0,90,4,2.0,HufaTa00
5,181,KAN,Cornell Powell,WR,23,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,PoweCo00
5,182,ATL,Adetokunbo Ogundeji,DL,22,2022,0,0,2,10,10,32,0,0,0,0,0,0,0,0,0,0,0,37,,3.0,OgunAd01
5,183,ATL,Avery Williams,CB,23,2022,0,0,0,2,2,32,0,0,0,0,0,22,109,1,13,61,0,11,,,WillAv02
5,184,BAL,Ben Mason,FB,22,,0,0,0,,,,,,,,,,,,,,,,,,MasoBe00
6,185,LAC,Nick Niemann,LB,23,2022,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,15,1,,NiemNi00
6,186,NYJ,Hamsah Nasirildeen,DB,22,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,5,,,NasiHa00
6,187,ATL,Frank Darby,WR,23,2022,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,29,0,,,,DarbFr00
6,188,NWE,Joshuah Bledsoe,S,22,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,BledJo00
6,189,PHI,Marlon Tuipulotu,DL,22,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,9,,1.0,TuipMa00
6,190,CIN,Trey Hill,OL,21,2022,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,,,,HillTr03
6,191,PHI,Tarron Jackson,DE,23,2022,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,11,,1.0,JackTa02
6,192,DAL,Quinton Bohanna,DT,22,2022,0,0,1,6,6,27,0,0,0,0,0,0,0,0,0,0,0,10,,,BohaQu00
6,193,CAR,Deonte Brown,OL,23,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,BrowDe06
6,194,SFO,Elijah Mitchell,RB,23,2022,0,0,0,9,9,16,0,0,0,0,0,252,1242,7,22,144,1,,,,MitcEl00
6,195,HOU,Roy Lopez,DL,24,2022,0,0,2,13,13,33,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,LopeRo00
6,196,NYG,Gary Brightwell,RB,22,2022,0,0,0,1,1,30,0,0,0,0,0,32,145,1,6,45,0,2,,,BrigGa00
