Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Charles Gaines,5-10,180,4.44,34.5,,123,7.07,4.20,GainCh00
Andy Gallik,6-2,306,5.50,27.0,29,96,7.66,4.58,GallAn00
Max Garcia,6-4,309,5.24,,,,,,GarcMa00
Clayton Geathers,6-2,218,4.55,37.0,22,120,7.21,4.27,GeatCl00
Laurence Gibson,6-6,305,5.04,33.5,24,113,7.72,4.56,GibsLa00
Jacoby Glenn,6-0,179,4.64,34.0,,123,6.97,4.26,GlenJa01
Mark Glowinski,6-4,307,5.20,29.5,31,113,7.56,4.58,GlowMa00
Markus Golden,6-2,260,4.90,,,,,,GoldMa00
Eddie Goldman,6-4,336,5.28,,,,,,GoldEd00
Senquez Golson,5-9,176,4.46,33.5,15,120,6.81,4.20,GolsSe00
Antwan Goodley,5-10,209,4.44,,,,,,GoodAn01
Melvin Gordon,6-1,215,4.52,35.0,19,126,7.04,4.07,GordMe00
Doran Grant,5-10,200,4.44,33.0,21,116,,4.33,GranDo00
Hroniss Grasu,6-3,297,5.03,,,,,,GrasHr00
Garrett Grayson,6-2,213,4.75,,,,,,GrayGa00
Chaz Green,6-5,314,5.16,29.5,21,106,8.00,4.70,GreeCh02
Dorial Green-Beckham,6-5,237,4.49,33.5,13,119,6.89,4.45,GreeDo00
Rashad Greene,5-11,182,4.53,36.5,,122,6.88,4.12,GreeRa00
Randy Gregory,6-5,235,4.64,36.5,24,125,,,GregRa00
Geneo Grissom,6-3,262,4.81,37.0,20,117,7.24,4.38,GrisGe00
Ladarius Gunter,6-1,202,4.62,33.5,12,108,7.18,4.41,GuntLa00
Todd Gurley,6-1,222,4.52,,17,,,,GurlTo01
Obum Gwacham,6-5,246,4.72,36.0,22,121,7.28,4.28,GwacOb00
Chris Hackett,6-0,195,4.81,32.0,,110,7.12,4.20,HackCh00
Bryce Hager,6-1,234,4.60,35.0,26,117,7.15,4.36,HageBr00
Rannell Hall,6-0,198,4.60,41.0,16,132,6.86,4.15,HallRa02
Connor Halliday,6-3,204,4.87,,,,,,HallCo00
Chad Hamilton,6-2,292,4.97,,,,,,-9999
Marcus Hardison,6-3,307,4.91,,27,,,,HardMa00
Justin Hardy,5-10,192,4.56,36.5,11,114,6.63,4.21,HardJu00
Eli Harold,6-3,247,4.60,35.0,,123,7.07,4.16,HaroEl00
Josh Harper,6-1,191,4.64,32.0,13,108,7.15,4.36,HarpJo00
Anthony Harris,6-1,183,4.56,,,,,,HarrAn01
Jarvis Harrison,6-4,330,5.19,29.5,26,102,7.51,4.62,HarrJa02
Bobby Hart,6-5,329,5.61,,,,,,HartBo00
Dee Hart,5-7,199,4.80,33.0,,113,7.20,4.38,HartDe00
Rob Havenstein,6-7,321,5.46,28.5,16,96,8.28,4.87,HaveRo00
Braylon Heard,5-10,198,4.63,30.5,19,116,7.19,4.40,-9999
Ben Heeney,6-0,231,4.59,33.5,19,120,6.68,4.00,HeenBe00
Amarlo Herrera,6-1,244,4.83,32.0,23,111,7.35,4.27,HerrAm00
Jeff Heuerman,6-5,254,4.81,,26,,,,HeueJe00
Sean Hickey,6-5,309,5.39,,35,,,,HickSe01
Jordan Hicks,6-1,236,4.68,38.0,20,124,6.78,4.15,HickJo00
Troy Hill,5-10,180,4.55,32.5,,120,6.81,4.21,HillTr01
Kenny Hilliard,6-0,226,4.83,27.0,,111,7.17,4.40,HillKe01
Zack Hodges,6-2,250,4.68,33.5,,125,,4.65,-9999
Gerod Holliman,6-0,218,4.62,,17,,,,HollGe00
Mike Hull,6-0,237,4.68,,31,,6.99,4.15,HullMi01
D.J. Humphries,6-5,307,5.12,31.0,26,104,7.87,4.64,HumpD.00
Brett Hundley,6-3,226,4.63,36.0,,120,6.93,3.98,HundBr00
Danielle Hunter,6-5,252,4.57,,25,,,,HuntDa01
Martin Ifedi,6-3,275,4.88,31.0,16,111,7.39,4.58,IfedMa00
Joey Iosefa,6-0,247,5.02,31.5,30,110,7.24,4.33,IoseJo00
Tre Jackson,6-4,330,5.52,25.0,,96,,,JackTr00
Jesse James,6-7,261,4.83,37.5,26,121,7.53,4.50,JameJe00
Grady Jarrett,6-1,304,5.06,31.0,30,112,7.37,4.56,JarrGr00
Kyshoen Jarrett,5-10,200,4.57,33.0,21,109,6.95,4.40,JarrKy00
Anthony Jefferson,6-1,198,4.72,33.5,15,116,7.18,4.15,JeffAn00
Gus Johnson,5-10,215,4.70,36.5,26,120,7.09,4.13,-9999
David Johnson,6-1,224,4.50,41.5,25,127,6.82,4.27,JohnDa08
Duke Johnson,5-9,207,4.54,33.5,,121,,,JohnDu00
Kevin Johnson,6-0,188,4.52,41.5,,130,6.79,3.89,JohnKe04
Will Johnson,6-2,206,5.02,,,,,,JohnWi01
Byron Jones,6-1,199,4.43,44.5,,147,6.78,3.94,JoneBy00
Chris Jones,5-10,182,4.63,32.5,8,119,6.91,4.19,JoneCh09
Matt Jones,6-2,231,4.61,31.5,20,112,,4.20,JoneMa04
Taiwan Jones,6-3,245,4.95,32.0,19,115,7.25,4.33,JoneTa01
Mario Edwards Jr.,6-3,279,4.76,32.5,32,120,7.44,4.55,EdwaMa01
Eric Kendricks,6-0,232,4.61,38.0,19,124,,,KendEr00
Hau'oli Kikaha,6-2,253,4.93,,,,,,KikaHa00
Arie Kouandjio,6-5,310,5.48,,,,,,KouaAr00
Ben Koyack,6-5,255,4.79,,,,,,KoyaBe00
Tyler Kroft,6-5,246,4.75,,17,,,,KrofTy00
Josh Lambo,6-0,216,5.16,,,,,,LambJo00
Jeremy Langford,6-0,208,4.42,34.5,,118,7.22,4.32,LangJe00
Dez Lewis,6-4,214,4.58,33.5,16,119,7.11,4.28,-9999
Tony Lippett,6-2,192,4.61,36.0,10,114,6.92,4.13,LippTo00
Tyler Lockett,5-10,182,4.40,35.5,,121,6.89,4.07,LockTy00
Deon Long,6-0,192,4.51,34.0,12,120,6.98,4.27,LongDe00
Kyle Loomis,6-2,221,5.08,,,,,,-9999
Derrick Lott,6-4,314,4.99,26.5,30,106,7.30,4.44,-9999
Jerry Lovelocke,6-4,248,4.99,31.5,,113,7.30,4.51,-9999
Donatella Luckett,6-0,211,4.40,34.0,17,118,7.51,4.50,-9999
Terrence Magee,5-8,213,4.62,37.0,22,115,7.52,4.37,MageTe00
Craig Mager,5-11,201,4.44,38.0,17,130,6.83,4.07,MageCr00
Greg Mancz,6-4,301,5.08,,,,,,MancGr00
Sean Mannion,6-6,229,5.14,31.0,,105,7.29,4.39,MannSe00
Justin Manton,6-3,196,4.93,,,,,,MantJu00
Marcus Mariota,6-4,222,4.52,36.0,,121,6.87,4.11,MariMa01
Dean Marlowe,6-1,203,4.58,33.5,16,114,7.00,4.18,MarlDe00
Ali Marpet,6-4,307,4.98,30.5,30,108,7.33,4.47,MarpAl00
Nick Marshall,6-1,207,4.54,37.5,12,124,6.96,4.15,MarsNi00
Josue Matias,6-5,309,5.52,17.5,,84,8.19,5.12,-9999
Lorenzo Mauldin,6-4,259,4.85,32.0,23,112,7.47,4.58,MaulLo00
Vince Mayle,6-2,224,4.67,35.5,,117,6.93,4.13,MaylVi00
Joey Mbu,6-3,313,5.54,22.5,,97,8.20,5.01,MbuxJo01
Tre McBride,6-0,210,4.41,38.0,16,122,6.96,4.08,McBrTr00
Bobby McCain,5-9,195,4.51,36.0,17,130,6.80,3.82,McCaBo01
Ellis McCarthy,6-5,338,5.21,32.0,24,109,8.16,5.07,McCaEl00
Tevin McDonald,5-11,195,4.63,33.0,19,112,7.01,4.26,McDoTe00
Benardrick McKinney,6-4,246,4.66,40.5,16,121,7.21,4.27,McKiBe00
Darrian Miller,6-5,307,5.51,25.0,,97,7.91,4.87,MillDa00
John Miller,6-2,303,5.33,27.0,29,104,8.20,4.75,MillJo04
Ty Montgomery,6-0,221,4.55,40.5,,121,6.97,4.21,MontTy01
Mitch Morse,6-5,305,5.14,31.0,36,112,7.60,4.50,MorsMi00
Keith Mumphery,6-0,215,4.54,32.5,,121,7.07,4.25,MumpKe00
Marcus Murphy,5-9,198,4.61,29.0,11,109,,4.40,MurpMa03
Robert Myers,6-5,326,5.44,27.5,,94,8.10,4.91,MyerRo01
J.J. Nelson,5-10,156,4.28,36.0,,127,7.02,4.15,NelsJJ00
Steven Nelson,5-10,197,4.49,34.5,19,115,6.88,4.07,NelsSt01
Rakeem Nunez-Roches,6-2,307,5.02,34.0,26,114,7.67,4.69,NuneRa00
Mark Nzeocha,6-2,232,4.56,,24,,,,NzeoMa00
Nick O'Leary,6-3,252,4.93,30.5,21,110,7.40,4.50,OLeaNi00
Owamagbe Odighizuwa,6-3,267,4.62,39.0,25,127,7.36,4.19,OdigOw00
Cedric Ogbuehi,6-5,306,4.98,,23,,,,OgbuCe00
Nate Orchard,6-3,250,4.80,31.5,,115,7.28,4.43,OrchNa00
Leon Orr,6-5,323,5.16,28.0,,100,8.26,4.90,OrrxLe00
Trevor Pardula,6-4,227,5.12,,,,,,PardTr00
DeVante Parker,6-3,209,4.45,36.5,17,125,,,ParkDe01
David Parry,6-1,308,5.38,29.0,34,103,,,ParrDa00
Andrus Peat,6-7,313,5.18,31.0,,105,8.01,4.62,PeatAn00
Breshad Perriman,6-2,212,,,,,,,PerrBr02
Denzel Perryman,5-11,236,4.78,32.0,27,113,,,PerrDe00
Garry Peters,6-0,191,4.61,32.5,7,119,6.80,4.00,PeteGa00
Marcus Peters,6-0,197,4.53,37.5,17,121,7.08,4.08,PeteMa00
Bryce Petty,6-3,230,4.87,34.0,,121,6.91,4.13,PettBr01
Jordan Phillips,6-5,329,5.17,30.0,28,105,7.88,4.68,PhilJo01
Darius Philon,6-1,298,5.00,31.0,26,107,8.00,,PhilDa01
Bradley Pinion,6-5,229,5.18,,,,,,PiniBr00
Terry Poole,6-5,307,5.09,31.0,25,113,7.90,4.66,PoolTe00
Jeremiah Poutasi,6-5,335,5.32,26.5,26,95,8.09,4.89,PoutJe00
Cody Prewitt,6-2,208,4.60,35.0,11,125,7.12,4.23,PrewCo00
MyCole Pruitt,6-2,251,4.58,38.0,17,118,7.25,4.37,PruiMy00
Hayes Pullard,6-0,240,4.78,31.0,19,110,7.07,4.39,PullHa00
Damarious Randall,5-11,196,4.46,38.0,14,120,6.83,4.07,RandDa00
Thomas Rawls,5-9,215,4.65,35.5,15,116,,,RawlTh00
Shane Ray,6-3,245,4.68,,21,,,,RayxSh00
Cedric Reed,6-5,269,4.89,,22,,,,ReedCe00
Jordan Richards,5-11,211,4.65,32.0,13,111,6.74,4.22,RichJo00
Bobby Richardson,6-3,283,5.16,32.5,,106,7.57,4.41,RichBo00
Jared Roberts,6-0,210,5.02,,,,,,RobeJa01
Corey Robinson,6-7,324,5.34,,28,,,,RobiCo00
Edmond Robinson,6-3,245,4.61,37.0,20,121,7.49,4.38,RobiEd00
Josh Robinson,5-8,217,4.70,32.0,21,113,,,RobiJo02
Quinten Rollins,5-11,195,4.57,36.5,14,122,7.10,4.28,RollQu00
Spencer Roth,6-4,227,5.06,,,,,,RothSp00
Eric Rowe,6-1,205,4.45,39.0,19,125,6.70,3.97,RoweEr00
Ezell Ruffin,6-0,218,4.68,27.5,17,110,7.35,4.58,RuffEz00
Ryan Russell,6-4,269,4.75,32.5,25,119,7.25,4.47,RussRy00
Jake Ryan,6-2,240,4.65,34.5,20,120,7.11,4.20,RyanJa00
Ty Sambrailo,6-6,311,5.36,29.0,23,97,7.54,4.58,SambTy00
James Sample,6-2,209,4.56,32.5,,123,7.04,,SampJa00
Wes Saxton,6-3,248,4.65,36.0,,119,7.29,4.49,SaxtWe01
Brandon Scherff,6-5,319,5.05,,23,,,,ScheBr00
Ross Scheuerman,6-0,204,4.62,33.0,15,121,7.08,4.11,-9999
Josh Shaw,6-0,201,4.44,37.5,26,130,7.01,4.12,ShawJo00
Adam Shead,6-4,338,5.74,,26,,,,-9999
Danny Shelton,6-2,339,5.64,30.5,34,95,7.99,4.65,ShelDa01
Austin Shepherd,6-4,315,5.39,29.0,17,94,8.04,4.70,ShepAu00
JaCorey Shepherd,5-11,199,4.62,,14,,,,ShepJa00
Jean Sifrin,6-5,245,4.84,33.0,,114,7.50,4.60,SifrJe00
Deon Simon,6-4,321,5.12,29.5,35,105,7.92,4.76,SimoDe00
Blake Sims,5-11,218,4.57,30.5,,115,,,SimsBl01
DeAndre Smelter,6-2,226,4.52,,,,,,SmelDe00
Devin Smith,6-0,196,4.42,39.0,10,122,,4.15,SmitDe04
Derron Smith,5-10,200,4.61,,,,,,SmitDe05
D'Joun Smith,5-10,187,4.37,36.0,18,124,6.96,4.26,SmitDJ00
Donovan Smith,6-6,338,5.27,32.0,26,109,7.95,4.79,SmitDo02
Preston Smith,6-5,271,4.74,34.0,24,121,7.07,4.28,SmitPr00
Tye Smith,6-0,195,4.60,36.5,15,124,6.97,3.96,SmitTy01
Za'Darius Smith,6-4,274,4.83,29.0,23,113,7.42,4.66,SmitZa00
Martrell Spaight,6-0,236,4.81,35.0,25,120,7.66,,SpaiMa00
Jaelen Strong,6-2,217,4.44,42.0,,123,,,StroJa01
J.T. Surratt,6-1,304,5.19,30.0,29,106,7.78,4.71,SurrJ.00
Damian Swann,6-0,189,4.50,33.0,,118,,,SwanDa02
Jaquiski Tartt,6-1,221,4.53,,,124,,,TartJa00
J.R. Tavai,6-2,249,4.91,30.5,20,112,,,TavaJ.00
Randall Telfer,6-4,250,4.83,,20,,,,TelfRa00
Shaq Thompson,6-0,228,4.64,33.5,,117,6.99,4.08,ThomSh01
Tyrus Thompson,6-5,324,5.35,29.0,29,97,,4.92,ThomTy01
Eric Tomlinson,6-6,263,4.98,30.5,19,110,7.46,4.54,TomlEr01
Laken Tomlinson,6-3,323,5.33,31.5,25,103,8.17,4.87,TomlLa01
Lynden Trail,6-7,269,4.91,32.5,24,117,7.32,4.48,TraiLy00
Louis Trinca-Pasat,6-1,290,4.96,32.0,,105,7.40,4.30,TrinLo01
Davis Tull,6-2,246,4.57,42.5,26,132,,,TullDa00
Max Valles,6-5,251,4.83,36.5,,121,7.59,4.37,VallMa00
Tyler Varga,5-11,222,4.69,,23,,,,VargTy00
Zack Wagenmann,6-3,247,4.81,37.5,14,109,7.07,4.26,-9999
Clive Walford,6-4,251,4.79,35.0,20,120,7.32,4.57,WalfCl00
Darren Waller,6-6,238,4.46,37.0,12,125,7.07,4.25,WallDa01
Leterrius Walton,6-5,319,5.25,27.0,25,103,7.91,4.78,WaltLe00
Tony Washington,6-4,247,4.99,32.5,17,110,7.20,4.31,WashTo00
Trae Waynes,6-0,186,4.31,38.0,19,122,7.06,4.39,WaynTr00
DeAndrew White,5-11,193,4.44,34.5,,118,6.97,4.18,WhitDe01
Kevin White,6-3,215,4.35,36.5,23,123,6.92,4.14,WhitKe00
Kevin White,5-9,183,4.63,35.5,18,121,,,WhitKe01
Jermaine Whitehead,5-11,197,4.59,37.0,15,128,6.95,4.11,WhitJe02
Daryl Williams,6-5,327,5.34,26.0,27,97,,5.15,WillDa06
Karlos Williams,6-1,230,4.48,33.5,16,117,7.16,4.46,WillKa01
Leonard Williams,6-5,302,4.97,29.5,,106,7.59,4.53,WillLe02
Maxx Williams,6-4,249,4.78,34.5,17,117,7.30,4.37,WillMa04
P.J. Williams,6-0,194,4.57,40.0,12,132,7.08,4.28,WillP.00
Trey Williams,5-7,195,4.49,33.5,18,119,6.84,4.12,WillTr03
Damien Wilson,6-0,245,4.77,37.0,22,119,7.21,4.20,WilsDa02
Julian Wilson,6-2,205,4.58,36.0,,125,6.94,4.22,WilsJu00
Ramik Wilson,6-2,237,4.77,35.0,23,111,,4.51,WilsRa00
Jameis Winston,6-4,231,4.97,28.5,,103,7.16,4.36,WinsJa00
Cam Worthy,6-2,211,4.59,,12,,,,WortCa00
Gabe Wright,6-3,300,5.07,26.5,34,100,7.73,4.56,WrigGa00
T.J. Yeldon,6-1,226,4.61,36.0,22,117,7.19,4.22,YeldT.00
Zach Zenner,5-11,223,4.60,41.0,25,121,7.08,4.14,ZennZa00
