Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
6,197,DET,John Penisini,DT,23,2021,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,23,,1.0,PeniJo00
6,198,PIT,Antoine Brooks Jr.,S,21,2021,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,3,,,BrooAn00
6,199,LAR,Jordan Fuller,S,22,2022,0,0,2,10,10,31,0,0,0,0,0,0,0,0,0,0,0,114,4,,FullJo01
6,200,PHI,Quez Watkins,WR,22,2022,0,0,1,12,12,40,0,0,0,0,0,4,4,0,83,1107,5,4,,,WatkQu00
6,201,BAL,James Proche,WR,23,2022,0,0,0,3,3,43,0,1,0,0,1,0,0,0,25,278,0,,,,ProcJa00
6,202,ARI,Evan Weaver,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,WeavEv00
6,203,MIN,Blake Brandel,T,23,2022,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,,,,BranBl00
6,204,NWE,Cassh Maluia,LB,21,2020,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,MaluCa00
6,205,MIN,Josh Metellus,S,22,2022,0,0,0,4,4,48,0,0,0,0,0,0,0,0,0,0,0,48,1,,MeteJo00
6,206,JAX,Tyler Davis,TE,23,2022,0,0,0,0,0,39,0,0,0,0,0,0,0,0,8,61,0,10,,,DaviTy02
6,207,BUF,Isaiah Hodgins,WR,21,2022,0,0,0,3,0,11,0,0,0,0,0,0,0,0,37,392,4,,,,HodgIs00
6,208,GNB,Jake Hanson,C,23,2022,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,,HansJa00
6,209,GNB,Simon Stepaniak,T,23,,0,0,0,,,,,,,,,,,,,,,,,,StepSi00
6,210,PHI,Prince Tega Wanogho,T,22,2022,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,,,,WanoTe00
6,211,IND,Isaiah Rodgers,CB,22,2022,0,0,1,8,8,45,0,0,0,0,0,0,0,0,0,0,0,68,3,,RodgIs00
6,212,IND,Dezmon Patmon,WR,22,2022,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,45,1,,,,PatmDe00
6,213,IND,Jordan Glasgow,LB,24,2021,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,10,,,GlasJo00
6,214,SEA,Freddie Swain,WR,22,2022,0,0,0,5,5,37,0,0,0,0,0,5,32,0,42,576,6,2,,,SwaiFr00
7,215,CIN,Markus Bailey,LB,23,2022,0,0,0,6,6,43,0,0,0,0,0,0,0,0,0,0,0,40,,0.5,BailMa01
7,216,WAS,Kamren Curl,S,21,2022,0,0,3,14,14,44,0,0,0,0,0,0,0,0,0,0,0,183,3,4.0,CurlKa00
7,217,SFO,Jauan Jennings,WR,23,2022,0,0,0,6,6,32,0,0,0,0,0,0,0,0,59,698,6,2,,,JennJa00
7,218,NYG,Carter Coughlin,LB,23,2022,0,0,0,4,4,38,0,0,0,0,0,0,0,0,0,0,0,22,,1.0,CougCa00
7,219,BAL,Geno Stone,S,21,2022,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,49,1,,StonGe00
7,220,LAC,K.J. Hill,WR,22,2021,0,0,0,1,1,21,0,0,0,0,0,0,0,0,10,103,0,,,,HillKJ00
7,221,CAR,Stantley Thomas-Oliver,CB,22,2022,0,0,0,2,2,25,0,0,0,0,0,0,0,0,0,0,0,12,,,ThomSt00
7,222,ARI,Eno Benjamin,RB,21,2022,0,0,0,4,4,24,0,0,0,0,0,111,431,3,31,235,0,1,,,BenjEn00
7,223,JAX,Chris Claybrooks,CB,23,2022,0,0,0,5,5,46,0,0,0,0,0,0,0,0,0,0,0,60,,,ClayCh02
7,224,TEN,Cole McDonald,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,McDoCo00
7,225,MIN,Kenny Willekes,DE,23,2021,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,11,,2.5,WillKe06
7,226,CHI,Arlington Hambright,T,24,2020,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,HambAr00
7,227,CHI,Lachavious Simmons,G,23,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,SimmLa00
7,228,ATL,Sterling Hofrichter,P,23,2021,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,1,,,HofrSt00
7,229,WAS,James Smith-Williams,DE,23,2022,0,0,1,11,11,42,0,0,0,0,0,0,0,0,0,0,0,31,,6.0,SmitJa08
7,230,NWE,Dustin Woodard,C,22,,0,0,0,,,,,,,,,,,,,,,,,,WoodDu01
7,231,DAL,Ben DiNucci,QB,23,2020,0,0,0,1,1,3,23,43,219,0,0,6,22,0,0,0,0,,,,DiNuBe00
7,232,PIT,Carlos Davis,DT,24,2022,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,8,,1.0,DaviCa03
7,233,PHI,Casey Toohill,DE,24,2022,0,0,0,6,0,41,0,0,0,0,0,0,0,0,0,0,0,29,,2.0,ToohCa00
7,234,LAR,Clay Johnston,LB,24,2022,0,0,0,2,,31,0,0,0,0,0,0,0,0,0,0,0,17,,,JohnCl00
7,235,DET,Jashon Cornell,DT,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,CornJa01
7,236,GNB,Vernon Scott,S,22,2021,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,12,,1.0,ScotVe00
7,237,KAN,Thakarius Keyes,CB,22,2021,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,8,,,KeyeTh00
7,238,NYG,T.J. Brunson,LB,22,2020,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,BrunTJ00
7,239,BUF,Dane Jackson,CB,23,2022,0,0,1,10,10,37,0,0,0,0,0,0,0,0,0,0,0,95,3,,JackDa02
7,240,NOR,Tommy Stevens,QB,23,2020,0,0,0,0,,1,0,0,0,0,0,4,24,0,0,0,0,,,,StevTo01
7,241,TAM,Chapelle Russell,LB,23,2021,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,10,,,RussCh00
7,242,GNB,Jonathan Garvin,DE,21,2022,0,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,17,,1.5,GarvJo00
7,243,TEN,Chris Jackson,S,22,2022,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,44,,,JackCh01
7,244,MIN,Nate Stanley,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,StanNa00
7,245,TAM,Raymond Calais,RB,22,2020,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,,,,CalaRa00
7,246,MIA,Malcolm Perry,RB,23,2020,0,0,0,1,1,9,0,0,0,0,0,3,5,0,9,92,1,,,,PerrMa00
7,247,NYG,Chris Williamson,CB,23,2021,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,4,,,WillCh07
7,248,LAR,Sam Sloman,K,22,2020,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,SlomSa00
7,249,MIN,Brian Cole II,S,23,,0,0,0,,,,,,,,,,,,,,,,,,ColeBr01
7,250,LAR,Tremayne Anchrum,G,22,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,,,,AnchTr00
7,251,SEA,Stephen Sullivan,TE,23,2022,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,46,0,2,,,SullSt00
7,252,DEN,Tyrie Cleveland,WR,22,2022,0,0,0,0,0,23,0,0,0,0,0,0,0,0,8,91,0,6,,,ClevTy00
7,253,MIN,Kyle Hinton,G,22,2022,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HintKy00
7,254,DEN,Derrek Tuszka,LB,24,2022,0,0,0,3,1,39,0,0,0,0,0,0,0,0,0,0,0,21,,2.0,TuszDe00
7,255,NYG,Tae Crowder,LB,23,2022,0,0,2,16,16,41,0,0,0,0,0,0,0,0,0,0,0,124,2,2.0,CrowTa00
