Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
3,83,DEN,Lloyd Cushenberry III,C,22,2022,0,0,2,15,15,40,0,0,0,0,0,0,0,0,0,0,0,,,,CushLl00
3,84,LAR,Terrell Lewis,LB,22,2022,0,0,0,5,5,30,0,0,0,0,0,0,0,0,0,0,0,27,1,6.0,LewiTe00
3,85,IND,Julian Blackmon,S,22,2022,0,0,2,11,11,35,0,0,0,0,0,0,0,0,0,0,0,98,3,1.0,BlacJu01
3,86,BUF,Zack Moss,RB,22,2022,0,0,0,10,8,39,0,0,0,0,0,301,1282,9,48,331,2,1,,,MossZa00
3,87,NWE,Anfernee Jennings,LB,23,2022,0,0,0,6,6,30,0,0,0,0,0,0,0,0,0,0,0,25,,1.5,JennAn00
3,88,CLE,Jordan Elliott,DT,22,2022,0,0,1,10,10,49,0,0,0,0,0,0,0,0,0,0,0,35,,2.5,ElliJo02
3,89,MIN,Cameron Dantzler,CB,22,2022,0,0,2,10,10,35,0,0,0,0,0,0,0,0,0,0,0,125,3,,DantCa00
3,90,HOU,Jonathan Greenard,DE,23,2022,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,42,1,10.5,GreeJo04
3,91,NWE,Devin Asiasi,TE,23,2022,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,44,1,,,,AsiaDe00
3,92,BAL,Devin Duvernay,WR,22,2022,1,2,1,12,12,46,0,0,0,0,0,23,204,1,90,880,5,,,,DuveDe00
3,93,TEN,Darrynton Evans,RB,22,2022,0,0,0,2,1,12,0,0,0,0,0,30,125,0,5,71,1,2,,,EvanDa02
3,94,GNB,Josiah Deguara,TE,23,2022,0,0,0,3,3,35,0,0,0,0,0,0,0,0,39,371,2,2,,,DeguJo00
3,95,DEN,McTelvin Agim,DT,22,2021,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,4,,1.5,AgimMc00
3,96,KAN,Lucas Niang,T,22,2022,0,0,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0,2,,,NianLu00
3,97,CLE,Jacob Phillips,LB,21,2022,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,57,,3.0,PhilJa01
3,98,BAL,Malik Harrison,LB,22,2022,0,0,0,11,11,47,0,0,0,0,0,0,0,0,0,0,0,60,,,HarrMa06
3,99,NYG,Matt Peart,T,23,2022,0,0,0,4,4,35,0,0,0,0,0,0,0,0,0,0,0,,,,PearMa00
3,100,LVR,Tanner Muse,S,24,2022,0,0,0,1,,23,0,0,0,0,0,0,0,0,0,0,0,13,,,MuseTa00
3,101,NWE,Dalton Keene,TE,21,2020,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,16,0,,,,KeenDa00
3,102,PIT,Alex Highsmith,LB,23,2022,0,0,2,18,18,49,0,0,0,0,0,0,0,0,0,0,0,114,1,22.5,HighAl02
3,103,PHI,Davion Taylor,LB,22,2021,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,31,,,TaylDa01
3,104,LAR,Terrell Burgess,S,21,2022,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,18,,,BurgTe00
3,105,NOR,Adam Trautman,TE,23,2022,0,0,1,6,6,43,0,0,0,0,0,0,0,0,60,641,4,2,,,TrauAd00
3,106,BAL,Tyre Phillips,T,23,2022,0,0,0,9,6,34,0,0,0,0,0,0,0,0,0,0,0,,,,PhilTy00
4,107,CIN,Akeem Davis-Gaither,LB,22,2022,0,0,0,5,5,41,0,0,0,0,0,0,0,0,0,0,0,71,1,0.5,DaviAk01
4,108,WAS,Saahdiq Charles,T,21,2022,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,,,,CharSa00
4,109,LVR,John Simpson,G,23,2022,0,0,1,10,10,35,0,0,0,0,0,0,0,0,0,0,0,,,,SimpJo00
4,110,NYG,Darnay Holmes,CB,22,2022,0,0,0,6,6,38,0,0,0,0,0,0,0,0,0,0,0,72,2,0.5,HolmDa01
4,111,MIA,Solomon Kindley,G,23,2021,0,0,1,6,6,29,0,0,0,0,0,0,0,0,0,0,0,,,,KindSo00
4,112,LAC,Joshua Kelley,RB,22,2022,0,0,0,7,7,37,0,0,0,0,0,213,743,4,42,287,0,1,,,KellJo01
4,113,CAR,Troy Pride Jr.,CB,22,2020,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,27,,,PridTr00
4,114,ARI,Leki Fotu,DT,22,2022,0,0,1,7,7,45,0,0,0,0,0,0,0,0,0,0,0,27,,1.0,FotuLe00
4,115,CLE,Harrison Bryant,TE,22,2022,0,0,2,6,6,48,0,0,0,0,0,1,8,0,76,710,7,,,,BryaHa00
4,116,JAX,Ben Bartch,G,22,2022,0,0,1,6,6,33,0,0,0,0,0,0,0,0,0,0,0,,,,BartBe00
4,117,MIN,D.J. Wonnum,DE,22,2022,0,0,1,11,11,47,0,0,0,0,0,0,0,0,0,0,0,72,,15.0,WonnDJ00
4,118,DEN,Albert Okwuegbunam,TE,22,2022,0,0,0,5,5,26,0,0,0,0,0,0,0,0,54,546,4,,,,OkwuAl00
4,119,ATL,Mykal Walker,LB,23,2022,0,0,2,11,11,49,0,0,0,0,0,0,0,0,0,0,0,104,3,1.0,WalkMy00
4,120,NYJ,La'Mical Perine,RB,22,2021,0,0,0,2,2,14,0,0,0,0,0,72,263,2,11,63,0,,,,PeriLa00
4,121,DET,Logan Stenberg,G,23,2022,0,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,,,,StenLo00
4,122,IND,Jacob Eason,QB,22,2022,0,0,0,0,0,2,5,10,84,0,2,0,0,0,0,0,0,,,,EasoJa00
4,123,DAL,Reggie Robinson II,CB,23,2020,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,RobiRe00
4,124,PIT,Anthony McFarland Jr.,RB,21,2022,0,0,0,1,1,14,0,0,0,0,0,42,146,0,9,76,0,,,,McFaAn00
4,125,NYJ,James Morgan,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,MorgJa00
4,126,HOU,Charlie Heck,T,23,2022,0,0,1,8,8,35,0,0,0,0,0,0,0,0,0,8,0,,,,HeckCh00
4,127,PHI,K'Von Wallace,S,23,2022,0,0,0,4,4,45,0,0,0,0,0,0,0,0,0,0,0,48,,,WallKV00
4,128,BUF,Gabriel Davis,WR,21,2022,0,0,2,19,19,47,0,0,0,0,0,1,0,0,118,1984,20,3,,,DaviGa01
4,129,NYJ,Cameron Clark,T,22,,0,0,0,,,,,,,,,,,,,,,,,,ClarCa00
4,130,MIN,James Lynch,DT,21,2022,0,0,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,31,,2.0,LyncJa00
4,131,ARI,Rashard Lawrence,DT,22,2022,0,0,0,6,6,25,0,0,0,0,0,0,0,0,0,0,0,21,,,LawrRa01
4,132,MIN,Troy Dye,LB,23,2022,0,0,1,5,5,45,0,0,0,0,0,0,0,0,0,0,0,33,,,DyexTr00
4,133,SEA,Colby Parkinson,TE,21,2022,0,0,0,3,3,37,0,0,0,0,0,0,0,0,32,371,2,,,,ParkCo02
4,134,ATL,Jaylinn Hawkins,S,23,2022,0,0,1,9,9,42,0,0,0,0,0,0,0,0,0,0,0,66,4,0.5,HawkJa00
4,135,PIT,Kevin Dotson,G,23,2022,0,0,1,12,12,39,0,0,0,0,0,0,0,0,0,0,0,,,,DotsKe00
4,136,LAR,Brycen Hopkins,TE,23,2022,0,0,0,1,1,24,0,0,0,0,0,0,0,0,8,118,0,1,,,HopkBr01
4,137,JAX,Josiah Scott,CB,21,2022,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,37,2,1.0,ScotJo00
4,138,KAN,L'Jarius Sneed,S,23,2022,0,0,2,13,13,41,0,0,0,0,0,0,0,0,0,0,0,163,8,6.5,SneeLJ00
4,139,LVR,Amik Robertson,CB,22,2022,0,0,0,4,4,35,0,0,0,0,0,0,0,0,0,0,0,46,2,1.0,RobeAm00
4,140,JAX,Shaquille Quarterman,LB,22,2022,0,0,0,3,3,46,0,0,0,0,0,0,0,0,0,0,0,28,,,QuarSh00
4,141,HOU,John Reid,CB,24,2022,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,23,,,ReidJo00
4,142,WAS,Antonio Gandy-Golden,WR,22,2021,0,0,0,0,0,10,0,0,0,0,0,1,22,0,1,3,0,,,,GandAn00
4,143,BAL,Ben Bredeson,G,22,2022,0,0,0,5,1,29,0,0,0,0,0,0,0,0,0,0,0,,,,BredBe00
4,144,SEA,DeeJay Dallas,RB,21,2022,0,0,0,6,6,44,0,1,0,0,1,102,432,4,55,370,1,12,,,DallDe00
4,145,PHI,Jack Driscoll,G,23,2022,0,0,0,10,10,37,0,0,0,0,0,0,0,0,0,0,0,,,,DrisJa00
4,146,DAL,Tyler Biadasz,C,22,2022,0,1,2,17,17,45,0,0,0,0,0,0,0,0,0,0,0,2,,,BiadTy00
5,147,CIN,Khalid Kareem,DE,22,2022,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,14,,1.0,KareKh00
5,148,SEA,Alton Robinson,DE,22,2021,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,26,,5.0,RobiAl03
5,149,IND,Danny Pinter,G,24,2022,0,0,0,5,5,46,0,0,0,0,0,0,0,0,1,2,1,1,,,PintDa00
5,150,NYG,Shane Lemieux,G,23,2022,0,0,1,3,3,14,0,0,0,0,0,0,0,0,0,0,0,,,,LemiSh00
5,151,LAC,Joe Reed,WR,22,2020,0,0,0,0,0,11,0,0,0,0,0,5,29,1,0,0,0,1,,,ReedJo03
5,152,CAR,Kenny Robinson Jr.,S,21,2021,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,12,,,RobiKe02
5,153,SFO,Colton McKivitz,T,24,2022,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,,,,McKiCo00
5,154,MIA,Jason Strowbridge,DE,23,2020,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,,,StroJa02
5,155,CHI,Trevis Gipson,DE,23,2022,0,0,1,9,9,40,0,0,0,0,0,0,0,0,0,0,0,41,,10.0,GipsTr00
5,156,WAS,Keith Ismael,C,22,2021,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,,,,IsmaKe00
5,157,JAX,Daniel Thomas,S,22,2022,0,0,0,3,3,41,0,0,0,0,0,0,0,0,0,0,0,38,1,,ThomDa07
5,158,NYJ,Bryce Hall,CB,23,2022,0,0,2,7,7,30,0,0,0,0,0,0,0,0,0,0,0,99,1,0.5,HallBr02
5,159,NWE,Justin Rohrwasser,K,23,,0,0,0,,,,,,,,,,,,,,,,,,RohrJu00
5,160,CLE,Nick Harris,C,21,2021,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,1,,,HarrNi01
5,161,TAM,Tyler Johnson,WR,22,2022,0,0,0,5,5,33,0,0,0,0,0,0,0,0,48,529,2,1,,,JohnTy00
5,162,WAS,Khaleke Hudson,LB,22,2022,0,0,0,4,4,41,0,0,0,0,0,0,0,0,0,0,0,16,,,HudsKh00
5,163,CHI,Kindle Vildor,CB,22,2022,0,0,2,7,7,44,0,0,0,0,0,0,0,0,0,0,0,67,1,1.0,VildKi00
5,164,MIA,Curtis Weaver,DE,22,2021,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,WeavCu00
5,165,JAX,Collin Johnson,WR,22,2021,0,0,0,3,2,26,0,0,0,0,0,0,0,0,29,377,2,,,,JohnCo01
5,166,DET,Quintez Cephus,WR,22,2022,0,0,0,5,5,22,0,0,0,0,0,0,0,0,37,568,4,4,,,CephQu00
5,167,BUF,Jake Fromm,QB,22,2021,0,0,0,1,,3,27,60,210,1,3,8,65,0,0,0,0,,,,FromJa00
5,168,PHI,John Hightower,WR,24,2021,0,0,0,1,1,14,0,0,0,0,0,1,1,0,10,167,0,,,,HighJo00
5,169,MIN,Harrison Hand,CB,21,2022,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,28,1,,HandHa00
5,170,BAL,Broderick Washington Jr.,DT,23,2022,0,0,1,8,8,39,0,0,0,0,0,0,0,0,0,0,0,33,,2.0,WashBr01
5,171,HOU,Isaiah Coulter,WR,21,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,CoulIs00
5,172,DET,Jason Huntley,RB,22,2021,0,0,0,0,,6,0,0,0,0,0,18,70,0,1,0,0,,,,HuntJa01
5,173,CHI,Darnell Mooney,WR,22,2022,0,0,2,20,20,45,0,0,0,0,0,11,54,1,182,2179,10,6,,,MoonDa00
5,174,TEN,Larrell Murchison,DT,23,2022,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,11,,2.0,MurcLa00
5,175,GNB,Kamal Martin,LB,22,2021,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,19,,1.0,MartKa01
5,176,MIN,K.J. Osborn,WR,23,2022,0,0,1,10,10,43,0,0,0,0,0,4,16,0,110,1305,12,4,,,OsboKJ00
5,177,KAN,Michael Danna,DE,22,2022,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,36,,10.5,DannMi00
5,178,DEN,Justin Strnad,LB,24,2022,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,27,,,StrnJu00
5,179,DAL,Bradlee Anae,DE,21,2021,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,,,AnaeBr00
6,180,CIN,Hakeem Adeniji,T,22,2022,0,0,0,9,9,39,0,0,0,0,0,0,0,0,0,0,0,,,,AdenHa00
6,181,DEN,Netane Muti,G,21,2022,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,,,MutiNe00
6,182,NWE,Michael Onwenu,G,22,2022,0,0,2,18,18,49,0,0,0,0,0,0,0,0,0,0,0,,,,OnweMi00
6,183,NYG,Cam Brown,LB,22,2022,0,0,0,3,3,44,0,0,0,0,0,0,0,0,0,0,0,17,,,BrowCa01
6,184,CAR,Bravvion Roy,DT,23,2022,0,0,1,9,9,45,0,0,0,0,0,0,0,0,0,0,0,30,1,1.0,RoyxBr00
6,185,MIA,Blake Ferguson,LS,23,2022,0,0,0,3,3,50,0,0,0,0,0,0,0,0,0,0,0,4,,,FergBl00
6,186,LAC,Alohi Gilman,S,22,2022,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,68,2,,GilmAl00
6,187,CLE,Donovan Peoples-Jones,WR,21,2022,0,0,1,16,16,43,0,0,0,0,0,1,2,0,109,1740,8,2,,,PeopDo00
6,188,BUF,Tyler Bass,K,23,2022,0,0,1,9,9,49,0,0,0,0,0,0,0,0,0,0,0,5,,,BassTy00
6,189,JAX,Jake Luton,QB,24,2020,0,0,0,2,2,3,60,110,624,2,6,1,13,1,0,0,0,,,,LutoJa00
6,190,SFO,Charlie Woerner,TE,22,2022,0,0,0,0,0,48,0,0,0,0,0,0,0,0,8,88,0,11,,,WoerCh00
6,191,NYJ,Braden Mann,P,22,2022,0,0,1,7,7,43,1,2,17,0,0,1,4,0,0,0,0,4,,,MannBr01
6,192,GNB,Jon Runyan Jr.,T,23,2022,0,0,2,18,18,50,0,0,0,0,0,0,0,0,0,0,0,,,,RunyJo00
6,193,IND,Robert Windsor,DT,23,2020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,WindRo01
6,194,TAM,Khalil Davis,DT,24,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,DaviKh00
6,195,NWE,Justin Herron,T,24,2022,0,0,0,6,6,29,0,0,0,0,0,0,0,0,0,0,0,,,,HerrJu00
6,196,PHI,Shaun Bradley,LB,23,2022,0,0,0,3,3,45,0,0,0,0,0,0,0,0,0,0,0,29,,,BradSh00
