Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Robert Turbin,5-10,222,4.42,36.0,28,122,7.16,4.31,TurbRo00
Devon Wylie,5-9,187,4.36,39.0,17,123,,,WyliDe00
Philip Blake,6-3,311,5.17,29.5,22,105,7.86,4.65,BlakPh00
Alameda Ta'amu,6-2,348,5.30,26.0,35,103,,,Ta'aAl00
Ladarius Green,6-6,238,4.45,34.5,16,124,7.12,4.47,GreeLa00
Evan Rodriguez,6-1,239,4.53,36.0,18,119,6.94,4.28,RodrEv00
Bobby Massie,6-6,316,5.18,27.5,22,103,7.70,4.95,MassBo00
Kyle Wilber,6-4,249,4.73,33.5,25,117,7.11,4.31,WilbKy00
Jaye Howard,6-3,301,4.78,27.5,24,106,7.32,4.47,HowaJa00
Coty Sensabaugh,5-11,189,4.33,37.0,15,122,6.60,4.06,SensCo00
Orson Charles,6-2,251,4.73,,35,,,,CharOr00
Joe Looney,6-3,309,5.02,,26,,,,LoonJo01
Jarius Wright,5-10,182,4.39,38.0,11,120,6.93,4.03,WrigJa02
Phillip Thomas,5-11,198,4.68,33.0,14,122,,,ThomPh00
Keenan Robinson,6-3,242,4.72,35.5,27,120,,,RobiKe01
James-Michael Johnson,6-1,241,4.60,37.0,23,124,7.34,4.37,JohnJa04
Keshawn Martin,5-11,188,4.42,39.5,13,122,6.85,4.13,MartKe01
Nick Toon,6-2,215,4.49,37.5,18,,,,ToonNi00
Brandon Boykin,5-9,182,4.44,,,,,,BoykBr00
Ron Brooks,5-10,190,4.37,38.0,12,120,,,BrooRo01
Ronnell Lewis,6-2,253,4.65,31.0,36,112,7.09,4.40,LewiRo02
Jared Crick,6-4,279,4.91,31.0,,104,7.47,4.40,CricJa00
Rhett Ellison,6-5,251,4.78,31.5,,109,,,ElliRh00
Miles Burris,6-2,246,4.67,37.5,31,121,,,BurrMi00
Christian Thompson,6-0,211,4.42,31.5,18,122,7.33,4.13,ThomCh01
Brandon Mosley,6-6,314,5.14,27.0,30,103,7.43,4.78,MoslBr00
Mike Daniels,6-0,291,4.84,,,,,,DaniMi00
Jerron McMillian,5-11,203,4.47,36.5,17,120,6.69,4.22,McMiJe00
Greg Childs,6-3,219,4.52,36.5,19,125,,,ChilGr00
Josh Chapman,6-1,316,5.02,,,,,,ChapJo00
Malik Jackson,6-5,284,4.85,28.0,25,105,7.38,4.41,JackMa02
Tahir Whitehead,6-1,233,4.62,37.0,21,124,7.14,4.37,WhitTa00
Robert Blanton,6-1,208,4.66,34.0,12,116,6.71,3.97,BlanRo00
Najee Goode,6-0,244,4.55,35.5,,117,,,GoodNa00
Adam Gettis,6-2,293,4.90,31.5,,112,7.99,4.65,GettAd00
Brandon Marshall,6-1,242,4.72,30.5,28,108,7.05,4.09,MarsBr01
Josh Norman,6-0,197,4.61,33.0,14,124,7.09,4.23,NormJo01
Zebrie Sanders,6-6,320,5.33,27.0,28,100,8.15,4.99,SandZe00
DeQuan Menzie,5-11,202,4.65,33.0,,116,,,MenzDe00
Tank Carder,6-2,236,4.58,34.5,19,121,6.89,4.18,CardTa00
Johnnie Troutman,6-4,325,5.52,27.5,31,,7.96,5.00,TrouJo00
Rokevious Watkins,6-4,338,5.29,27.0,,102,7.87,4.90,WatkRo00
Senio Kelemete,6-4,307,5.39,25.0,21,101,7.77,4.58,KeleSe00
Danny Coale,6-0,201,4.42,35.0,12,115,6.69,4.15,CoalDa00
Josh Kaddu,6-3,239,4.67,34.0,20,119,,,KaddJo00
Shaun Prater,5-10,190,4.50,,14,,,,PratSh00
Bradie Ewing,6-0,239,4.73,36.5,14,120,7.14,4.16,EwinBr00
Jack Crawford,6-5,274,4.74,33.0,,116,7.15,4.25,CrawJa00
Chris Rainey,5-8,180,4.36,36.5,16,120,6.50,3.93,RainCh00
Ryan Miller,6-7,321,5.16,28.0,32,100,7.72,4.78,MillRy00
Randy Bullock,5-9,205,,,,,,,BullRa00
Corey White,5-11,206,4.53,37.5,15,126,6.72,4.22,WhitCo01
Terrell Manning,6-2,237,4.71,32.5,22,114,7.18,4.43,MannTe00
Jonathan Massaquoi,6-2,264,4.81,33.5,20,120,7.38,4.53,MassJo00
Darius Fleming,6-2,245,4.71,33.5,27,114,7.03,4.28,FlemDa00
Marvin Jones,6-2,199,4.46,33.0,22,112,6.81,4.11,JoneMa02
George Iloka,6-4,225,4.60,34.5,20,124,7.03,4.03,IlokGe00
Juron Criner,6-2,224,4.66,38.0,17,117,7.15,4.30,CrinJu00
Asa Jackson,5-10,191,4.48,34.5,19,118,6.97,4.03,JackAs00
Vick Ballard,5-10,219,4.59,33.0,23,115,7.03,4.19,BallVi00
Alfred Morris,5-10,219,4.63,35.5,16,117,7.01,4.19,MorrAl00
Blair Walsh,5-9,187,4.96,,,,,,WalsBl00
Mike Harris,5-10,188,4.52,36.0,,117,6.81,4.07,HarrMi00
Justin Bethel,6-0,200,4.52,39.5,19,131,6.79,4.30,BethJu00
Mark Asper,6-6,319,5.32,,23,,,,AspeMa00
Andrew Tiller,6-4,324,5.44,23.0,16,85,7.92,4.80,TillAn01
Winston Guy,6-1,218,4.62,,,,,,GuyxWi00
Cyrus Gray,5-10,206,4.40,32.5,21,114,7.17,,GrayCy00
B.J. Cunningham,6-1,211,4.52,31.5,12,116,7.10,,CunnB.00
Ryan Lindley,6-4,229,4.86,29.5,,108,7.52,4.45,LindRy00
James Hanna,6-4,252,4.43,36.0,24,122,6.76,4.11,HannJa00
Danny Trevathan,6-0,237,4.84,31.5,18,111,,,TrevDa00
Markelle Martin,6-1,207,4.47,,19,,,,MartMa00
Dan Herron,5-10,213,4.57,35.0,22,117,6.97,4.04,HerrDa00
Charles Mitchell,5-11,202,4.56,37.0,19,127,6.93,4.22,MitcCh01
Tom Compton,6-5,314,5.01,30.0,20,108,7.59,4.60,CompTo00
Marvin McNutt,6-3,216,4.48,37.0,,122,7.15,4.07,McNuMa00
Tommy Streeter,6-5,219,4.37,33.0,17,125,7.08,,StreTo00
Brandon Washington,6-3,320,5.14,25.0,28,101,8.22,4.87,WashBr00
Matt McCants,6-6,308,5.40,25.5,17,97,,,McCaMa00
Terrance Ganaway,5-11,239,4.61,37.5,,119,7.15,4.25,GanaTe00
Emmanuel Acho,6-2,238,4.64,35.5,24,118,,,AchoEm00
Billy Winn,6-4,294,4.86,27.0,24,107,7.37,4.44,WinnBi00
LaVon Brazill,5-11,192,4.43,32.5,11,,,,BrazLa00
Brad Nortman,6-2,213,4.78,,,,,,NortBr00
Justin Anderson,6-4,335,5.24,27.0,32,101,8.04,4.99,AndeJu00
Audie Cole,6-4,246,4.76,35.0,15,114,6.96,4.29,ColeAu00
Scott Solomon,6-3,262,4.88,35.0,34,124,7.17,4.25,SoloSc00
Kheeston Randall,6-5,293,5.00,34.0,28,111,7.49,4.84,RandKh00
Trevor Guyton,6-3,285,5.01,31.0,,105,7.45,4.53,GuytTr00
Nate Potter,6-6,303,5.26,28.5,22,100,7.49,4.67,PottNa00
Caleb McSurdy,6-1,245,4.82,30.0,26,110,7.26,4.28,McSuCa00
Travis Lewis,6-1,246,4.83,36.0,22,122,,,LewiTr00
Alfonzo Dennard,5-10,204,4.48,37.0,,121,,,DennAl00
J.R. Sweezy,6-5,298,4.97,36.0,21,113,7.40,4.41,SweeJ.00
David Molk,6-1,298,5.18,,41,,,,MolkDa00
Rishard Matthews,6-0,217,4.54,36.0,20,,6.88,4.19,MattRi00
Nathan Stupar,6-2,241,4.65,31.0,21,116,6.84,4.28,StupNa01
Drake Dunsmore,6-2,241,4.63,35.5,21,117,6.73,4.03,DunsDr00
Marcel Jones,6-6,320,5.57,27.5,13,95,8.03,5.12,JoneMa03
DeAngelo Tyson,6-2,315,5.00,,,,,,TysoDe00
Cam Johnson,6-3,268,4.75,35.0,,105,7.20,4.38,JohnCa01
Junior Hemingway,6-1,225,4.48,35.5,21,124,6.59,3.98,HemiJu00
Markus Kuhn,6-5,299,4.87,34.5,28,112,7.43,4.41,KuhnMa00
David Paulson,6-3,246,4.79,32.0,21,110,7.18,4.40,PaulDa01
Andrew Datko,6-6,315,5.19,29.5,,100,7.71,4.54,DatkAn00
Antonio Allen,6-1,210,4.58,34.0,17,118,7.02,4.25,AlleAn02
B.J. Coleman,6-3,233,4.94,,,109,7.07,4.38,ColeB.00
Jordan White,6-0,208,4.63,35.0,14,119,6.84,4.13,WhitJo02
Trevin Wade,5-10,192,4.52,34.5,18,116,6.87,4.00,WadeTr00
Terrence Frederick,5-10,187,4.44,35.0,16,121,6.59,4.03,FredTe00
Kelvin Beachum,6-3,303,5.38,28.5,19,101,7.79,4.80,BeacKe00
Travian Robertson,6-4,302,5.12,26.0,30,102,,,RobeTr00
Edwin Baker,5-8,204,4.44,35.0,20,111,7.27,4.31,BakeEd01
Chandler Harnish,6-2,219,4.68,32.5,,112,6.78,4.15,HarnCh00
Patrick Witt,6-3,225,5.06,31.5,,101,7.14,4.37,-9999
Carson Wiggs,6-1,221,4.91,,,,,,-9999
Marc Tyler,5-11,219,4.70,30.5,19,110,,,-9999
Johnny Thomas,5-10,206,4.57,35.5,20,123,7.01,4.25,-9999
Darron Thomas,6-3,220,4.77,36.0,14,121,7.17,4.28,-9999
Dave Teggart,6-0,201,5.25,,,,,,-9999
Brian Stahovich,6-0,211,4.78,,,,,,-9999
Darrell Scott,6-0,231,4.68,31.5,,,,,-9999
Brett Roy,6-3,275,5.00,30.5,32,108,7.31,4.62,-9999
Trenton Robinson,5-10,195,4.46,35.0,15,125,,4.15,-9999
Gerell Robinson,6-3,227,4.54,35.5,,113,,4.15,-9999
Beau Reliford,6-5,256,4.84,,,,,,-9999
Antwuan Reed,5-10,188,4.58,36.5,14,124,,4.20,-9999
Nick Provo,6-3,237,4.76,,,,,,-9999
DeAndre Presley,5-10,185,4.53,32.0,8,114,7.19,4.28,-9999
Tydreke Powell,6-2,311,5.28,28.5,29,99,7.31,4.62,-9999
Donte Paige-Moss,6-3,268,4.67,,26,,,,-9999
Josh Oglesby,6-7,338,5.75,28.5,22,,,,-9999
Tyler Nielsen,6-3,238,4.63,,21,,7.27,4.31,-9999
Rennie Moore,6-3,268,5.00,30.5,21,109,,4.53,-9999
Vaughn Meatoga,6-1,294,4.93,30.0,27,108,7.10,4.21,-9999
Marquis Maze,5-8,186,4.51,33.5,,112,,,-9999
Kyle Martens,6-5,226,4.92,,,,,,-9999
D'Anton Lynn,6-0,206,4.71,31.5,17,111,,,-9999
Brandon Lindsey,6-2,254,4.85,33.0,23,117,7.36,4.28,-9999
Coryell Judie,6-0,194,4.45,37.0,,126,7.33,4.25,-9999
Jeremy Jones,5-9,197,4.56,31.5,20,116,7.14,4.18,-9999
Jordan Jefferson,6-4,223,4.58,36.5,14,116,6.81,4.06,-9999
Jamaar Jarrett,6-5,265,4.96,30.0,21,114,,4.34,-9999
Janzen Jackson,5-11,188,4.60,36.5,9,125,6.90,4.15,-9999
Jacory Harris,6-3,203,4.65,37.0,,113,7.10,4.40,-9999
Chris Galippo,6-1,241,4.73,29.5,19,107,6.90,4.10,-9999
Antonio Fenelus,5-8,190,4.57,32.0,20,109,6.80,4.20,-9999
Loni Fangupo,6-1,323,5.12,31.5,36,99,7.94,4.62,-9999
Derek Dimke,5-11,178,5.02,,,,,,-9999
Taylor Dever,6-5,298,5.40,28.0,18,100,7.49,4.90,-9999
John Cullen,6-4,297,5.28,27.0,23,102,7.58,4.59,-9999
Lennon Creer,5-11,219,4.67,33.5,21,110,7.26,4.40,-9999
Aaron Corp,6-3,215,4.61,31.5,,106,7.03,4.30,-9999
Charles Brown,5-9,202,4.53,35.5,18,114,6.94,4.06,-9999
Jamie Blatnick,6-3,263,4.81,32.5,28,112,7.22,4.20,-9999
Mike Ball,5-8,206,4.54,36.0,21,112,7.10,4.23,-9999
Ryan Baker,5-11,232,4.80,34.0,30,113,7.21,4.35,-9999
Markus Zusevics,6-5,303,5.08,,,,,,ZuseMa00
Desmond Wynn,6-5,303,4.98,32.5,28,,,,WynnDe01
Fozzy Whittaker,5-9,193,4.49,,20,,,,WhitFo00
Dustin Waldron,6-5,305,5.23,26.0,29,103,7.93,4.75,WaldDu00
Christian Tupou,6-2,289,5.38,24.0,30,92,8.07,4.87,TupoCh00
Ryan Steed,5-10,195,4.64,34.0,12,121,6.94,4.22,SteeRy00
Jacquies Smith,6-3,253,4.75,31.5,21,110,7.25,4.31,SmitJa01
Derrick Shelby,6-3,266,4.87,35.5,26,116,7.09,4.50,ShelDe00
Quentin Saulsberry,6-2,304,5.28,22.0,26,90,8.19,4.99,SaulQu00
James Rodgers,5-7,184,4.61,37.0,19,115,,4.23,RodgJa01
Sean Richardson,6-2,216,4.43,38.5,22,128,7.01,4.44,RichSe00
Matt Reynolds,6-4,302,5.27,,25,,,,ReynMa00
Cyhl Quarles,6-1,213,4.54,32.5,19,119,7.21,4.32,QuarCy00
Shawn Powell,6-4,248,5.06,,,,,,PoweSh00
Chaz Powell,6-0,203,4.42,33.0,17,121,6.84,4.16,PoweCh00
Tauren Poole,5-10,205,4.48,34.0,24,118,7.36,4.19,PoolTa00
Chris Polk,5-10,215,4.52,31.5,,111,7.13,4.21,PolkCh00
Eddie Pleasant,5-10,211,4.53,33.5,22,116,7.12,4.28,PleaEd00
DeAngelo Peterson,6-3,243,4.69,36.0,18,121,7.19,,PeteDe00
Micah Pellerin,6-0,194,4.52,33.0,14,116,,,PellMi00
Eric Page,5-9,186,4.50,30.0,15,112,6.95,3.98,PageEr00
Chris Owusu,6-0,196,4.36,40.5,19,129,6.85,4.11,OwusCh00
Lucas Nix,6-5,317,5.36,29.5,,102,7.81,4.90,NixxLu00
Derek Moye,6-4,209,4.46,33.5,10,115,,4.23,MoyeDe00
Kellen Moore,6-0,197,4.82,27.0,,99,7.41,4.56,MoorKe02
Kashif Moore,5-9,180,4.36,43.5,19,126,6.82,4.05,MoorKa00
Chase Minnifield,5-10,183,4.63,,7,,,,MinnCh00
Davin Meggett,5-8,211,4.50,35.0,23,118,7.14,4.32,MeggDa01
Kelcie McCray,6-2,202,4.48,30.5,12,122,7.00,4.29,McCrKe00
Antoine McClain,6-5,329,5.48,27.0,19,91,8.13,4.82,McClAn01
Shawn Loiseau,6-0,244,4.74,32.5,19,109,,,LoisSh00
Ronald Leary,6-3,315,5.23,29.0,30,104,7.87,4.91,LearRo00
Case Keenum,6-1,208,4.72,32.5,,103,,,KeenCa00
Jermaine Kearse,6-1,209,4.50,34.0,14,119,7.03,4.12,KearJe01
Dwight Jones,6-3,230,4.51,33.0,14,109,,,JoneDw00
Steven Johnson,6-0,239,4.71,36.0,16,113,7.32,4.38,JohnSt02
Rishaw Johnson,6-3,313,5.12,31.5,22,108,7.87,4.53,JohnRi02
Leonard Johnson,5-10,196,4.62,32.0,15,120,6.96,4.15,JohnLe03
Jerrell Jackson,6-0,196,4.50,41.0,22,127,6.82,4.11,JackJe00
Duke Ihenacho,6-0,213,4.67,35.0,20,122,6.78,4.22,IhenDu00
Emil Igwenagu,6-1,249,4.70,34.5,19,121,7.32,4.40,IgweEm00
Delano Howell,5-11,210,4.61,33.0,21,120,6.97,4.15,HoweDe00
Josh Harris,6-1,252,4.82,,15,,,,HarrJo02
DaJohn Harris,6-3,306,4.97,,,,,,HarrDa02
Cliff Harris,5-11,175,4.61,36.0,14,118,6.79,4.19,HarrCl01
Cory Harkey,6-4,260,5.06,26.5,13,109,7.40,4.69,HarkCo00
Darius Hanks,6-0,184,4.52,34.0,11,117,,,HankDa00
Jewel Hampton,5-9,218,4.56,,26,,,,HampJe00
Dominique Hamilton,6-5,313,5.45,,31,,7.82,4.78,HamiDo00
Jonas Gray,5-10,223,4.58,,20,,,,GrayJo00
Garth Gerhart,6-1,305,5.38,30.5,25,96,7.63,4.65,GerhGa00
Jeff Fuller,6-4,223,4.53,,17,,,,FullJe00
Justin Francis,6-2,268,4.90,32.0,23,109,7.05,4.35,FranJu00
Marcus Forston,6-1,301,5.05,28.0,35,105,7.64,4.79,ForsMa00
Patrick Edwards,5-9,172,4.57,,,,,,EdwaPa00
Austin Davis,6-2,219,4.69,31.0,,109,6.73,4.11,DaviAu00
Paul Cornick,6-5,310,5.30,,25,,,,CornPa00
Josh Cooper,5-11,190,4.65,,11,,,,CoopJo00
Sean Cattouse,6-2,211,4.74,34.0,,114,6.99,4.15,CattSe00
Drew Butler,6-1,203,5.04,,,,,,ButlDr00
Vontaze Burfict,6-1,248,5.00,30.0,,104,,,BurfVo00
James Brown,6-3,306,5.19,25.5,24,102,7.70,4.78,BrowJa02
Mike Brewster,6-4,312,5.22,25.0,29,96,7.73,4.60,BrewMi00
Jarrett Boykin,6-2,217,4.62,36.0,11,123,7.12,4.28,BoykJa00
Brandon Bolden,5-11,222,4.55,38.0,21,119,6.96,4.44,BoldBr00
Tim Benford,5-11,205,4.51,,15,,,,BenfTi00
Chas Alecxih,6-4,296,5.31,25.5,19,99,7.74,4.62,AlecCh00
