Player,Pos_x,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional,Rnd,Pick,Tm,Pos_y,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,-9999
Peter Kalambayi,EDGE,6-3,252,4.57,34.0,19.0,121.0,7.13,4.36,KalaPe00,6,214,HOU,LB,23,2020.0,0,0,0,3.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,KalaPe00
John Kelly,RB,5-10,216,,35.0,15.0,120.0,7.13,4.51,KellJo00,6,176,LAR,RB,21,2022.0,0,0,0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,32.0,96.0,0.0,2.0,27.0,0.0,,,,KellJo00
Arden Key,EDGE,6-6,238,,31.0,,117.0,7.16,4.25,KeyxAr00,3,87,OAK,DE,22,2022.0,0,0,1,10.0,6.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,,14.0,KeyxAr00
Christian Kirk,WR,5-10,201,4.47,35.5,20.0,115.0,7.09,4.45,KirkCh01,2,47,ARI,WR,21,2022.0,0,0,5,33.0,24.0,73.0,1.0,2.0,33.0,0.0,0.0,21.0,153.0,0.0,320.0,4010.0,25.0,1.0,,,KirkCh01
Micah Kiser,ILB,6-2,238,4.66,35.5,,121.0,7.05,4.24,KiseMi00,5,147,LAR,ILB,23,2021.0,0,0,0,8.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,KiseMi00
Harold Landry,EDGE,6-3,252,4.64,36.0,24.0,119.0,6.88,4.19,LandHa00,2,41,TEN,OLB,22,2021.0,0,1,3,28.0,28.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,2.0,31.0,LandHa00
Jordan Lasley,WR,6-1,203,4.5,34.5,8.0,112.0,,4.19,LaslJo00,5,162,BAL,WR,21,,0,0,0,,,,,,,,,,,,,,,,,,LaslJo00
Kyle Lauletta,QB,6-3,222,4.81,31.0,,113.0,6.95,4.07,LaulKy00,4,108,NYG,QB,23,2018.0,0,0,0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,,,,LaulKy00
Tanner Lee,QB,6-4,218,4.98,32.0,,115.0,7.0,4.41,LeexTa00,6,203,JAX,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,LeexTa00
Rick Leonard,OT,6-7,311,,,19.0,,,,LeonRi00,4,127,NOR,T,21,2021.0,0,0,0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LeonRi00
Tyquan Lewis,EDGE,6-3,265,,35.5,,122.0,,,LewiTy00,2,64,IND,DE,23,2022.0,0,0,0,10.0,10.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,9.5,LewiTy00
James Looney,DE,6-3,287,4.89,35.5,28.0,113.0,7.32,4.37,LoonJa00,7,232,GNB,DE,23,2018.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LoonJa00
Avonte Maddox,CB,5-9,180,4.39,37.0,13.0,125.0,6.51,4.0,MaddAv00,4,125,PHI,CB,22,2022.0,0,0,1,14.0,14.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,4.0,3.0,MaddAv00
Cole Madison,OL,6-5,308,5.33,28.5,26.0,97.0,7.86,4.88,MadiCo01,5,138,GNB,G,23,,0,0,0,,,,,,,,,,,,,,,,,,MadiCo01
Baker Mayfield,QB,6-1,215,4.84,29.0,,111.0,7.0,4.28,MayfBa00,1,1,CLE,QB,23,2022.0,0,0,4,46.0,40.0,72.0,1386.0,2259.0,16288.0,102.0,64.0,189.0,660.0,6.0,1.0,17.0,0.0,1.0,,,MayfBa00
Mike McGlinchey,OT,6-8,309,,28.5,24.0,105.0,,,McGlMi00,1,9,SFO,T,23,2022.0,0,0,4,31.0,31.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,McGlMi00
R.J. McIntosh,DT,6-4,286,,,,,,,McInR.00,5,139,NYG,DT,22,2019.0,0,0,0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,2.0,McInR.00
Kahlil McKenzie,DT,6-5,314,5.15,29.5,26.0,105.0,7.94,4.68,McKeKa00,6,198,KAN,DT,21,2021.0,0,0,0,1.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,McKeKa00
Sony Michel,RB,5-11,214,4.54,,22.0,,,4.21,MichSo00,1,31,NWE,RB,23,2022.0,0,0,2,21.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,779.0,3243.0,18.0,56.0,439.0,2.0,1.0,,,MichSo00
Anthony Miller,WR,5-11,201,,,22.0,,,,MillAn02,2,51,CHI,WR,23,2021.0,0,0,2,12.0,12.0,50.0,1.0,1.0,8.0,0.0,0.0,9.0,37.0,0.0,140.0,1589.0,12.0,3.0,,,MillAn02
Kolton Miller,OT,6-9,309,4.95,31.5,24.0,121.0,7.34,4.49,MillKo00,1,15,OAK,T,22,2022.0,0,0,5,34.0,34.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MillKo00
D.J. Moore,WR,6-0,210,4.42,39.5,15.0,132.0,6.95,4.07,MoorD.00,1,24,CAR,WR,21,2022.0,0,0,5,39.0,39.0,80.0,0.0,1.0,0.0,0.0,0.0,39.0,335.0,0.0,364.0,5201.0,21.0,4.0,,,MoorD.00
Kamrin Moore,CB,5-11,200,,,,,,,MoorKa01,6,189,NOR,CB,21,2018.0,0,0,0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MoorKa01
Siran Neal,S,6-0,199,4.56,40.5,17.0,122.0,7.0,4.28,NealSi00,5,154,BUF,CB,24,2022.0,0,0,0,5.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,76.0,,1.0,NealSi00
Nick Nelson,CB,5-11,208,4.52,,17.0,123.0,,,NelsNi00,4,110,OAK,CB,21,2019.0,0,0,0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,NelsNi00
Quenton Nelson,OG,6-5,325,,26.5,35.0,105.0,7.65,4.62,NelsQu00,1,6,IND,G,22,2022.0,3,5,5,55.0,55.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,NelsQu00
Bilal Nichols,DT,6-4,306,4.95,,29.0,,,,NichBi00,5,145,CHI,DT,21,2022.0,0,0,4,29.0,23.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,12.5,NichBi00
Parry Nickerson,CB,6-0,180,4.32,,15.0,,,,NickPa00,6,179,NYJ,CB,23,2021.0,0,0,0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,,NickPa00
Derrick Nnadi,DT,6-1,317,5.38,27.0,25.0,96.0,8.15,5.02,NnadDe00,3,75,KAN,DT,22,2023.0,0,0,4,27.0,27.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,4.0,NnadDe00
Kendrick Norton,DT,6-3,314,5.25,,30.0,,,,NortKe01,7,242,CAR,DT,21,,0,0,0,,,,,,,,,,,,,,,,,,NortKe01
Joseph Noteboom,OT,6-5,309,4.96,24.0,27.0,102.0,7.65,4.44,NoteJo00,3,89,LAR,T,23,2022.0,0,0,0,12.0,12.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,NoteJo00
Uchenna Nwosu,EDGE,6-3,251,4.65,32.0,20.0,119.0,,,NwosUc00,2,48,LAC,OLB,21,2022.0,0,0,2,21.0,13.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,1.0,24.5,NwosUc00
Chukwuma Okorafor,OT,6-6,320,5.31,23.5,19.0,102.0,7.87,4.8,OkorCh00,3,92,PIT,T,21,2022.0,0,0,3,23.0,23.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,OkorCh00
Ogbonnia Okoronkwo,EDGE,6-1,253,4.77,38.0,27.0,121.0,,,OkorOg00,5,160,LAR,DE,23,2022.0,0,0,0,8.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,,9.5,OkorOg00
Isaiah Oliver,CB,6-1,190,4.5,,,,,,OlivIs00,2,58,ATL,CB,21,2022.0,0,0,2,12.0,12.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2.0,2.0,OlivIs00
Brandon Parker,OT,6-8,305,5.4,28.5,,113.0,7.82,4.68,ParkBr01,3,65,OAK,T,22,2021.0,0,0,2,14.0,14.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,ParkBr01
Daron Payne,DT,6-2,311,4.95,28.5,27.0,107.0,7.58,4.71,PaynDa00,1,13,WAS,DT,21,2022.0,0,1,5,39.0,39.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,1.0,26.0,PaynDa00
Rashaad Penny,RB,5-11,220,4.46,32.5,13.0,120.0,,,PennRa00,1,27,SEA,RB,22,2022.0,0,0,0,13.0,13.0,42.0,0.0,0.0,0.0,0.0,0.0,337.0,1918.0,13.0,27.0,222.0,1.0,,,,PennRa00
Darius Phillips,CB,5-10,190,4.54,,,,,,PhilDa02,5,170,CIN,CB,23,2022.0,0,0,1,7.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,,PhilDa02
Harrison Phillips,DT,6-4,307,5.21,32.0,42.0,103.0,7.28,4.5,PhilHa00,3,96,BUF,DT,22,2022.0,0,0,1,16.0,9.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,,3.0,PhilHa00
Billy Price,C,6-4,305,,,,,,,PricBi01,1,21,CIN,C,23,2022.0,0,0,3,18.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,PricBi01
Scott Quessenberry,C,6-4,310,5.09,33.5,25.0,111.0,7.5,4.69,QuesSc00,5,155,LAC,C,23,2022.0,0,0,2,13.0,8.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,QuesSc00
Trey Quinn,WR,5-11,203,4.55,33.5,17.0,116.0,6.91,4.19,QuinTr00,7,256,WAS,WR,22,2020.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,273.0,2.0,,,,QuinTr00
Frank Ragnow,C,6-5,312,,,26.0,,,,RagnFr00,1,20,DET,C,22,2023.0,0,2,4,32.0,32.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,RagnFr00
Martinas Rankin,OL,6-4,308,,,24.0,,,,RankMa00,3,80,HOU,T,23,2020.0,0,0,0,7.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,RankMa00
D.J. Reed,CB,5-9,188,4.51,36.5,11.0,,,,ReedD.00,5,142,SFO,CB,21,2022.0,0,0,3,16.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,5.0,1.0,ReedD.00
Justin Reid,S,6-1,204,4.4,36.5,16.0,128.0,6.65,4.15,ReidJu00,3,68,HOU,S,21,2023.0,0,0,5,21.0,16.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,7.0,3.0,ReidJu00
Will Richardson,OT,6-6,306,5.26,31.5,,108.0,7.8,4.83,RichWi01,4,129,JAX,T,22,2021.0,0,0,0,4.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,RichWi01
Calvin Ridley,WR,6-0,189,4.43,31.0,15.0,110.0,6.88,4.41,RidlCa00,1,26,ATL,WR,23,2021.0,0,0,2,26.0,26.0,49.0,0.0,0.0,0.0,0.0,0.0,13.0,62.0,0.0,248.0,3342.0,28.0,1.0,,,RidlCa00
Josh Rosen,QB,6-4,226,4.92,31.0,,111.0,7.09,4.28,RoseJo01,1,10,ARI,QB,21,2021.0,0,0,1,3.0,2.0,24.0,277.0,513.0,2864.0,12.0,21.0,26.0,151.0,0.0,0.0,0.0,0.0,,,,RoseJo01
Mason Rudolph,QB,6-5,235,4.9,26.0,,,,,RudoMa00,3,76,PIT,QB,23,2021.0,0,0,1,5.0,5.0,17.0,236.0,384.0,2366.0,16.0,11.0,33.0,89.0,0.0,0.0,0.0,0.0,,,,RudoMa00
Christian Sam,ILB,6-2,244,4.75,32.0,28.0,114.0,7.03,4.25,SamxCh00,6,178,NWE,ILB,22,,0,0,0,,,,,,,,,,,,,,,,,,SamxCh00
Jaylen Samuels,TE,5-11,225,4.54,34.5,18.0,121.0,6.93,4.28,SamuJa00,5,165,PIT,TE,22,2021.0,0,0,0,7.0,7.0,45.0,4.0,5.0,35.0,0.0,1.0,136.0,468.0,1.0,85.0,564.0,4.0,1.0,,,SamuJa00
Bo Scarbrough,RB,6-1,228,4.52,40.0,14.0,129.0,,4.34,ScarBo01,7,236,DAL,RB,23,2020.0,0,0,0,2.0,,7.0,0.0,0.0,0.0,0.0,0.0,95.0,408.0,1.0,1.0,5.0,0.0,,,,ScarBo01
Dalton Schultz,TE,6-5,244,4.75,32.0,15.0,120.0,7.0,4.4,SchuDa00,4,137,DAL,TE,22,2022.0,0,0,3,18.0,18.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,2122.0,17.0,3.0,,,SchuDa00
Jaleel Scott,WR,6-5,218,4.56,34.5,16.0,124.0,7.2,4.4,ScotJa02,4,132,BAL,WR,23,2020.0,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,,,,ScotJa02
Deadrin Senat,DT,6-0,314,5.16,26.0,35.0,100.0,7.77,4.79,SenaDe00,3,90,ATL,DT,24,2022.0,0,0,0,4.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,1.0,SenaDe00
Greg Senat,OT,6-6,302,5.38,26.0,19.0,106.0,7.41,4.71,SenaGr00,6,212,BAL,T,23,2020.0,0,0,0,1.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SenaGr00
Tim Settle,DT,6-3,329,5.37,23.5,,96.0,7.95,4.83,SettTi00,5,163,WAS,DT,21,2022.0,0,0,0,7.0,4.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,8.0,SettTi00
Nathan Shepherd,DT,6-5,315,5.09,31.0,,112.0,7.5,4.53,ShepNa00,3,72,NYJ,DT,24,2022.0,0,0,0,8.0,8.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,,6.0,ShepNa00
Andre Smith,ILB,6-0,237,4.63,,19.0,,,,SmitAn04,7,234,CAR,ILB,21,2022.0,0,0,0,4.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,,SmitAn04
Braden Smith,OG,6-6,315,5.22,33.5,35.0,113.0,,4.77,SmitBr06,2,37,IND,G,22,2022.0,0,0,5,32.0,32.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SmitBr06
Roquan Smith,OLB,6-1,236,4.51,,,,,,SmitRo07,1,8,CHI,ILB,21,2022.0,1,1,5,53.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,8.0,18.5,SmitRo07
Durham Smythe,TE,6-5,253,4.81,31.0,18.0,110.0,7.17,4.23,SmytDu00,4,123,MIA,TE,23,2022.0,0,0,4,6.0,6.0,79.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,88.0,809.0,3.0,9.0,,,SmytDu00
Breeland Speaks,DT,6-3,283,4.87,32.5,,110.0,7.63,4.65,SpeaBr00,2,46,KAN,DE,22,2018.0,0,0,0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1.5,SpeaBr00
M.J. Stewart,CB,5-11,200,4.54,35.0,18.0,118.0,6.9,4.28,StewM.00,2,53,TAM,CB,22,2022.0,0,0,0,6.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,141.0,2.0,1.0,StewM.00
Kentavius Street,DE,6-2,280,4.87,,28.0,,,,StreKe00,4,128,SFO,DT,22,2022.0,0,0,0,6.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,6.5,StreKe00
Greg Stroman,CB,6-0,180,4.48,33.5,16.0,113.0,,4.45,StroGr00,7,241,WAS,CB,22,2022.0,0,0,0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,,StroGr00
Courtland Sutton,WR,6-3,218,4.54,35.5,18.0,124.0,6.57,4.11,SuttCo00,2,40,DEN,WR,22,2022.0,0,1,3,24.0,24.0,65.0,2.0,2.0,54.0,0.0,0.0,5.0,21.0,0.0,239.0,3487.0,14.0,5.0,,,SuttCo00
Josh Sweat,EDGE,6-4,251,4.53,39.5,,124.0,,4.28,SweaJo00,4,130,PHI,DE,21,2022.0,0,1,2,21.0,21.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,28.5,SweaJo00
Auden Tate,WR,6-5,228,4.68,31.0,,112.0,,,TateAu00,7,253,CIN,WR,21,2021.0,0,0,1,5.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,799.0,2.0,,,,TateAu00
Rod Taylor,OT,6-3,320,5.24,30.5,,99.0,,,TaylRo01,7,252,CIN,G,23,,0,0,0,,,,,,,,,,,,,,,,,,TaylRo01
Wyatt Teller,OG,6-4,314,5.24,29.0,30.0,114.0,7.45,4.84,TellWy00,5,166,BUF,G,23,2022.0,0,2,4,29.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,1.0,,,TellWy00
Jordan Thomas,CB,6-0,186,4.64,38.0,4.0,124.0,6.28,3.94,-9999,6,211,HOU,TE,22,2020.0,0,0,1,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,226.0,5.0,,,,ThomJo05
Jordan Thomas,TE,6-5,265,4.74,27.0,16.0,111.0,7.5,4.75,ThomJo05,6,211,HOU,TE,22,2020.0,0,0,1,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,226.0,5.0,,,,ThomJo05
Chad Thomas,DE,6-6,281,4.92,29.0,,116.0,,,ThomCh06,3,67,CLE,DE,22,2019.0,0,0,0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,4.0,ThomCh06
Ian Thomas,TE,6-4,259,4.74,36.0,,123.0,7.15,4.2,ThomIa00,4,101,CAR,TE,22,2022.0,0,0,2,7.0,7.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,999.0,4.0,2.0,,,ThomIa00
Johnny Townsend,P,6-1,210,,,,,,,TownJo01,5,173,OAK,P,23,2021.0,0,0,0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,1.0,,,TownJo01
Marquez Valdes-Scantling,WR,6-4,206,4.37,30.5,15.0,124.0,,,ValdMa00,5,174,GNB,WR,23,2023.0,0,0,4,24.0,18.0,77.0,0.0,0.0,0.0,0.0,0.0,9.0,48.0,0.0,167.0,2888.0,15.0,4.0,,,ValdMa00
Vita Vea,DT,6-4,347,5.1,,41.0,,,,VeaxVi00,1,12,TAM,DT,23,2022.0,0,1,3,31.0,31.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,83.0,,18.0,VeaxVi00
Azeem Victor,ILB,6-1,240,4.72,32.5,19.0,115.0,7.2,4.4,VictAz00,6,216,OAK,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,VictAz00
Mark Walton,RB,5-10,202,4.6,31.5,18.0,118.0,,,WaltMa00,4,112,CIN,RB,21,2019.0,0,0,0,3.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,67.0,235.0,0.0,20.0,130.0,0.0,4.0,,,WaltMa00
Denzel Ward,CB,5-10,183,4.32,39.0,16.0,136.0,,,WardDe02,1,4,CLE,CB,21,2022.0,0,2,5,28.0,28.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,13.0,0.5,WardDe02
Fred Warner,OLB,6-3,236,4.64,38.5,21.0,119.0,6.9,4.28,WarnFr00,3,70,SFO,OLB,21,2022.0,2,2,5,56.0,56.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,4.0,6.5,WarnFr00
James Washington,WR,5-11,213,4.54,34.5,14.0,120.0,7.11,4.32,WashJa00,2,60,PIT,WR,22,2022.0,0,0,2,11.0,11.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,114.0,1629.0,11.0,1.0,,,WashJa00
Armani Watts,S,5-11,205,,35.0,13.0,120.0,7.25,4.37,WattAr00,4,124,KAN,S,22,2021.0,0,0,0,3.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,,2.0,WattAr00
Kyzir White,S,6-2,216,,35.5,21.0,113.0,,,WhitKy00,4,119,LAC,S,22,2022.0,0,0,2,21.0,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,4.0,3.0,WhitKy00
Mike White,QB,6-5,224,5.09,27.0,,96.0,7.4,4.4,WhitMi01,5,171,DAL,QB,23,2022.0,0,0,0,5.0,,8.0,191.0,307.0,2145.0,8.0,12.0,11.0,8.0,1.0,0.0,0.0,0.0,,,,WhitMi01
Jordan Whitehead,S,5-11,195,,,21.0,,,,WhitJo03,4,117,TAM,S,21,2022.0,0,0,5,25.0,19.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,7.0,2.0,WhitJo03
Jordan Wilkins,RB,6-1,216,,36.0,16.0,117.0,,4.27,WilkJo01,5,169,IND,RB,24,2022.0,0,0,0,8.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,208.0,1009.0,4.0,41.0,262.0,0.0,4.0,,,WilkJo01
Connor Williams,OT,6-5,296,5.05,34.0,26.0,112.0,7.83,4.63,WillCo00,2,50,DAL,T,21,2022.0,0,0,5,28.0,20.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,WillCo00
Javon Wims,WR,6-3,215,4.53,33.5,,113.0,7.0,,WimsJa00,7,224,CHI,WR,23,2022.0,0,0,0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,28.0,266.0,2.0,,,,WimsJa00
Logan Woodside,QB,6-1,213,4.79,31.5,,103.0,6.94,4.15,WoodLo00,7,249,CIN,QB,23,2022.0,0,0,0,0.0,,12.0,1.0,3.0,7.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,,,,WoodLo00
Isaiah Wynn,OG,6-3,313,,,,,,,WynnIs00,1,23,NWE,T,22,2022.0,0,0,3,19.0,19.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,WynnIs00
Isaac Yiadom,CB,6-1,190,4.52,,8.0,120.0,,4.18,YiadIs00,3,99,DEN,CB,22,2022.0,0,0,2,10.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1.0,0.5,YiadIs00
Kenny Young,ILB,6-1,236,4.6,36.0,23.0,117.0,7.38,4.48,YounKe03,4,122,BAL,LB,23,2022.0,0,0,1,18.0,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,1.0,5.5,YounKe03
Trevon Young,EDGE,6-4,258,4.78,33.0,25.0,114.0,6.99,4.4,YounTr00,6,205,LAR,DE,23,2018.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,YounTr00
