Rnd,Pick,Player,Pos,AP1,PB,College/Univ,-9999
3,72,Abraham Lucas,OL,0,0,Washington St.,LucaAb00
3,73,Jelani Woods,TE,0,0,Virginia,WoodJe01
3,74,Desmond Ridder,QB,0,0,Cincinnati,RiddDe00
3,75,Christian Harris,LB,0,0,Alabama,HarrCh06
3,76,Travis Jones,DT,0,0,Connecticut,JoneTr00
3,77,Bernhard Raimann,OL,0,0,Central Michigan,RaimBe00
3,78,Alex Wright,DE,0,0,Ala-Birmingham,WrigAl01
3,79,JT Woods,S,0,0,Baylor,WoodJT00
3,80,Greg Dulcich,TE,0,0,UCLA,DulcGr00
3,81,Cordale Flott,CB,0,0,LSU,FlotCo00
3,82,DeAngelo Malone,DE,0,0,Western Kentucky,MaloDe00
3,83,Nakobe Dean,LB,0,0,Georgia,DeanNa00
3,84,DeMarvin Leal,DT,0,0,Texas A&M,LealDe00
3,85,Marcus Jones,CB,1,0,Houston,JoneMa06
3,86,Malik Willis,QB,0,0,Liberty,WillMa12
3,87,Cameron Thomas,DE,0,0,San Diego St.,ThomCa03
3,88,Jalen Tolbert,WR,0,0,South Alabama,TolbJa00
3,89,Terrel Bernard,LB,0,0,Baylor,BernTe00
3,90,Dylan Parham,OL,0,0,Memphis,ParhDy00
3,91,Rachaad White,RB,0,0,Arizona St.,WhitRa01
3,92,Sean Rhyan,OL,0,0,UCLA,RhyaSe00
3,93,Tyrion Davis-Price,RB,0,0,LSU,DaviTy03
3,94,Matt Corral,QB,0,0,Mississippi,CorrMa00
3,95,Zachary Carter,DE,0,0,Florida,CartZa00
3,96,Nick Cross,DB,0,0,Maryland,CrosNi00
3,97,Kerby Joseph,DB,0,0,Illinois,JoseKe03
3,98,Brian Robinson Jr.,RB,0,0,Alabama,RobiBr01
3,99,David Bell,WR,0,0,Purdue,BellDa02
3,100,Myjai Sanders,DE,0,0,Cincinnati,SandMy00
3,101,Jeremy Ruckert,TE,0,0,Ohio St.,RuckJe00
3,102,Channing Tindall,LB,0,0,Georgia,TindCh00
3,103,Leo Chenal,LB,0,0,Wisconsin,ChenLe00
3,104,Logan Bruss,OL,0,0,Wisconsin,BrusLo00
3,105,Danny Gray,WR,0,0,SMU,GrayDa02
4,106,Cade Otton,TE,0,0,Washington,OttoCa00
4,107,Dameon Pierce,RB,0,0,Florida,PierDa01
4,108,Perrion Winfrey,DT,0,0,Oklahoma,WinfPe00
4,109,Coby Bryant,CB,0,0,Cincinnati,BryaCo01
4,110,Daniel Faalele,T,0,0,Minnesota,FaalDa00
4,111,Max Mitchell,T,0,0,Louisiana,MitcMa02
4,112,Daniel Bellinger,TE,0,0,San Diego St.,BellDa00
4,113,Percy Butler,S,0,0,Louisiana,ButlPe00
4,114,Dane Belton,DB,0,0,Iowa,BeltDa00
4,115,Damarri Mathis,DB,0,0,Pittsburgh,MathDa00
4,116,Eyioma Uwazurike,DE,0,0,Iowa St.,UwazEy00
4,117,Micheal Clemons,DT,0,0,Texas A&M,ClemMi03
4,118,Akayleb Evans,DB,0,0,Missouri,EvanAk00
4,119,Jalyn Armour-Davis,DB,0,0,Alabama,ArmoJa00
4,120,Brandon Smith,LB,0,0,Penn St.,SmitBr08
4,121,Jack Jones,DB,0,0,Arizona St.,JoneJa10
4,122,Zamir White,RB,0,0,Georgia,WhitZa01
4,123,Isaiah Spiller,RB,0,0,Texas A&M,SpilIs00
4,124,Cade York,K,0,0,LSU,YorkCa00
4,125,Erik Ezukanma,WR,0,0,Texas Tech,EzukEr00
4,126,Neil Farrell,DT,0,0,LSU,FarrNe00
4,127,Pierre Strong,RB,0,0,South Dakota St.,StroPi00
4,128,Charlie Kolar,TE,0,0,Iowa St.,KolaCh00
4,129,Jake Ferguson,TE,0,0,Wisconsin,FergJa00
4,130,Jordan Stout,P,0,0,Penn St.,StouJo00
4,131,Hassan Haskins,RB,0,0,Michigan,HaskHa00
4,132,Romeo Doubs,WR,0,0,Nevada,DoubRo00
4,133,Jake Camarda,P,0,0,Georgia,CamaJa00
4,134,Spencer Burford,OL,0,0,Texas-San Antonio,BurfSp00
4,135,Joshua Williams,CB,0,0,Fayetteville St.,WillJo03
4,136,Cordell Volson,T,0,0,North Dakota St.,VolsCo02
4,137,Bailey Zappe,QB,0,0,Western Kentucky,ZappBa00
4,138,Calvin Austin,WR,0,0,Memphis,AustCa00
4,139,Isaiah Likely,TE,0,0,Coastal Carolina,LikeIs00
4,140,Zach Tom,OL,0,0,Wake Forest,TomxZa00
4,141,Damarion Williams,CB,0,0,Houston,WillDa15
4,142,Cobie Durant,DB,0,0,South Carolina St.,DuraDe01
4,143,Chigoziem Okonkwo,TE,0,0,Maryland,OkonCh00
5,144,Sam Howell,QB,0,0,North Carolina,HoweSa00
5,145,Darian Kinnard,T,0,0,Kentucky,KinnDa00
5,146,Micah McFadden,LB,0,0,Indiana,McFaMi01
5,147,D.J. Davidson,DT,0,0,Arizona St.,DaviDJ00
5,148,Khalil Shakir,WR,0,0,Boise St.,ShakKh00
5,149,Cole Turner,TE,0,0,Nevada,TurnCo00
5,150,Thomas Booker,DE,0,0,Stanford,BookTh00
5,151,Tyler Allgeier,RB,0,0,BYU,AllgTy00
5,152,Delarrin Turner-Yell,S,0,0,Oklahoma,TurnDe02
5,153,Riq Woolen,CB,0,1,Texas-San Antonio,WoolTa00
5,154,Snoop Conner,RB,0,0,Mississippi,ConnSn00
5,155,Matt Waletzko,OL,0,0,North Dakota,WaleMa00
5,156,Jerome Ford,RB,0,0,Cincinnati,FordJe00
5,157,Zyon McCollum,DB,0,0,Sam Houston St.,McCoZy02
5,158,Tyreke Smith,DE,0,0,Ohio St.,SmitTy03
5,159,Eric Johnson,DT,0,0,Missouri State,JohnEr01
5,160,Otito Ogbonnia,DT,0,0,UCLA,OgboOt00
5,161,D'Marco Jackson,LB,0,0,Appalachian St.,JackDM00
5,162,Montrell Washington,WR,0,0,Samford,WashMo00
5,163,Kyle Philips,WR,0,0,UCLA,PhilKy01
5,164,Kyren Williams,RB,0,0,Notre Dame,WillKy02
5,165,Esezi Otomewo,DT,0,0,Minnesota,OtomEs00
5,166,Tycen Anderson,S,0,0,Toledo,AndeTy00
5,167,DaRon Bland,DB,0,0,Fresno St.,BlanDa00
5,168,Braxton Jones,OL,0,0,Southern Utah,JoneBr08
5,169,Ty Chandler,RB,0,0,North Carolina,ChanTy01
5,170,Teagan Quitoriano,TE,0,0,Oregon St.,QuitTe00
5,171,Luke Wattenberg,OL,0,0,Washington,WattLu00
5,172,Samuel Womack,CB,0,0,Toledo,WomaSa00
5,173,Marcus McKethan,OL,0,0,North Carolina,McKeMa01
5,174,Dominique Robinson,DE,0,0,Miami (OH),RobiDo00
5,175,Matthew Butler,DT,0,0,Tennessee,ButlMa02
5,176,Damone Clark,LB,0,0,LSU,ClarDa02
5,177,James Mitchell,TE,0,0,Virginia Tech,MitcJa00
5,178,John Ridgeway,DT,0,0,Arkansas,RidgJo00
5,179,Kingsley Enagbare,DE,0,0,South Carolina,EnagKi00
6,180,Matt Araiza,P,0,0,San Diego St.,AraiMa00
6,181,Kyron Johnson,DE,0,0,Kansas,JohnKy02
6,182,Darrian Beavers,LB,0,0,Cincinnati,BeavDa00
6,183,Kevin Harris,RB,0,0,South Carolina,HarrKe01
6,184,Vederian Lowe,OL,0,0,Illinois,LoweVe00
6,185,Christian Benford,DB,0,0,Villanova,BenfCh00
6,186,Zachary Thomas,OL,0,0,San Diego St.,ThomZa04
6,187,Nick Zakelj,OL,0,0,Fordham,ZakeNi00
6,188,Malcolm Rodriguez,LB,0,0,Oklahoma St.,RodrMa00
6,189,Amare Barno,DE,0,0,Virginia Tech,BarnAm00
6,190,Justin Shaffer,OL,0,0,Georgia,ShafJu00
6,191,Jalen Nailor,WR,0,0,Michigan St.,NailJa00
6,192,Andrew Ogletree,TE,0,0,Youngstown St.,OgleAn00
6,193,Devin Harper,LB,0,0,Oklahoma St.,HarpDe00
6,194,Jordan Jackson,DT,0,0,Air Force,JackJo06
6,195,Jamaree Salyer,OL,0,0,Georgia,SalyJa00
6,196,Tyler Badie,RB,0,0,Missouri,BadiTy00
6,197,Gregory Junior,CB,0,0,Ouachita Baptist,JuniGr00
6,198,Grant Calcaterra,TE,0,0,SMU,CalcGr00
6,199,Cade Mays,OL,0,0,Tennessee,MaysCa00
6,200,Sam Roberts,DE,0,0,NW Missouri St.,RobeSa00
6,201,Keaontay Ingram,RB,0,0,USC,IngrKe01
6,202,Michael Woods II,WR,0,0,Oklahoma,WoodMi00
6,203,Trestan Ebner,RB,0,0,Baylor,EbneTr00
6,204,Theo Jackson,DB,0,0,Tennessee,JackTh00
6,205,Austin Deculus,T,0,0,LSU,DecuAu00
6,206,Matt Henningsen,DE,0,0,Wisconsin,HennMa01
6,207,Doug Kramer,OL,0,0,Illinois,KramDo00
6,208,Connor Heyward,TE,0,0,Michigan St.,HeywCo00
6,209,Luke Tenuta,OL,0,0,Virginia Tech,TenuLu00
6,210,Chasen Hines,G,0,0,LSU,HineCh00
6,211,Quentin Lake,DB,0,0,UCLA,LakeQu00
6,212,Derion Kendrick,DB,0,0,Georgia,KendDe00
6,213,John FitzPatrick,TE,0,0,Georgia,FitzJo00
6,214,Ja'Sir Taylor,DB,0,0,Wake Forest,TaylJa04
6,215,Lecitus Smith,OL,0,0,Virginia Tech,SmitLe01
6,216,Curtis Brooks,DT,0,0,Cincinnati,BrooCu00
6,217,James Houston,LB,0,0,Jackson St.,HousJa01
6,218,Ko Kieft,TE,0,0,Minnesota,KiefKo00
6,219,Chance Campbell,LB,0,0,Mississippi,CampCh02
6,220,Kalia Davis,DT,0,0,Central Florida,DaviKa01
6,221,Tariq Castro-Fields,CB,0,0,Penn St.,CastTa00
7,222,Montaric Brown,DB,0,0,Arkansas,BrowMo00
7,223,Isaiah Thomas,DE,0,0,Oklahoma,ThomIs01
7,224,Cameron Goode,OLB,0,0,California,GoodCa00
7,225,Mark Robinson,LB,0,0,Mississippi,RobiMa03
7,226,Ja'Tyre Carter,OL,0,0,Southern,CartJa04
7,227,Nick Muse,TE,0,0,South Carolina,MuseNi00
7,228,Tariq Carpenter,DB,0,0,Georgia Tech,CarpTa00
7,229,Bo Melton,WR,0,0,Rutgers,MeltBo00
7,230,Chris Paul,OL,0,0,Tulsa,PaulCh00
7,231,Baylon Spector,LB,0,0,Clemson,SpecBa00
7,232,Faion Hicks,CB,0,0,Wisconsin,HickFa00
7,233,Dareke Young,WR,0,0,Lenoir-Rhyne,YounDa02
7,234,Jonathan Ford,DT,0,0,Miami (FL),FordJo00
7,235,Daniel Hardy,LB,0,0,Montana St.,HardDa01
7,236,Deane Leonard,DB,0,0,Mississippi,LeonDe00
7,237,Chase Lucas,DB,0,0,Arizona St.,LucaCh01
7,238,Thayer Munford,OL,0,0,Ohio St.,MunfTh00
7,239,Rodney Thomas II,LB,0,0,Yale,ThomRo07
7,240,Christian Holmes,CB,0,0,Oklahoma St.,HolmCh00
7,241,Chris Oladokun,QB,0,0,South Dakota St.,OladCh00
7,242,Kalon Barnes,CB,0,0,Baylor,BarnKa00
7,243,Jaylen Watson,DB,0,0,Washington St.,WatsJa02
7,244,Christian Matthew,DB,0,0,Valdosta St.,MattCh01
7,245,Andrew Stueber,OL,0,0,Michigan,StueAn00
7,246,Dawson Deaton,OL,0,0,Texas Tech,DeatDa00
7,247,Skylar Thompson,QB,0,0,Kansas St.,ThomSk00
7,248,Andre Anthony,DE,0,0,LSU,AnthAn00
7,249,Rasheed Walker,OL,0,0,Penn St.,WalkRa00
7,250,Brittain Brown,RB,0,0,UCLA,BrowBr06
7,251,Isiah Pacheco,RB,0,0,Rutgers,PachIs00
7,252,Jeff Gunter,OLB,0,0,Coastal Carolina,GuntJe01
7,253,Russ Yeast,DB,0,0,Kansas St.,YeasRu00
7,254,Elijah Hicks,S,0,0,California,HickEl00
7,255,Trenton Gill,P,0,0,North Carolina St.,GillTr01
7,256,Jesse Luketa,LB,0,0,Penn St.,LukeJe00
7,257,Marquis Hayes,OL,0,0,Oklahoma,HayeMa00
7,258,Samori Toure,WR,0,0,Nebraska,TourSa00
7,259,Nazeeh Johnson,S,0,0,Marshall,JohnNa01
7,260,Zander Horvath,RB,0,0,Purdue,HorvZa00
7,261,AJ Arcuri,OT,0,0,Michigan St.,ArcuAJ00
7,262,Brock Purdy,QB,0,0,Iowa St.,PurdBr00
