Player,Drafted (tm/rnd/yr),Player-additional
Travis Bond,Minnesota Vikings / 7th / 214th pick / 2013,BondTr00
Alan Bonner,Houston Texans / 6th / 195th pick / 2013,BonnAl00
Zach Boren,,BoreZa00
Jon Bostic,Chicago Bears / 2nd / 50th pick / 2013,BostJo00
Josh Boyce,New England Patriots / 4th / 102nd pick / 2013,BoycJo00
Josh Boyd,Green Bay Packers / 5th / 167th pick / 2013,BoydJo00
John Boyett,Indianapolis Colts / 6th / 192nd pick / 2013,BoyeJo00
Tyler Bray,,BrayTy00
Dylan Breeding,,-9999
Arthur Brown,Baltimore Ravens / 2nd / 56th pick / 2013,BrowAr00
Braden Brown,,BrowBr03
Marlon Brown,,BrowMa00
Armonty Bryant,Cleveland Browns / 7th / 217th pick / 2013,BryaAr00
Michael Buchanan,New England Patriots / 7th / 226th pick / 2013,BuchMi00
Rex Burkhead,Cincinnati Bengals / 6th / 190th pick / 2013,BurkRe00
Adrian Bushell,,BushAd00
Colby Cameron,,CameCo00
Anthony Cantele,,CantAn00
Tank Carradine,San Francisco 49ers / 2nd / 40th pick / 2013,CarrCo00
Braxston Cave,,CaveBr00
Emmett Cleary,,CleaEm01
Jamie Collins,New England Patriots / 2nd / 52nd pick / 2013,CollJa00
Sanders Commings,Kansas City Chiefs / 5th / 134th pick / 2013,CommSa00
Jonathan Cooper,Arizona Cardinals / 1st / 7th pick / 2013,CoopJo01
Bobby Cowan,,-9999
Justice Cunningham,Indianapolis Colts / 7th / 254th pick / 2013,CunnJu00
Jonathan Cyprien,Jacksonville Jaguars / 2nd / 33rd pick / 2013,CyprJo00
Knile Davis,Kansas City Chiefs / 3rd / 96th pick / 2013,DaviKn00
Marcus Davis,,DaviMa00
Will Davis,Miami Dolphins / 3rd / 93rd pick / 2013,DaviWi02
Everett Dawkins,Minnesota Vikings / 7th / 229th pick / 2013,DawkEv00
Jordan Devey,,DeveJo00
Quinton Dial,San Francisco 49ers / 5th / 157th pick / 2013,DialQu00
Aaron Dobson,New England Patriots / 2nd / 59th pick / 2013,DobsAa00
Alex Dunnachie,,-9999
Zac Dysert,Denver Broncos / 7th / 234th pick / 2013,DyseZa00
Lavar Edwards,Tennessee Titans / 5th / 142nd pick / 2013,EdwaLa00
Mike Edwards,Tampa Bay Buccaneers / 3rd / 99th pick / 2019,EdwaMi01
Tyler Eifert,Cincinnati Bengals / 1st / 21st pick / 2013,EifeTy00
Matt Elam,Baltimore Ravens / 1st / 32nd pick / 2013,ElamMa00
Andre Ellington,Arizona Cardinals / 6th / 187th pick / 2013,ElliAn00
Zach Ertz,Philadelphia Eagles / 2nd / 35th pick / 2013,ErtzZa00
Gavin Escobar,Dallas Cowboys / 2nd / 47th pick / 2013,EscoGa00
Josh Evans,Jacksonville Jaguars / 6th / 169th pick / 2013,EvanJo00
Chris Faulk,,FaulCh00
Joseph Fauria,,FaurJo00
Eric Fisher,Kansas City Chiefs / 1st / 1st pick / 2013,FishEr00
Sharrif Floyd,Minnesota Vikings / 1st / 23rd pick / 2013,FloySh00
D.J. Fluker,San Diego Chargers / 1st / 11th pick / 2013,FlukDJ00
Manese Foketi,,-9999
Michael Ford,,FordMi00
Reid Fragel,Cincinnati Bengals / 7th / 240th pick / 2013,FragRe00
Johnathan Franklin,Green Bay Packers / 4th / 125th pick / 2013,FranJo01
Travis Frederick,Dallas Cowboys / 1st / 31st pick / 2013,FredTr00
Corey Fuller,Detroit Lions / 6th / 171st pick / 2013,FullCo00
Matt Furstenburg,,FursMa00
Rogers Gaines,,GainRo01
Kwame Geathers,,GeatKw00
William Gholston,Tampa Bay Buccaneers / 4th / 126th pick / 2013,GholWi00
Garrett Gilkey,Cleveland Browns / 7th / 227th pick / 2013,GilkGa00
Mike Gillislee,Miami Dolphins / 5th / 164th pick / 2013,GillMi00
Mike Glennon,Tampa Bay Buccaneers / 3rd / 73rd pick / 2013,GlenMi00
Tyrone Goard,,-9999
Zaviar Gooden,Tennessee Titans / 3rd / 97th pick / 2013,GoodZa00
Malliciah Goodman,Atlanta Falcons / 4th / 127th pick / 2013,GoodMa01
Marquise Goodwin,Buffalo Bills / 3rd / 78th pick / 2013,GoodMa00
Chris Gragg,Buffalo Bills / 7th / 222nd pick / 2013,GragCh00
Ray Graham,,GrahRa00
Dwayne Gratz,Jacksonville Jaguars / 3rd / 64th pick / 2013,GratDw00
MarQueis Gray,,GrayMa00
Khaseem Greene,Chicago Bears / 4th / 117th pick / 2013,GreeKh00
Cory Grissom,,GrisCo01
Cobi Hamilton,Cincinnati Bengals / 6th / 197th pick / 2013,HamiCo00
Johnathan Hankins,New York Giants / 2nd / 49th pick / 2013,HankJo00
D.J. Harper,,-9999
Chris Harper,Seattle Seahawks / 4th / 123rd pick / 2013,HarpCh00
Montel Harris,,-9999
Mark Harrison,,HarrMa04
Tanner Hawkinson,Cincinnati Bengals / 5th / 156th pick / 2013,HawkTa00
Terry Hawthorne,Pittsburgh Steelers / 5th / 150th pick / 2013,HawtTe00
D.J. Hayden,Oakland Raiders / 1st / 12th pick / 2013,HaydDJ00
Brandon Hepburn,Detroit Lions / 7th / 245th pick / 2013,HepbBr00
Eric Herman,New York Giants / 7th / 225th pick / 2013,HermEr00
Aaron Hester,,HestAa00
Jordan Hill,Seattle Seahawks / 3rd / 87th pick / 2013,HillJo01
Gerald Hodges,Minnesota Vikings / 4th / 120th pick / 2013,HodgGe00
DeVonte Holloman,Dallas Cowboys / 6th / 185th pick / 2013,HollDe01
Khaled Holmes,Indianapolis Colts / 4th / 121st pick / 2013,HolmKh00
DeAndre Hopkins,Houston Texans / 1st / 27th pick / 2013,HopkDe00
Dustin Hopkins,Buffalo Bills / 6th / 177th pick / 2013,HopkDu00
Josh Hubner,,-9999
Montori Hughes,Indianapolis Colts / 5th / 139th pick / 2013,HughMo00
Margus Hunt,Cincinnati Bengals / 2nd / 53rd pick / 2013,HuntMa00
Justin Hunter,Tennessee Titans / 2nd / 34th pick / 2013,HuntJu00
Micah Hyde,Green Bay Packers / 5th / 159th pick / 2013,HydeMi00
Luke Ingram,,-9999
Mark Jackson,,-9999
Mike James,Tampa Bay Buccaneers / 6th / 189th pick / 2013,JameMi00
Jawan Jamison,Washington Redskins / 7th / 228th pick / 2013,JamiJa00
Stefphon Jefferson,,-9999
D.C. Jefferson,Arizona Cardinals / 7th / 219th pick / 2013,JeffD.00
Tony Jefferson,,JeffTo00
Brandon Jenkins,Washington Redskins / 5th / 162nd pick / 2013,JenkBr00
Jelani Jenkins,Miami Dolphins / 4th / 104th pick / 2013,JenkJe00
John Jenkins,New Orleans Saints / 3rd / 82nd pick / 2013,JenkJo00
Luke Joeckel,Jacksonville Jaguars / 1st / 2nd pick / 2013,JoecLu00
Darius Johnson,,JohnDa06
Josh Johnson,,JohnJo07
Keelan Johnson,,JohnKe03
Lane Johnson,Philadelphia Eagles / 1st / 4th pick / 2013,JohnLa01
Nico Johnson,Kansas City Chiefs / 4th / 99th pick / 2013,JohnNi00
Oscar Johnson,,JohnOs00
T.J. Johnson,Cincinnati Bengals / 7th / 251st pick / 2013,JohnTJ00
Jamaal Johnson-Webb,,JohnJa05
Abry Jones,,JoneAb00
Barrett Jones,St. Louis Rams / 4th / 113th pick / 2013,JoneBa00
Chris Jones,Houston Texans / 6th / 198th pick / 2013,JoneCh04
Datone Jones,Green Bay Packers / 1st / 26th pick / 2013,JoneDa03
Jarvis Jones,Pittsburgh Steelers / 1st / 17th pick / 2013,JoneJa05
Landry Jones,Pittsburgh Steelers / 4th / 115th pick / 2013,JoneLa02
Dion Jordan,Miami Dolphins / 1st / 3rd pick / 2013,JordDi00
Nick Kasa,Oakland Raiders / 6th / 172nd pick / 2013,KasaNi00
Brandon Kaufman,,KaufBr00
Travis Kelce,Kansas City Chiefs / 3rd / 63rd pick / 2013,KelcTr00
Tavarres King,Denver Broncos / 5th / 161st pick / 2013,KingTa00
A.J. Klein,Carolina Panthers / 5th / 148th pick / 2013,KleiAJ00
Collin Klein,,KleiCo00
Jake Knott,,KnotJa00
Scott Kovanda,,KovaSc00
Joe Kruger,Philadelphia Eagles / 7th / 212th pick / 2013,KrugJo00
Edmund Kugbila,Carolina Panthers / 4th / 108th pick / 2013,KugbEd00
Eddie Lacy,Green Bay Packers / 2nd / 61st pick / 2013,LacyEd00
Marcus Lattimore,San Francisco 49ers / 4th / 131st pick / 2013,LattMa00
Alec Lemon,,LemoAl00
Corey Lemonier,San Francisco 49ers / 3rd / 88th pick / 2013,LemoCo00
Robert Lester,,LestRo01
Kapron Lewis-Moore,Baltimore Ravens / 6th / 200th pick / 2013,LewiKa00
Zach Line,,LineZa01
Jeff Locke,Minnesota Vikings / 5th / 155th pick / 2013,LockJe00
Bennie Logan,Philadelphia Eagles / 3rd / 67th pick / 2013,LogaBe00
P.J. Lonergan,,-9999
Kyle Long,Chicago Bears / 1st / 20th pick / 2013,LongKy00
John Lotulelei,,LotuJo00
Star Lotulelei,Carolina Panthers / 1st / 14th pick / 2013,LotuSt00
Philip Lutzenkirchen,,-9999
Joe Madsen,,-9999
Lamar Mady,,MadyLa00
Brandon Magee,,MageBr00
Brett Maher,,MaheBr01
E.J. Manuel,Buffalo Bills / 1st / 16th pick / 2013,ManuEJ00
Stansly Maponga,Atlanta Falcons / 5th / 153rd pick / 2013,MapoSt00
Luke Marquardt,,MarqLu00
Tyrann Mathieu,Arizona Cardinals / 3rd / 69th pick / 2013,MathTy00
Michael Mauti,Minnesota Vikings / 7th / 213th pick / 2013,MautMi00
Miguel Maysonet,,MaysMi00
Onterio McCalebb,,McCaOn00
Demetrius McCray,Jacksonville Jaguars / 7th / 210th pick / 2013,McCrDe00
Lerentee McCray,,McCrLe01
T.J. McDonald,St. Louis Rams / 3rd / 71st pick / 2013,McDoTJ00
Vance McDonald,San Francisco 49ers / 2nd / 55th pick / 2013,McDoVa00
Brad McDougald,,-9999
Leon McFadden,Cleveland Browns / 3rd / 68th pick / 2013,McFaLe00
Brandon McGee,St. Louis Rams / 5th / 149th pick / 2013,McGeBr00
Stacy McGee,Oakland Raiders / 6th / 205th pick / 2013,McGeSt01
Aaron Mellette,Baltimore Ravens / 7th / 238th pick / 2013,MellAa00
Christine Michael,Seattle Seahawks / 2nd / 62nd pick / 2013,MichCh00
Rontez Miles,,MileRo00
Stephane Milhim,,MilhSt00
Dee Milliner,New York Jets / 1st / 9th pick / 2013,MillDe00
Jordan Mills,Chicago Bears / 5th / 163rd pick / 2013,MillJo02
Barkevious Mingo,Cleveland Browns / 1st / 6th pick / 2013,MingBa00
Kevin Minter,Arizona Cardinals / 2nd / 45th pick / 2013,MintKe00
T.J. Moe,,MoexT.00
Sam Montgomery,Houston Texans / 3rd / 95th pick / 2013,MontSa00
Nick Moody,San Francisco 49ers / 6th / 180th pick / 2013,MoodNi00
Damontre Moore,New York Giants / 3rd / 81st pick / 2013,MoorDa01
Sio Moore,Oakland Raiders / 3rd / 66th pick / 2013,MoorSi00
Zeke Motta,Atlanta Falcons / 7th / 244th pick / 2013,MottZe00
Ryan Nassib,New York Giants / 4th / 110th pick / 2013,NassRy00
Xavier Nixon,,NixoXa00
Alec Ogletree,St. Louis Rams / 1st / 30th pick / 2013,OgleAl00
Alex Okafor,Arizona Cardinals / 4th / 103rd pick / 2013,OkafAl00
Ryan Otten,,OtteRy01
Vinston Painter,Denver Broncos / 6th / 173rd pick / 2013,PainVi00
Chris Pantale,,PantCh00
Cordarrelle Patterson,Minnesota Vikings / 1st / 29th pick / 2013,PattCo00
Quinton Patton,San Francisco 49ers / 4th / 128th pick / 2013,PattQu00
Sean Porter,Cincinnati Bengals / 4th / 118th pick / 2013,PortSe00
Keith Pough,,PougKe01
Ty Powell,Seattle Seahawks / 7th / 231st pick / 2013,PoweTy00
Jordan Poyer,Philadelphia Eagles / 7th / 218th pick / 2013,PoyeJo00
Lonnie Pryor,,PryoLo00
Justin Pugh,New York Giants / 1st / 19th pick / 2013,PughJu00
David Quessenberry,Houston Texans / 6th / 176th pick / 2013,QuesDa00
Bacarri Rambo,Washington Redskins / 6th / 191st pick / 2013,RambBa00
Joseph Randle,Dallas Cowboys / 5th / 151st pick / 2013,RandJo01
Kevin Reddick,,ReddKe00
Jordan Reed,Washington Redskins / 3rd / 85th pick / 2013,ReedJo02
Greg Reid,,-9999
Eric Reid,San Francisco 49ers / 1st / 18th pick / 2013,ReidEr00
Sean Renfree,Atlanta Falcons / 7th / 249th pick / 2013,RenfSe00
Xavier Rhodes,Minnesota Vikings / 1st / 25th pick / 2013,RhodXa00
Sheldon Richardson,New York Jets / 1st / 13th pick / 2013,RichSh00
Theo Riddick,Detroit Lions / 6th / 199th pick / 2013,RiddTh00
Mychal Rivera,Oakland Raiders / 6th / 184th pick / 2013,RiveMy00
Nickell Robey,,RobeNi00
Denard Robinson,Jacksonville Jaguars / 5th / 135th pick / 2013,RobiDe00
Da'Rick Rogers,,RogeDa01
Robbie Rouse,,-9999
Logan Ryan,New England Patriots / 3rd / 83rd pick / 2013,RyanLo00
Etienne Sabino,,SabiEt00
Lanear Sampson,,SampLa00
Ace Sanders,Jacksonville Jaguars / 4th / 101st pick / 2013,SandAc00
Brian Schwenke,Tennessee Titans / 4th / 107th pick / 2013,SchwBr00
Matt Scott,,ScotMa01
Quinn Sharp,,SharQu00
Kawann Short,Carolina Panthers / 2nd / 44th pick / 2013,ShorKa00
John Simon,Baltimore Ravens / 4th / 129th pick / 2013,SimoJo01
Tharold Simon,Seattle Seahawks / 5th / 138th pick / 2013,SimoTh00
Dion Sims,Miami Dolphins / 4th / 106th pick / 2013,SimsDi00
Jamoris Slaughter,Cleveland Browns / 6th / 175th pick / 2013,SlauJa00
Darius Slay,Detroit Lions / 2nd / 36th pick / 2013,SlayDa00
Geno Smith,New York Jets / 2nd / 39th pick / 2013,SmitGe00
Jared Smith,Seattle Seahawks / 7th / 241st pick / 2013,SmitJa02
Quanterus Smith,Denver Broncos / 5th / 146th pick / 2013,SmitQu00
Rodney Smith,,SmitRo05
Brad Sorensen,San Diego Chargers / 7th / 221st pick / 2013,SoreBr00
Ryan Spadola,,SpadRy00
Akeem Spence,Tampa Bay Buccaneers / 4th / 100th pick / 2013,SpenAk00
Damion Square,,SquaDa00
Zac Stacy,St. Louis Rams / 5th / 160th pick / 2013,StacZa00
Daimion Stafford,Tennessee Titans / 7th / 248th pick / 2013,StafDa00
Matt Stankiewitch,,-9999
Jawanza Starling,,StarJa01
Jonathan Stewart,,StewJo01
Walter Stewart,,StewWa01
Kenny Stills,New Orleans Saints / 5th / 144th pick / 2013,StilKe00
Jake Stoneburner,,StonJa01
Caleb Sturgis,Miami Dolphins / 5th / 166th pick / 2013,SturCa00
Dax Swanson,,-9999
D.J. Swearinger,Houston Texans / 2nd / 57th pick / 2013,SweaDJ00
Rod Sweeting,,SweeRo01
Ryan Swope,Arizona Cardinals / 6th / 174th pick / 2013,SwopRy00
Bruce Taylor,,TaylBr03
Devin Taylor,Detroit Lions / 4th / 132nd pick / 2013,TaylDe00
Jamar Taylor,Miami Dolphins / 2nd / 54th pick / 2013,TaylJa01
Mike Taylor,,TaylMi00
Stepfan Taylor,Arizona Cardinals / 5th / 140th pick / 2013,TaylSt00
Manti Te'o,San Diego Chargers / 2nd / 38th pick / 2013,TeoxMa00
Chase Thomas,,ThomCh04
Dallas Thomas,Miami Dolphins / 3rd / 77th pick / 2013,ThomDa04
Phillip Thomas,Washington Redskins / 4th / 119th pick / 2013,ThomPh00
Shamarko Thomas,Pittsburgh Steelers / 4th / 111th pick / 2013,ThomSh00
Kenbrell Thompkins,,ThomKe02
Chris Thompson,Washington Redskins / 5th / 154th pick / 2013,ThomCh03
Hugh Thornton,Indianapolis Colts / 3rd / 86th pick / 2013,ThorHu00
Levine Toilolo,Atlanta Falcons / 4th / 133rd pick / 2013,ToilLe00
J.C. Tretter,Green Bay Packers / 4th / 122nd pick / 2013,TretJC00
Desmond Trufant,Atlanta Falcons / 1st / 22nd pick / 2013,TrufDe00
Matthew Tucker,,TuckMa00
Kenny Vaccaro,New Orleans Saints / 1st / 15th pick / 2013,VaccKe00
James Vandenberg,,-9999
Conner Vernon,,VernCo01
Ricky Wagner,Baltimore Ravens / 5th / 168th pick / 2013,WagnRi00
Spencer Ware,Seattle Seahawks / 6th / 194th pick / 2013,WareSp00
Larry Warford,Detroit Lions / 3rd / 65th pick / 2013,WarfLa00
Chance Warmack,Tennessee Titans / 1st / 10th pick / 2013,WarmCh00
Cornelius Washington,Chicago Bears / 6th / 188th pick / 2013,WashCo00
Earl Watford,Arizona Cardinals / 4th / 116th pick / 2013,WatfEa00
Menelik Watson,Oakland Raiders / 2nd / 42nd pick / 2013,WatsMe00
Jason Weaver,,WeavJa00
B.W. Webb,Dallas Cowboys / 4th / 114th pick / 2013,WebbBW00
Kayvon Webster,Denver Broncos / 3rd / 90th pick / 2013,WebsKa00
Bjoern Werner,Indianapolis Colts / 1st / 24th pick / 2013,WernBj00
John Wetzel,,WetzJo00
Markus Wheaton,Pittsburgh Steelers / 3rd / 79th pick / 2013,WheaMa00
J.J. Wilcox,Dallas Cowboys / 3rd / 80th pick / 2013,WilcJ.00
Nathan Williams,,-9999
Brandon Williams,Baltimore Ravens / 3rd / 94th pick / 2013,WillBr02
Brennan Williams,Houston Texans / 3rd / 89th pick / 2013,WillBr03
Duke Williams,Buffalo Bills / 4th / 105th pick / 2013,WillDu00
Jesse Williams,Seattle Seahawks / 5th / 137th pick / 2013,WillJe02
Kerwynn Williams,Indianapolis Colts / 7th / 230th pick / 2013,WillKe05
Nicholas Williams,Pittsburgh Steelers / 7th / 223rd pick / 2013,WillNi01
Shawn Williams,Cincinnati Bengals / 3rd / 84th pick / 2013,WillSh02
Steve Williams,San Diego Chargers / 5th / 145th pick / 2013,WillSt02
Sylvester Williams,Denver Broncos / 1st / 28th pick / 2013,WillSy00
Terrance Williams,Dallas Cowboys / 3rd / 74th pick / 2013,WillTe01
Tourek Williams,San Diego Chargers / 6th / 179th pick / 2013,WillTo00
Trevardo Williams,Houston Texans / 4th / 124th pick / 2013,WillTr02
Braden Wilson,Kansas City Chiefs / 6th / 204th pick / 2013,WilsBr00
Marquess Wilson,Chicago Bears / 7th / 236th pick / 2013,WilsMa02
Tyler Wilson,Oakland Raiders / 4th / 112th pick / 2013,WilsTy00
Brad Wing,,WingBr00
George Winn,,WinnGe00
Brian Winters,New York Jets / 3rd / 72nd pick / 2013,WintBr00
Earl Wolff,Philadelphia Eagles / 5th / 136th pick / 2013,WolfEa00
Cierre Wood,,WoodCi00
Robert Woods,Buffalo Bills / 2nd / 41st pick / 2013,WoodRo02
Khalid Wooten,Tennessee Titans / 6th / 202nd pick / 2013,WootKh00
Tom Wort,,-9999
Blidi Wreh-Wilson,Tennessee Titans / 3rd / 70th pick / 2013,WrehBl00
