Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Anthony Johnson,6-2,308,5.24,24.5,20,102,7.93,4.83,JohnAn04
Dontae Johnson,6-2,200,4.41,38.5,12,124,6.82,4.24,JohnDo02
Storm Johnson,6-0,209,4.60,35.5,16,118,,,JohnSt03
Wesley Johnson,6-5,297,5.11,29.0,26,111,7.40,4.64,JohnWe00
Christian Jones,6-3,240,4.68,33.5,,115,,,JoneCh05
DaQuan Jones,6-4,322,5.35,27.5,25,101,7.73,4.78,JoneDa04
Howard Jones,6-2,235,4.60,40.5,21,124,7.16,4.41,JoneHo01
T.J. Jones,6-0,188,4.46,33.0,,119,6.82,4.27,JoneT.00
Reggie Jordan,6-3,240,4.77,30.0,24,116,7.22,4.30,JordRe00
Henry Josey,5-8,194,4.43,34.5,20,118,7.07,4.13,JoseHe00
Lamarcus Joyner,5-8,184,4.55,37.5,14,124,7.26,4.40,JoynLa00
Odell Beckham Jr.,5-11,198,4.38,38.5,7,122,6.69,3.94,BeckOd00
James Wilder Jr.,6-3,232,4.65,35.0,18,121,6.92,4.24,WildJa01
Devon Kennard,6-3,249,4.70,30.0,23,113,7.25,4.32,KennDe00
Zach Kerr,6-1,326,5.06,28.5,28,99,7.93,4.71,KerrZa00
Christian Kirksey,6-2,233,4.72,32.0,16,122,,,KirkCh00
Cyrus Kouandjio,6-7,322,5.59,27.5,21,96,7.71,4.84,KouaCy00
Kenny Ladler,6-0,207,4.70,36.5,24,127,,,LadlKe00
Jarvis Landry,5-11,205,4.65,28.5,12,110,,,LandJa00
Tyler Larsen,6-4,313,5.17,23.5,36,102,8.22,4.70,LarsTy00
Cody Latimer,6-2,215,4.52,,23,,,,LatiCo00
Demarcus Lawrence,6-3,251,4.80,34.5,20,113,7.46,4.31,LawrDe00
Nevin Lawson,5-9,190,4.48,33.0,16,120,7.12,4.40,LawsNe00
Marqise Lee,6-0,192,4.52,38.0,,127,,4.01,LeexMa00
Charles Leno,6-4,303,5.25,29.0,21,108,7.57,4.40,LenoCh00
A.C. Leonard,6-2,252,4.50,34.0,20,128,,,-9999
Richie Leone,6-3,211,5.10,,,,,,LeonRi01
Taylor Lewan,6-7,309,4.87,30.5,29,117,7.39,4.49,LewaTa00
Isaiah Lewis,5-10,211,4.60,36.5,15,122,7.05,4.47,LewiIs00
Brandon Linder,6-6,311,5.35,26.5,30,100,,,LindBr00
Corey Linsley,6-3,296,5.24,27.0,36,,,,LinsCo00
Boseko Lokombo,6-2,225,4.66,,,122,7.15,4.30,LokoBo01
Spencer Long,6-5,320,5.16,,,,,,LongSp00
Craig Loston,6-1,217,4.65,32.5,12,119,7.15,4.35,LostCr00
Cornelius Lucas,6-8,316,5.29,,,,,,LucaCo01
Marcus Lucas,6-4,218,4.60,36.0,20,124,7.07,4.25,LucaMa01
Colt Lyerla,6-4,242,4.61,39.0,15,128,,,LyerCo00
Aaron Lynch,6-5,249,4.76,,18,,,,LyncAa00
Arthur Lynch,6-5,258,4.82,29.5,28,116,7.38,4.35,LyncAr00
Jordan Lynch,6-0,217,4.76,29.5,,109,6.55,4.20,LyncJo01
Khalil Mack,6-3,251,4.65,40.0,23,128,7.08,4.18,MackKh00
Cody Mandell,6-2,216,4.89,27.0,,109,,,MandCo01
Eathyn Manumaleuna,6-2,296,5.16,28.0,29,101,7.78,4.61,ManuEa00
Johnny Manziel,6-0,207,4.68,31.5,,113,6.75,4.03,ManzJo00
Cassius Marsh,6-4,252,4.89,32.0,14,108,7.08,4.25,MarsCa00
Kareem Martin,6-6,272,4.72,35.5,22,129,7.20,4.33,MartKa00
Marcus Martin,6-3,320,5.38,,23,,,,MartMa01
Zack Martin,6-4,308,5.22,28.0,29,106,7.65,4.59,MartZa00
Tre Mason,5-8,207,4.50,38.5,,126,,4.15,MasoTr00
Jeff Mathews,6-4,223,5.26,25.5,,105,7.14,4.36,-9999
Jake Matthews,6-5,308,5.07,30.5,24,105,7.34,4.47,MattJa00
Jordan Matthews,6-3,212,4.46,35.5,21,120,6.95,4.18,MattJo00
Josh Mauro,6-6,271,5.21,32.0,21,116,7.43,4.51,MaurJo00
A.J. McCarron,6-3,220,4.94,28.0,,99,7.18,4.34,McCaA.00
Daniel McCullers,6-7,352,5.18,20.5,27,97,,,McCuDa00
Dexter McDougle,5-10,196,4.47,,,,,,McDoDe00
Keith McGill,6-3,211,4.51,39.0,,129,7.29,4.18,McGiKe00
Jerick McKinnon,5-9,209,4.41,40.5,32,132,6.83,4.12,McKiJe00
Zach Mettenberger,6-5,224,,,,,,,MettZa00
Jack Mewhort,6-6,309,5.37,26.0,28,101,7.79,4.64,MewhJa00
Trey Millard,6-2,247,4.64,,,,,,MillTr00
Tevin Mims,6-4,260,4.95,27.5,17,109,,,MimsTe00
Terrance Mitchell,5-11,192,4.63,34.0,,117,6.57,4.00,MitcTe00
Donte Moncrief,6-2,221,4.40,39.5,13,132,7.02,4.30,MoncDo00
Zach Moore,6-5,269,4.84,33.5,23,123,7.41,4.46,MoorZa00
James Morris,6-1,241,4.80,34.5,18,117,6.94,4.36,MorrJa01
Stephen Morris,6-2,213,4.63,30.0,,111,7.36,4.49,MorrSt00
Morgan Moses,6-6,314,5.35,21.5,,106,7.93,4.95,MoseMo00
C.J. Mosley,6-2,234,4.65,35.0,,118,7.30,4.40,MoslC.00
Adam Muema,5-10,202,4.56,,,,,,-9999
Jake Murphy,6-4,249,4.79,33.0,24,114,7.18,4.27,MurpJa01
Trent Murphy,6-5,250,4.86,35.5,19,118,6.78,4.20,MurpTr00
Aaron Murray,6-0,207,4.84,,,,,,MurrAa00
Jordan Najvar,6-6,256,4.93,32.5,18,112,7.14,4.47,NajvJo01
Jonathan Newsome,6-3,247,4.73,34.0,21,117,7.31,4.63,NewsJo00
Troy Niklas,6-6,270,4.84,32.0,27,114,7.57,4.55,NiklTr00
Kevin Norwood,6-2,198,4.48,33.0,8,121,6.68,4.32,NorwKe00
Kyle Van Noy,6-3,243,4.71,32.5,21,112,7.22,4.20,VanNKy00
Pat O'Donnell,6-4,220,4.64,30.5,23,120,,,ODonPa00
Jeoffrey Pagan,6-3,310,4.92,,,,,,PagaJe00
Tenny Palepoi,6-1,298,5.10,30.5,31,111,7.67,4.53,PaleTe00
Matt Paradis,6-3,306,5.34,26.0,23,103,7.60,4.46,ParaMa00
Matt Patchan,6-6,302,4.97,33.5,22,,,,PatcMa01
Jacob Pedersen,6-3,238,4.82,28.5,,111,7.55,4.40,PedeJa00
LaDarius Perkins,5-7,195,4.46,35.5,23,124,7.08,4.30,PerkLa00
Kevin Pierre-Louis,6-0,232,4.51,39.0,28,128,6.92,4.02,PierKe00
Ronald Powell,6-3,237,4.65,35.5,21,114,,,PoweRo01
Jabari Price,5-11,200,4.45,,16,,7.04,4.30,PricJa00
Calvin Pryor,5-11,207,4.58,34.5,18,116,,,PryoCa00
Loucheiz Purifoy,5-11,190,4.61,35.5,6,120,,,PuriLo00
Kelcy Quarles,6-4,297,5.03,23.5,27,102,,,QuarKe01
Kaleb Ramsey,6-3,293,,,36,,,,RamsKa00
Keith Reaser,5-11,189,4.43,,22,,,,ReasKe00
Silas Redd,5-10,212,4.70,37.0,18,122,,,ReddSi00
Tevin Reese,5-10,163,4.46,41.0,,132,6.63,4.18,ReesTe00
Caraun Reid,6-2,302,4.91,26.5,20,106,7.59,4.58,ReidCa00
Trevor Reilly,6-5,245,4.67,,26,,,,ReilTr00
Bryn Renner,6-3,228,4.87,25.5,,108,7.22,4.30,RennBr01
Ed Reynolds,6-1,207,4.57,32.5,15,117,,,ReynEd00
Rashaad Reynolds,5-10,189,4.51,37.5,20,123,6.72,4.00,ReynRa00
Antonio Richardson,6-6,336,5.30,24.5,36,,,,RichAn02
Cyril Richardson,6-5,329,5.36,25.5,25,91,7.70,4.83,RichCy00
Paul Richardson,6-0,175,4.40,38.0,,124,7.09,,RichPa01
Weston Richburg,6-3,298,5.10,25.5,25,106,7.93,4.63,RichWe00
Marcus Roberson,6-0,191,4.61,37.5,8,120,6.84,4.08,RobeMa00
Allen Robinson,6-3,220,4.60,39.0,,127,7.00,4.00,RobiAl02
Greg Robinson,6-5,332,4.92,28.5,32,113,7.80,4.86,RobiGr01
Bradley Roby,5-11,194,4.39,38.5,17,124,,4.04,RobyBr00
Richard Rodgers,6-4,257,4.87,31.5,16,116,7.23,4.47,RodgRi00
Michael Sam,6-2,261,4.91,25.5,17,114,7.80,4.70,SamxMi00
Bishop Sankey,5-9,209,4.49,35.5,26,126,6.75,4.00,SankBi00
Cairo Santos,5-8,164,4.76,,,,,,SantCa01
Jalen Saunders,5-9,165,4.44,34.0,,122,,,SaunJa00
Tom Savage,6-4,228,4.97,27.0,,105,7.33,4.36,SavaTo00
Michael Schofield,6-6,301,5.01,24.0,,93,7.62,4.57,SchoMi00
Lache Seastrunk,5-9,201,4.51,41.5,15,134,,,SeasLa00
Austin Seferian-Jenkins,6-5,262,4.75,,20,,,,SefeAu00
Connor Shaw,6-0,206,4.66,34.0,,116,7.07,4.33,ShawCo00
Ryan Shazier,6-1,237,4.58,42.0,25,130,6.91,4.21,ShazRy00
Prince Shembo,6-1,253,4.71,38.5,26,122,7.29,4.31,ShemPr00
Charles Sims,6-0,214,4.48,37.5,17,126,7.16,4.30,SimsCh00
Shayne Skov,6-2,245,5.09,,,,,,SkovSh00
Yawin Smallwood,6-2,246,,36.5,18,108,,,SmalYa00
Chris Smith,6-1,266,4.66,37.0,28,121,7.55,4.46,SmitCh03
Jerome Smith,5-11,220,4.84,36.0,14,118,7.53,4.60,SmitJe02
Marcus Smith,6-3,251,4.66,35.0,23,121,7.48,4.47,SmitMa03
Telvin Smith,6-3,218,4.52,31.5,,119,,,SmitTe01
Willie Snead,5-11,195,4.62,33.5,11,113,7.19,4.39,SneaWi00
Daniel Sorensen,6-1,205,4.67,32.0,13,114,6.47,3.95,SoreDa01
Dezmen Southward,6-0,211,4.38,,,,,,SoutDe00
Tyler Starr,6-4,250,4.95,32.0,24,116,6.64,4.15,StarTy00
Anthony Steen,6-3,314,5.33,,,,,,SteeAn00
Shamar Stephen,6-5,309,5.25,30.5,25,103,,,StepSh00
Josh Stewart,5-10,178,4.69,35.0,11,117,7.10,4.33,StewJo04
Ed Stinson,6-3,287,4.98,,,,,,StinEd00
James Stone,6-4,306,5.17,27.5,22,105,8.16,4.63,StonJa02
Bryan Stork,6-4,315,5.44,,,,,,StorBr00
Devin Street,6-3,198,4.55,37.0,,124,6.89,4.01,StreDe00
Xavier Su'a-Filo,6-4,307,5.04,25.0,25,102,7.60,4.44,Sua-Xa00
Vinnie Sunseri,5-11,210,,,18,,,,SunsVi00
Will Sutton,6-0,303,5.36,28.5,24,99,7.93,4.82,SuttWi00
Travis Swanson,6-5,312,5.28,26.0,20,95,7.73,4.65,SwanTr00
Lorenzo Taliaferro,6-0,229,4.58,33.0,18,118,6.88,4.22,TaliLo00
Brandon Thomas,6-3,317,5.09,29.0,35,98,8.13,4.83,ThomBr02
De'Anthony Thomas,5-9,174,4.39,32.0,8,124,,,ThomDe05
Jemea Thomas,5-9,192,4.52,37.0,19,125,,,ThomJe03
Logan Thomas,6-6,248,4.61,35.5,,118,7.05,4.18,ThomLo00
Robert Thomas,6-1,327,5.26,,32,,,,ThomRo04
Khyri Thornton,6-3,304,5.03,29.0,28,112,7.83,4.76,ThorKh00
D.J. Tialavea,6-3,267,4.95,,,,,,TialD.00
Jordan Tripp,6-3,234,4.67,37.5,22,120,6.89,3.96,TripJo00
Stephon Tuitt,6-5,304,4.92,,31,,,,TuitSt00
Billy Turner,6-5,315,5.16,28.0,25,108,7.92,4.71,TurnBi00
Trai Turner,6-3,310,4.93,27.5,25,,,,TurnTr01
George Uko,6-3,284,4.99,29.5,18,110,,,UkoxGe00
Uani' Unga,6-1,231,4.82,,,,,,-9999
Brent Urban,6-7,295,4.98,,,,,,UrbaBr00
John Urschel,6-3,313,5.31,29.0,30,102,7.55,4.47,UrscJo00
Dustin Vaughan,6-5,235,4.95,29.0,,108,7.25,4.43,VaugDu00
Brock Vereen,6-0,199,4.47,34.0,25,117,6.90,4.07,VereBr00
Jason Verrett,5-9,189,4.38,39.0,,128,6.69,4.00,VerrJa00
Jimmie Ward,5-11,193,4.59,,9,,,,WardJi01
Todd Washington,5-11,196,4.57,,13,,,,-9999
L'Damian Washington,6-4,195,4.46,32.0,8,115,7.19,4.35,WashLD01
Jaylen Watkins,5-11,194,4.41,,22,,,,WatkJa01
Sammy Watkins,6-1,211,4.43,34.0,16,126,6.95,4.34,WatkSa00
Chris Watt,6-3,310,5.50,,29,,,,WattCh00
Larry Webster,6-6,252,4.58,36.5,17,123,7.29,4.44,WebsLa00
Keith Wenning,6-3,218,5.00,28.0,,100,7.07,4.25,WennKe00
Terrance West,5-9,225,4.56,33.5,16,120,,,WestTe00
Ethan Westbrooks,6-3,267,4.90,29.0,19,110,7.30,4.67,WestEt00
Lavelle Westbrooks,5-11,186,4.63,36.0,15,121,6.98,4.27,WestLa00
Chris Whaley,6-3,269,5.02,,,,,,WhalCh01
James White,5-9,204,4.57,32.0,23,114,7.05,4.20,WhitJa02
Andre Williams,5-11,230,4.56,38.0,,129,7.27,4.06,WillAn00
Damien Williams,5-11,222,4.45,35.5,16,121,7.37,4.25,WillDa05
Avery Williamson,6-1,246,4.66,30.5,25,120,7.11,4.07,WillAv00
Albert Wilson,5-9,202,4.43,37.5,10,123,7.00,4.21,WilsAl02
Kerry Wynn,6-5,266,4.97,34.0,31,113,,,WynnKe00
David Yankey,6-6,315,5.48,28.5,22,103,7.81,4.86,YankDa00
Jordan Zumwalt,6-4,235,4.76,33.0,,116,6.99,4.25,ZumwJo00
