Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Branden Jackson,6-4,273,5.06,31.5,20,113,7.40,4.77,JackBr04
Dominick Jackson,6-5,313,5.38,26.0,20,97,,,JackDo00
Andy Janovich,6-1,238,4.81,34.0,30,119,7.28,4.32,JanoAn00
Quinton Jefferson,6-4,291,4.95,29.0,24,,7.95,4.37,JeffQu00
Jordan Jenkins,6-3,259,4.80,36.5,16,121,,,JenkJo01
Austin Johnson,6-4,314,5.32,26.0,25,96,7.84,4.75,JohnAu01
C.J. Johnson,6-1,234,4.81,,,,,4.52,JohnC.00
Devon Johnson,6-0,238,4.64,,,,,,JohnDe05
Tyler Johnstone,6-5,301,5.21,30.5,24,104,7.31,4.60,JohnTy01
Cardale Jones,6-5,253,4.81,36.0,,,,,JoneCa01
Cayleb Jones,6-3,209,4.65,33.5,9,,6.99,4.14,JoneCa02
Chris Jones,6-6,310,5.03,24.5,26,106,7.44,4.62,JoneCh09
Cyrus Jones,5-10,197,4.49,33.0,10,116,6.71,4.21,JoneCy00
Deion Jones,6-1,222,4.59,33.0,,120,,,JoneDe01
Jonathan Jones,5-9,186,4.33,36.0,19,123,7.25,4.25,JoneJo03
Karl Joseph,5-10,205,4.57,,,,,,JoseKa00
Matt Judon,6-3,275,4.73,35.0,30,109,7.67,4.52,JudoMa00
Ufomba Kamalu,6-5,295,5.01,25.0,26,106,7.32,4.58,KamaUf00
Drew Kaser,6-2,212,4.95,,,,,,KaseDr00
Nila Kasitati,6-3,317,5.32,27.5,12,107,8.30,4.83,KasiNi01
Bronson Kaufusi,6-6,285,4.87,30.0,25,111,7.03,4.25,KaufBr01
Jayron Kearse,6-4,216,4.62,31.5,16,124,7.06,,KearJa00
Ryan Kelly,6-4,311,5.03,30.0,26,103,7.58,4.59,KellRy00
Cody Kessler,6-1,220,4.89,29.5,,104,7.32,4.00,KessCo00
Miles Killebrew,6-2,217,4.65,38.0,22,127,6.93,4.18,KillMi00
Derrick Kindred,5-10,207,4.50,37.5,,123,7.05,4.29,KindDe00
Raphael Kirby,6-0,236,4.72,,27,,,,-9999
Denver Kirkland,6-4,335,5.55,22.5,19,94,8.72,5.06,KirkDe00
Marshall Koehn,6-1,197,4.61,,,,,,KoehMa00
Nick Kwiatkoski,6-2,243,4.73,32.0,19,120,7.16,4.22,KwiaNi00
Jimmy Landes,6-1,240,4.95,27.5,,110,7.05,4.38,LandJi00
Daniel Lasco,6-0,209,4.46,41.5,23,135,7.22,4.26,LascDa00
Darius Latham,6-4,311,5.32,29.0,,100,7.76,4.63,LathDa01
Kenny Lawler,6-2,203,4.64,31.0,,111,7.13,4.20,LawlKe00
Nile Lawrence-Stample,6-1,320,5.24,,,,,,LawrNi01
Shaq Lawson,6-3,269,4.70,33.0,,120,7.16,4.21,LawsSh00
Darron Lee,6-1,232,4.47,35.5,17,133,7.12,4.20,LeexDa00
Alex Lewis,6-6,312,5.22,29.5,27,100,7.94,4.72,LewiAl01
Roger Lewis,6-0,201,4.57,33.5,8,116,,,LewiRo03
Kolby Listenbee,6-0,197,4.39,35.5,15,129,,,ListKo00
Cory Littleton,6-3,238,4.73,29.5,,114,7.11,4.32,LittCo01
Jordan Lomax,5-10,202,4.75,36.0,8,120,7.18,4.15,LomaJo00
Steve Longa,6-1,241,4.78,32.0,19,116,7.50,4.56,LongSt00
Ricardo Louis,6-2,215,4.43,38.0,18,132,,,LouiRi00
Dean Lowry,6-6,296,4.87,32.5,30,114,7.26,4.38,LowrDe00
Jordan Lucas,6-0,201,4.54,,,,,,LucaJo00
John Lunsford,6-1,214,4.74,,,,,,-9999
Paxton Lynch,6-7,244,4.86,36.0,,118,7.14,4.26,LyncPa00
Tre Madden,6-0,223,4.53,,24,,,,MaddTr01
Luther Maddy,6-0,287,4.96,,29,,,,MaddLu00
Curt Maggitt,6-3,247,4.73,,,,,,MaggCu00
Ryan Malleck,6-4,247,4.77,34.5,18,121,7.00,4.33,MallRy02
Byron Marshall,5-9,201,4.42,,17,,,,MarsBy01
Jalin Marshall,5-10,200,4.60,37.5,16,125,6.80,4.13,MarsJa01
Keith Marshall,5-11,219,4.31,30.5,25,,,,MarsKe00
Nick Martin,6-4,299,5.22,28.0,28,97,7.57,4.72,MartNi00
Blake Martinez,6-2,237,4.71,28.5,22,113,6.98,4.20,MartBl01
Tyler Marz,6-7,316,5.54,27.5,19,99,8.38,4.97,MarzTy01
Tyler Matakevich,6-0,238,4.81,31.0,22,112,7.19,4.50,MataTy00
Chris Mayes,6-3,338,5.34,23.5,33,104,,5.13,-9999
Alex McCalister,6-6,239,4.80,34.5,,128,7.01,4.00,McCaAl00
Jake McGee,6-5,250,4.83,,17,,,,McGeJa01
Connor McGovern,6-4,306,5.11,33.0,33,109,7.50,4.65,McGoCo00
Mekale McKay,6-4,207,4.55,35.0,12,123,7.08,4.63,McKaMe00
Cassanova McKinzy,6-1,248,4.83,,21,,,,McKiCa01
Braxton Miller,6-1,201,4.50,35.0,17,123,6.65,4.07,MillBr03
Harlan Miller,6-0,182,4.65,35.5,6,118,7.44,4.43,MillHa00
Jalen Mills,6-0,191,4.61,37.0,16,123,6.86,4.00,MillJa02
Malcolm Mitchell,6-0,198,4.45,36.0,15,129,6.94,4.34,MitcMa01
Will Monday,6-4,212,5.10,,,,,,MondWi00
Chris Moore,6-1,206,4.53,37.0,10,130,6.76,4.20,MoorCh00
David Morgan,6-4,262,,,,,,,MorgDa01
Antonio Morrison,6-1,232,4.76,,,,,,MorrAn01
Kyle Murphy,6-6,305,5.19,,23,,,,MurpKy00
Eric Murray,5-11,199,4.49,39.5,15,124,7.08,4.05,MurrEr00
Carl Nassib,6-7,277,4.84,28.5,21,114,7.27,4.37,NassCa00
Keanu Neal,6-0,211,4.62,38.0,17,132,7.09,4.38,NealKe01
Stephane Nembot,6-7,322,5.39,26.5,32,103,8.55,5.15,NembSt01
Giorgio Newberry,6-5,285,4.94,30.0,20,114,7.53,4.78,NewbGi00
Yannick Ngakoue,6-2,252,4.75,34.5,26,118,7.35,4.50,NgakYa00
Dadi Nicolas,6-3,235,4.74,41.0,14,116,7.04,4.38,NicoDa00
Robert Nkemdiche,6-3,294,4.87,35.0,28,116,,,NkemRo00
Jared Norris,6-1,241,4.80,29.5,19,114,,4.52,NorrJa00
Marquez North,6-2,223,4.48,35.0,17,123,6.90,4.13,-9999
Nick O'Toole,6-3,219,5.05,,,,,,OTooNi00
Shawn Oakman,6-8,287,4.96,32.0,23,123,7.53,4.56,OakmSh00
Jaden Oberkrom,6-2,186,4.96,,,,,,OberJa00
Victor Ochi,6-1,246,4.86,32.0,,119,7.24,4.40,OchiVi00
Rees Odhiambo,6-4,314,5.17,,23,,,,OdhiRe00
Emmanuel Ogbah,6-4,273,4.63,35.5,20,121,7.26,4.50,OgbaEm00
Romeo Okwara,6-5,265,4.90,33.0,23,120,7.38,4.53,OkwaRo01
Drew Ott,6-4,273,4.88,,,,,,OttxDr00
Montese Overton,6-2,223,4.61,34.0,18,123,7.15,4.47,OverMo00
Gionni Paul,5-10,231,5.05,31.0,22,113,,,PaulGi00
Jordan Payton,6-1,207,4.47,34.5,,121,7.08,4.33,PaytJo00
Charone Peake,6-2,209,4.45,35.5,12,122,6.96,4.46,PeakCh00
Paul Perkins,5-10,208,4.54,32.0,19,124,,,PerkPa00
Joshua Perry,6-4,254,4.68,33.5,20,124,,,PerrJo01
Kevin Peterson,5-10,181,4.58,35.5,14,121,6.94,4.31,PeteKe01
D.J. Pettway,6-2,265,4.99,28.0,17,108,7.74,4.69,PettD.01
Tyvis Powell,6-3,211,4.46,34.5,15,120,7.03,4.25,PoweTy01
Dak Prescott,6-2,226,4.79,32.5,,116,7.11,4.32,PresDa01
C.J. Prosise,6-0,220,4.48,35.5,,121,,,ProsC.00
Jimmy Pruitt,6-0,198,4.73,32.0,19,117,,,-9999
Reggie Ragland,6-1,247,4.72,31.5,,116,,4.28,RaglRe00
Jalen Ramsey,6-1,209,4.41,41.5,14,135,6.94,4.18,RamsJa00
Sheldon Rankins,6-1,299,5.03,34.5,28,118,7.44,4.59,RankSh00
D.J. Reader,6-3,327,5.33,29.5,30,99,7.90,4.71,ReadD.00
Alex Redmond,6-5,294,5.30,28.0,30,111,7.75,4.90,RedmAl01
Will Redmond,5-11,182,4.45,,,,,,RedmWi00
Jarran Reed,6-3,307,5.21,31.0,,104,7.77,4.75,ReedJa02
Hassan Ridgeway,6-3,303,5.02,32.0,24,113,8.28,4.82,RidgHa00
Dominique Robertson,6-5,324,5.36,28.5,30,100,8.42,4.83,-9999
A'Shawn Robinson,6-4,307,5.20,26.0,22,106,7.80,4.74,RobiAS00
Demarcus Robinson,6-1,203,4.59,34.5,,123,6.77,4.19,RobiDe01
Rashard Robinson,6-1,171,4.49,35.5,,121,,,RobiRa00
Alonzo Russell,6-4,206,4.54,29.5,12,112,7.18,4.33,RussAl01
Keivarae Russell,5-11,192,4.49,,17,,,,RussKe00
Zack Sanchez,5-11,185,4.50,35.5,19,116,,,SancZa00
Beau Sandland,6-4,253,4.74,35.0,23,124,7.10,4.33,SandBe00
Joe Schobert,6-1,244,4.76,33.5,22,111,7.11,4.30,SchoJo00
Rashawn Scott,6-1,199,4.54,32.5,17,116,,,ScotRa01
Isaac Seumalo,6-4,303,5.19,26.0,,105,7.40,4.52,SeumIs00
Kevon Seymour,5-11,186,4.39,35.0,12,124,,4.18,SeymKe00
Hunter Sharp,5-11,198,4.58,32.5,12,116,7.12,4.19,SharHu01
Tajae Sharpe,6-2,194,4.55,33.5,11,114,,,SharTa00
Brandon Shell,6-5,324,5.22,30.5,22,112,,,ShelBr00
Sterling Shepard,5-10,194,4.48,41.0,20,123,7.00,4.35,ShepSt00
Elijah Shumate,6-0,216,4.58,33.0,18,119,,4.51,ShumEl01
Devaunte Sigler,6-3,298,5.15,25.0,23,,7.90,4.97,-9999
Justin Simmons,6-2,202,4.61,40.0,16,126,6.58,3.85,SimmJu00
Leshaun Sims,6-0,203,4.53,37.0,11,120,7.08,4.19,SimsLe00
Matt Skura,6-3,305,5.39,24.0,27,103,7.89,4.76,SkurMa01
Pearce Slater,6-7,329,5.42,23.0,17,92,8.36,5.12,SlatPe01
Wendell Smallwood,5-10,208,4.47,33.5,14,120,6.83,4.28,SmalWe00
Jaylon Smith,6-2,223,4.67,,,,,,SmitJa05
Ryan Smith,5-11,189,4.47,36.0,18,122,6.88,4.09,SmitRy00
Terrance Smith,6-3,235,4.77,34.5,19,120,,,SmitTe04
Noah Spence,6-2,251,4.80,35.0,25,121,7.21,4.35,SpenNo00
Jason Spriggs,6-6,301,4.94,31.5,31,115,7.70,4.44,SpriJa00
Nelson Spruce,6-1,206,4.69,35.0,12,114,7.09,4.20,SpruNe01
A.J. Stamps,5-11,193,4.79,33.0,15,115,7.17,4.25,StamA.00
Ronnie Stanley,6-6,312,5.20,28.5,,,8.03,4.90,StanRo00
Joel Stave,6-5,236,4.80,33.5,,115,7.29,4.33,StavJo01
Eric Striker,5-11,227,4.80,30.0,23,116,7.30,4.46,StriEr00
Nate Sudfeld,6-6,234,5.02,29.0,,105,,,SudfNa00
Charles Tapper,6-3,271,4.59,34.0,23,119,,,TappCh00
Kelvin Taylor,5-10,207,4.60,32.0,15,113,,,TaylKe01
John Theus,6-6,313,5.22,28.0,,103,7.90,4.78,TheuJo00
Lawrence Thomas,6-3,286,4.98,35.0,,113,,,ThomLa04
Michael Thomas,6-3,212,4.57,35.0,18,126,6.80,4.13,ThomMi05
Darian Thompson,6-2,208,4.69,32.5,12,118,7.26,4.33,ThomDa05
Ron Thompson,6-3,253,4.92,,18,,7.46,4.50,ThomRo06
Shadrach Thornton,6-0,217,4.75,31.0,12,116,6.85,4.21,-9999
Joe Thuney,6-5,304,4.95,28.5,28,110,7.47,4.54,ThunJo00
Cole Toner,6-5,306,5.32,26.0,22,103,7.88,4.59,ToneCo00
Laquon Treadwell,6-2,221,4.52,33.0,12,117,,,TreaLa00
Sebastian Tretola,6-4,314,5.45,23.5,22,90,7.94,5.02,TretSe00
Max Tuerk,6-5,298,5.12,,22,,,,TuerMa00
Laremy Tunsil,6-5,310,5.23,,,,,,TunsLa00
Landon Turner,6-4,330,5.58,19.0,30,88,,,TurnLa00
Soma Vainuku,5-11,246,4.68,32.0,26,108,,,VainSo01
Halapoulivaati Vaitai,6-6,320,5.26,29.0,23,113,8.26,5.00,VaitHa00
Vincent Valentine,6-4,329,5.19,29.0,17,110,8.03,4.59,ValeVi00
Nick Vannett,6-6,257,4.76,30.5,17,111,7.05,4.20,VannNi00
Nick Vigil,6-2,239,4.72,31.5,,115,6.73,4.00,VigiNi00
Dan Vitale,6-1,239,4.60,38.5,30,123,7.12,4.12,VitaDa00
Jihad Ward,6-5,297,5.11,25.0,20,111,7.38,4.63,WardJi02
Adolphus Washington,6-3,301,5.17,27.0,21,99,8.06,4.79,WashAd00
Deandre Washington,5-8,204,4.49,34.5,24,116,7.03,4.20,WashDe00
Stephen Weatherly,6-4,267,4.61,31.0,23,117,,,WeatSt00
Carson Wentz,6-5,237,4.77,30.5,,118,6.86,4.15,WentCa00
Christian Westerman,6-3,298,5.12,,34,98,7.69,4.71,WestCh02
D.J. White,5-11,193,4.49,33.0,17,132,7.18,4.33,WhitD.00
Cody Whitehair,6-4,301,5.02,25.5,16,110,7.32,4.58,WhitCo03
Brandon Wilds,6-1,220,4.54,36.5,21,118,7.08,4.33,WildBr01
Brandon Williams,5-11,197,4.37,30.5,18,118,6.85,4.19,WillBr07
Bryce Williams,6-6,257,4.94,29.5,19,111,7.19,4.53,WillBr08
Duke Williams,6-2,229,4.72,30.0,14,121,7.43,4.47,WillDh00
Jonathan Williams,5-11,220,4.56,,16,,,,WillJo07
De'Runnya Wilson,6-5,224,4.85,28.0,,113,,,WilsDe00
Josh Woodrum,6-3,231,4.80,31.0,,116,6.74,4.31,WoodJo01
Antwaun Woods,6-0,318,5.18,,,,,,WoodAn02
Daryl Worley,6-1,204,4.64,35.5,14,123,6.98,4.15,WorlDa00
Connor Wujciak,6-2,291,4.91,34.5,22,117,7.32,4.27,WujcCo00
Avery Young,6-5,328,5.39,,,,8.22,4.91,YounAv01
Tavon Young,5-9,183,4.46,34.5,9,118,6.80,3.93,YounTa01
Anthony Zettel,6-4,277,4.81,30.5,28,109,7.63,4.39,ZettAn00
