Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Charles Cross,6-5,307,4.95,26.0,,112,7.88,4.61,CrosCh00
Nick Cross,6-0,212,4.34,37.0,,130,,,CrosNi00
Dustin Crum,6-1,210,4.75,32.5,,120,,4.36,CrumDu00
Myron Cunningham,6-5,320,5.38,20.0,,98,8.50,5.16,CunnMy00
DJ Davidson,6-3,327,,28.0,23,,7.85,4.72,DaviDJ00
Jordan Davis,6-6,341,4.78,32.0,,123,,,DaviJo03
Kalia Davis,6-1,302,,,,,,,DaviKa01
Tyrion Davis-Price,6-0,211,4.48,30.0,,117,,,DaviTy03
Nakobe Dean,5-11,229,,,,,,,DeanNa00
Dawson Deaton,6-6,306,5.12,29.0,24,108,7.52,4.49,DeatDa00
Austin Deculus,6-5,321,5.08,28.5,,109,,4.99,DecuAu00
Cameron Dicker,6-1,220,,,,,,,DickCa00
Kellen Diesch,6-7,301,4.89,32.5,,110,7.77,4.43,DiesKe00
Dai'Jean Dixon,6-3,205,4.62,34.0,,125,7.28,4.42,-9999
JoJo Domann,6-1,228,4.62,34.5,,119,,,DomaJo00
Jahan Dotson,5-11,178,4.43,36.0,,121,7.28,,DotsJa00
Romeo Doubs,6-2,201,,,,,,,DoubRo00
Dontario Drummond,6-1,215,4.65,34.0,,122,,,DrumDo00
Greg Dulcich,6-4,243,4.69,34.0,16,122,7.05,4.37,DulcGr00
William Dunkle,6-5,328,5.44,26.0,25,95,7.97,4.91,DunkWi00
Cobie Durant,5-10,180,4.38,,,,,,DuraDe01
Jerrion Ealy,5-8,189,4.52,34.5,,128,,,EalyJe00
Arnold Ebiketie,6-2,250,,38.0,21,128,,,EbikAr00
Trestan Ebner,5-11,206,4.43,30.0,,,,,EbneTr00
Ikem Ekwonu,6-4,310,4.93,29.0,,108,7.82,4.73,EkwoIk00
Kaiir Elam,6-2,191,4.39,,,,,,ElamKa00
Kaleb Eleby,6-1,208,,25.5,,111,7.57,,ElebKa00
Noah Elliss,6-4,346,5.66,,,,,,-9999
Martin Emerson,6-2,201,4.53,,,,,,EmerMa00
Kingsley Enagbare,6-4,258,4.87,36.5,,117,,,EnagKi00
Akayleb Evans,6-2,197,4.46,36.0,,129,,,EvanAk00
Obinna Eze,6-7,321,5.17,27.5,18,104,8.20,5.08,EzexOb00
Joshua Ezeudu,6-4,308,5.19,28.5,,105,7.83,4.56,EzeuJo00
Erik Ezukanma,6-2,209,,36.5,,126,,4.38,EzukEr00
Daniel Faalele,6-8,384,,,24,,,,FaalDa00
Neil Farrell,6-4,330,5.41,21.5,,,8.41,,FarrNe00
Jake Ferguson,6-5,250,4.81,31.5,15,118,7.03,4.48,FergJa00
DaMarcus Fields,6-0,193,4.48,34.5,,,,,FielDa02
Cordale Flott,6-1,175,,,,,,,FlotCo00
Jerome Ford,5-11,210,4.46,31.0,,118,,,FordJe00
Jonathan Ford,6-5,333,,29.0,,102,,,FordJo00
Luke Fortner,6-4,307,5.21,24.0,,102,7.75,4.95,FortLu01
Ty Fryfogle,6-1,204,4.53,39.0,,127,,,FryfTy00
Ahmad Gardner,6-3,190,4.41,,,,,,GardSa00
Haskell Garrett,6-2,300,5.07,24.0,,,,,GarrHa00
Jeremiah Gemmel,6-1,226,,,,,,,GemmJe00
Trenton Gill,6-4,220,,,,,,,GillTr01
Luke Goedeke,6-5,312,,,26,,,,GoedLu00
Mario Goodrich,6-0,176,4.52,,,,,,GoodMa02
Tyler Goodson,5-9,197,4.42,36.5,,123,,,GoodTy00
Kyler Gordon,6-0,194,4.52,,,,,,GordKy00
Isaiah Graham-Mobley,6-1,230,4.63,34.5,,124,,,GrahIs00
Danny Gray,6-0,186,4.33,34.0,,126,,,GrayDa02
Vincent Gray,6-2,192,4.54,,,,,,GrayVi00
Kenyon Green,6-4,323,5.24,26.0,20,102,,5.12,GreeKe03
Jeffrey Gunter,6-4,258,4.70,35.5,,122,7.21,4.35,GuntJe01
Breece Hall,5-11,217,4.39,40.0,,126,,,HallBr03
Jeremiah Hall,6-2,239,4.96,29.0,19,111,7.43,4.62,HallJe00
Logan Hall,6-6,283,4.88,30.0,,,7.25,4.44,HallLo00
Kyle Hamilton,6-4,220,4.59,38.0,,131,6.90,4.32,HamiKy00
Jake Hansen,6-1,238,,,21,,,,HansJa02
Aaron Hansford,6-2,239,,,24,,,,HansAa00
Christian Harris,6-1,226,4.44,34.5,,132,,,HarrCh06
Kevin Harris,5-10,221,,38.5,21,126,,,HarrKe01
Kolby Harvell-Peel,6-0,213,,,21,,,,HarvKo00
Hassan Haskins,6-2,228,,,27,,,,HaskHa00
Blake Hayes,6-4,226,,,,,,,HayeBl00
Marquis Hayes,6-5,318,5.30,23.5,,102,,,HayeMa00
Peyton Hendershot,6-4,250,4.80,32.5,,117,,4.25,HendPe01
Connor Heyward,5-11,233,4.72,32.5,,,,,HeywCo00
Daxton Hill,6-0,191,4.38,33.5,,121,6.57,4.06,HillDa04
Chasen Hines,6-3,327,5.22,30.5,,108,,,HineCh00
Christopher Hinton,6-4,305,5.28,31.5,,106,,,HintCh01
Curtis Hodges,6-8,257,4.85,34.5,,117,7.14,4.28,HodgCu00
Sam Howell,6-1,218,,,,,,,HoweSa00
Aidan Hutchinson,6-7,260,4.74,36.0,,117,6.73,4.15,HutcAi00
Jermaine Johnson II,6-5,254,4.58,32.0,,125,,,JohnJe07
Johnny Johnson III,6-0,197,4.60,32.0,,121,7.21,4.54,JohnJo12
Verone McKinley III,5-10,198,,35.0,16,120,,,McKiVe00
Ed Ingram,6-3,307,5.02,20.5,,102,7.81,4.76,IngrEd00
Keaontay Ingram,6-0,221,4.53,34.5,,122,,,IngrKe01
D'Marco Jackson,6-1,233,4.55,33.0,,125,,,JackDM00
Drake Jackson,6-3,254,,36.5,,127,,,JackDr01
Jordan Jackson,6-5,294,,,,,,,JackJo06
Joshua Jobe,6-0,182,,,,,,,JobeJo00
Josh Johnson,5-11,183,,,14,,,,JohnJo13
Tyree Johnson,6-3,248,,,21,,,,JohnTy04
Zion Johnson,6-3,312,5.18,32.0,32,112,7.38,4.46,JohnZi00
Braxton Jones,6-5,310,4.97,25.5,,108,,4.84,JoneBr08
Jack Jones,5-11,171,4.51,,,,,,JoneJa10
Marcus Jones,5-8,174,,,,,,,JoneMa06
Travis Jones,6-4,325,4.92,28.5,,110,7.33,4.58,JoneTr00
Velus Jones,6-0,204,4.31,33.0,,121,,,JoneVe00
Kerby Joseph,6-1,203,,38.5,18,123,,,JoseKe03
Kevin Austin Jr.,6-2,200,4.43,39.0,,132,6.71,4.15,AustKe00
Reggie Roberson Jr.,5-11,192,,29.0,,114,,,RobeRe00
Cameron Jurgens,6-3,303,4.92,,25,,,,JurgCa01
George Karlaftis,6-4,266,,38.0,21,121,,4.36,KarlGe00
Cole Kelley,6-7,249,,,,,,,-9999
Derion Kendrick,6-0,194,,,,,,,KendDe00
D'Eriq King,5-9,196,,,,,,,KingDE02
Darian Kinnard,6-5,322,5.31,25.0,,99,8.11,4.96,KinnDa00
Zonovan Knight,5-11,209,4.58,31.0,,114,,,KnigZo00
Charlie Kolar,6-7,252,,,,,,,KolaCh00
Quentin Lake,6-1,201,4.59,,,,,,LakeQu00
Nate Landman,6-3,238,4.86,36.5,,119,,,LandNa00
DeMarvin Leal,6-4,283,5.00,27.5,,106,,4.49,LealDe00
Isaiah Likely,6-5,245,,36.0,,,,4.57,LikeIs00
Tyler Linderbaum,6-2,296,,,,,,,LindTy00
Alec Lindstrom,6-3,296,5.18,29.0,25,111,7.50,4.66,LindAl00
Devin Lloyd,6-3,237,4.66,35.0,25,126,,,LloyDe00
Drake London,6-4,219,,,,,,,LondDr00
Vederian Lowe,6-5,314,5.22,25.5,,99,7.83,4.71,LoweVe00
Abraham Lucas,6-6,315,4.92,27.0,24,107,7.25,4.40,LucaAb00
Chase Lucas,5-11,180,4.48,39.0,,128,,,LucaCh01
Jesse Luketa,6-3,253,4.89,37.5,,114,,,LukeJe00
Boye Mafe,6-4,261,4.53,38.0,,125,,,MafeBo00
DeAngelo Malone,6-3,243,,,23,,,,MaloDe00
Damarri Mathis,5-11,196,4.39,,,,,,MathDa00
Phidarian Mathis,6-4,310,,23.5,,109,,4.91,MathPh00
Cade Mays,6-5,311,5.24,26.0,,102,7.57,4.71,MaysCa00
Trey McBride,6-4,246,,33.0,18,117,,,McBrTr01
Marquan McCall,6-3,342,,,,,,,McCaMa03
Zakoby McClain,5-11,228,4.69,33.0,,117,,,McClZa00
Zyon McCollum,6-2,199,4.33,39.5,,132,6.48,3.94,McCoZy02
Sincere McCormick,5-9,205,4.60,33.5,,116,,,McCoSi00
Roger McCreary,5-11,190,4.50,,,,,,McCrRo01
Trent McDuffie,5-11,193,4.44,,,,,,McDuTr00
Micah McFadden,6-1,240,,,21,,,,McFaMi01
Marcus McKethan,6-7,340,5.31,27.5,27,110,7.81,4.99,McKeMa01
Bo Melton,5-11,189,4.34,38.0,,121,6.98,,MeltBo00
John Metchie,5-11,187,,,,,,,MetcJo00
James Mitchell,6-4,249,,,,,,,MitcJa00
Max Mitchell,6-6,307,5.32,25.0,,106,8.09,4.65,MitcMa02
Smoke Monday,6-2,207,4.52,,,124,7.00,,MondSm00
Jeremiah Moon,6-5,249,4.76,40.5,,133,7.09,4.55,MoonJe00
Skyy Moore,5-10,195,4.41,34.5,,125,7.13,4.32,MoorSk01
Chad Muma,6-3,239,4.63,40.0,27,129,7.06,4.28,MumaCh00
Thayer Munford,6-6,328,5.39,22.0,,104,,,MunfTh00
Jalen Nailor,5-11,186,4.50,38.0,,128,7.03,4.28,NailJa00
Evan Neal,6-8,337,,,,,,,NealEv00
Leon O'Neal,6-1,204,,35.0,15,125,6.89,,ONeaLe01
Otito Ogbonnia,6-4,324,,,29,,,,OgboOt00
David Ojabo,6-4,250,4.55,35.0,,122,,4.45,OjabDa00
Chigoziem Okonkwo,6-3,238,4.52,35.5,,,,,OkonCh00
Chris Olave,6-0,187,4.39,32.0,,124,,,OlavCh00
Esezi Otomewo,6-5,282,,,,,,,OtomEs00
Cade Otton,6-5,247,,,,,,,OttoCa00
Isiah Pacheco,5-10,216,4.37,33.0,,118,,,PachIs00
Dylan Parham,6-3,311,4.93,26.5,,108,7.78,4.70,ParhDy00
Joshua Paschal,6-3,268,4.77,37.5,,123,,,PascJo00
Chris Paul,6-4,323,4.89,27.0,,109,7.74,4.83,PaulCh00
Jayden Peevy,6-5,308,5.30,27.0,,100,,,PeevJa00
Trevor Penning,6-7,325,4.89,28.0,,111,7.25,4.62,PennTr00
EJ Perry,6-2,211,4.65,34.5,,123,6.85,4.18,-9999
Nicholas Petit-Frere,6-5,316,5.14,24.5,,103,,,PetiNi00
Kyle Philips,5-11,189,4.58,33.5,,124,,,PhilKy01
George Pickens,6-3,195,4.47,33.0,,125,,,PickGe00
Kenny Pickett,6-3,217,4.73,33.5,,121,,4.29,PickKe00
Alec Pierce,6-3,211,4.41,40.5,,129,7.13,4.28,PierAl00
Dameon Pierce,5-10,218,4.59,34.5,21,119,,,PierDa01
Jalen Pitre,5-11,198,,35.0,16,,6.74,4.18,PitrJa00
Makai Polk,6-3,195,4.59,31.0,,119,,4.36,PolkMa00
D'vonte Price,6-1,210,4.38,34.0,,119,,,PricDV00
Brock Purdy,6-1,212,4.84,27.0,,,7.21,4.45,PurdBr00
Teagan Quitoriano,6-6,258,,,22,,,,QuitTe00
Bernhard Raimann,6-6,303,5.05,30.5,30,117,7.46,4.49,RaimBe00
Charleston Rambo,6-1,177,4.57,33.5,,118,,,RambCh00
LaBryan Ray,6-4,283,,,,,,,RayxLa02
Sean Rhyan,6-5,321,5.25,33.5,,110,7.55,4.81,RhyaSe00
Desmond Ridder,6-3,211,4.52,36.0,,127,7.15,4.29,RiddDe00
John Ridgeway,6-5,321,5.30,,,101,,4.73,RidgJo00
Ronnie Rivers,5-8,195,4.60,36.5,,119,,,RiveRo01
Brian Robinson,6-2,225,4.53,30.0,,119,,,RobiBr01
Dominique Robinson,6-5,253,4.72,41.0,25,121,,,RobiDo00
Tyrese Robinson,6-3,317,5.25,22.5,,100,8.35,4.94,RobiTy01
Wan'Dale Robinson,5-8,178,4.44,34.5,,118,,,RobiWa01
Malcolm Rodriguez,5-11,232,4.52,39.5,,120,,,RodrMa00
Mike Rose,6-4,245,,34.0,,121,,,RoseMi00
Dare Rosenthal,6-7,290,4.88,,,,,,RoseDa00
Josh Ross,6-0,227,4.79,31.0,,109,,,RossJo02
Justyn Ross,6-4,205,,,11,,,,RossJu00
Jeremy Ruckert,6-5,250,,,19,,,,RuckJe00
Andrew Rupcich,6-6,318,5.31,27.5,,108,,,-9999
Jamaree Salyer,6-3,321,,,31,,,,SalyJa00
Jack Sanborn,6-2,234,4.73,34.5,20,114,,,SanbJa00
Braylon Sanders,6-0,194,4.48,34.5,,121,,,SandBr00
Myjai Sanders,6-5,228,4.67,33.0,,120,,4.37,SandMy00
Nephi Sewell,6-0,226,4.67,32.0,,120,7.01,4.33,SeweNe00
Justin Shaffer,6-4,314,5.14,25.5,,107,,,ShafJu00
Khalil Shakir,6-0,196,4.43,34.5,,124,7.28,4.21,ShakKh00
Abram Smith,6-0,213,,,,,,,SmitAb00
Brandon Smith,6-4,250,4.52,37.5,,128,,,SmitBr08
Lecitus Smith,6-3,314,5.18,,23,99,7.88,4.78,SmitLe01
Tyler Smith,6-5,324,5.02,27.5,,105,7.78,4.65,SmitTy02
Tyreke Smith,6-3,254,4.86,34.0,,117,,,SmitTy03
Baylon Spector,6-0,233,4.60,36.0,,122,,,SpecBa00
Isaiah Spiller,6-0,217,,30.0,,114,,,SpilIs00
Chris Steele,6-0,187,4.48,37.5,,126,,,SteeCh00
Derek Stingley,6-0,190,,,,,,,StinDe00
Jordan Stout,6-3,209,4.65,,,,,,StouJo00
Cole Strange,6-5,307,5.03,28.0,31,120,7.44,4.50,StraCo01
Carson Strong,6-3,226,,,,,,,StroCa00
Pierre Strong,5-11,207,4.37,36.0,,124,,,StroPi00
Andrew Stueber,6-7,325,,24.5,,101,7.94,4.90,StueAn00
Myron Tagovailoa-Amosa,6-2,270,4.81,29.0,,115,,,TagoMy02
Alontae Taylor,6-0,199,4.36,34.5,,128,,,TaylAl01
Cam Taylor-Britt,5-11,196,4.38,,,,,,TaylCa01
Isaac Taylor-Stuart,6-2,201,4.42,,,123,,,TaylIs00
Luke Tenuta,6-8,319,5.41,26.0,,104,,4.77,TenuLu00
Kayvon Thibodeaux,6-4,254,4.58,,27,,,,ThibKa00
Zach Thomas,6-5,308,4.96,22.5,21,107,7.40,4.65,-9999
Cameron Thomas,6-4,267,,,24,,,,ThomCa03
Isaiah Thomas,6-5,266,4.70,31.5,,117,,,ThomIs01
Juanyeh Thomas,6-1,212,4.55,34.0,17,122,,,ThomJu03
Josh Thompson,6-0,194,4.40,,,,,,ThomJo07
Skylar Thompson,6-2,217,4.91,31.0,,112,7.00,4.28,ThomSk00
Tyquan Thornton,6-2,181,4.28,36.5,,130,,,ThorTy00
Channing Tindall,6-2,230,4.47,42.0,,129,,,TindCh00
Jalen Tolbert,6-1,194,4.49,36.0,,123,7.08,,TolbJa00
Zach Tom,6-4,304,4.94,33.0,,118,7.32,4.47,TomxZa00
Cole Turner,6-6,246,4.76,27.0,17,120,7.06,4.41,TurnCo00
Tré Turner,6-1,184,4.51,27.0,,113,7.45,4.53,TurnTr02
Delarrin Turner-Yell,5-10,197,4.47,,,122,,,TurnDe02
Eyioma Uwazurike,6-6,316,,33.0,,107,,,UwazEy00
CJ Verdell,5-8,194,,29.5,,118,,,VerdCJ00
Cordell Volson,6-6,315,5.27,25.0,25,104,8.31,4.93,VolsCo02
Matt Waletzko,6-8,312,5.03,30.0,,113,,,WaleMa00
Kenneth Walker,5-9,211,4.38,34.0,,122,,,WalkKe00
Quay Walker,6-4,241,4.52,32.0,,122,,,WalkQu00
Rasheed Walker,6-6,313,,,,,,,WalkRa00
Travon Walker,6-5,272,4.51,35.5,,123,6.89,4.32,WalkTr03
Jermaine Waller,6-0,180,4.68,,,,,,WallJe00
Jaylen Warren,5-8,204,4.55,31.5,,119,,,WarrJa01
Christian Watson,6-4,208,4.36,38.5,,136,,,WatsCh00
Jaylen Watson,6-2,197,4.51,,18,,,,WatsJa02
Luke Wattenberg,6-4,299,5.20,29.5,,113,7.45,4.57,WattLu00
Sam Webb,6-1,202,4.48,,14,,,,-9999
Dohnovan West,6-3,296,5.27,28.0,,112,,,WestDo01
Isaiah Weston,6-4,214,4.42,40.0,20,135,,,-9999
Rachaad White,6-0,214,4.48,38.0,,125,,,WhitRa01
ZaQuandre White,6-0,206,,,,,,,WhitZa00
Zamir White,6-0,214,4.40,33.5,,128,,,WhitZa01
Tre Williams,6-4,253,5.08,26.5,,104,7.20,4.24,-9999
Damarion Williams,5-10,182,,34.5,17,118,,,WillDa15
Devon Williams,6-5,210,4.65,33.0,,133,,,WillDe09
Jameson Williams,6-2,179,,,,,,,WillJa11
Joshua Williams,6-3,195,4.53,36.0,,124,,,WillJo03
Kyren Williams,5-9,194,4.65,32.0,,116,,,WillKy02
Sam Williams,6-4,261,4.46,32.5,,123,,,WillSa00
Malik Willis,6-1,219,,,,,,,WillMa12
Garrett Wilson,6-0,183,4.38,36.0,,123,,4.36,WilsGa00
Perrion Winfrey,6-4,290,4.89,,,,,,WinfPe00
Jelani Woods,6-7,259,4.61,,24,,,,WoodJe01
JT Woods,6-2,195,4.36,39.5,,128,,,WoodJT00
Mike Woods,6-1,204,4.55,34.5,,125,,,WoodMi00
Tariq Woolen,6-4,205,4.26,42.0,,,,,WoolTa00
Alex Wright,6-5,271,,,15,,,,WrigAl01
Mykael Wright,5-11,173,4.57,,,,,,WrigMy00
Devonte Wyatt,6-3,304,4.77,29.0,,111,,,WyatDe00
Jalen Wydermyer,6-4,255,,,,,,,WydeJa00
Cade York,6-1,206,,,12,,,,YorkCa00
Nick Zakelj,6-6,316,5.13,28.5,27,110,7.75,4.71,ZakeNi00
Bailey Zappe,6-1,215,4.88,30.0,,109,7.19,4.40,ZappBa00
