Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional
Trystan Slinker,5-10,234,4.84,30.5,20,119,7.59,4.63,-9999
Shaq Smith,6-2,237,4.79,30.0,22,110,7.34,4.30,-9999
D'Ante Smith,6-5,305,5.29,29.0,24,113,7.96,4.81,-9999
DAnte Smith,6-5,305,5.29,29.0,24,113,7.96,4.81,-9999
Brandon Smith,6-1,218,4.62,39.5,,130,,,SmitBr07
Elerson Smith,,,4.71,41.5,26,127,7.00,4.39,SmitEl00
Jordan Smith,6-5,264,4.80,33.0,16,117,,,SmitJo03
Zach Smith,6-3,222,5.23,29.5,,111,7.26,4.52,SmitZa01
Ihmir Smith-Marsette,6-0,181,4.43,37.0,,124,7.00,4.20,SmitIh00
Benjamin St-Juste,6-3,202,4.51,34.5,11,119,6.63,3.96,StJuBe00
Caden Sterns,5-11,202,4.41,42.0,14,128,6.96,4.13,SterCa00
Jacoby Stevens,6-1,212,4.63,42.0,,130,,,StevJa00
Marquez Stevenson,5-10,180,4.48,33.0,,122,6.76,4.14,StevMa00
Rhamondre Stevenson,5-11,231,4.64,31.5,15,112,7.09,4.15,StevRh00
Brad Stewart,6-0,195,4.59,33.5,11,126,,4.44,StewBr01
Darius Stills,6-0,278,4.98,32.5,23,110,7.18,4.49,StilDa00
Donovan Stiner,6-1,205,4.56,34.5,15,127,7.08,4.30,-9999
Eric Stokes,6-0,194,4.31,38.5,14,128,6.96,4.36,StokEr00
Mason Stokke,6-2,242,4.96,30.5,22,112,7.20,4.34,-9999
Jack Stoll,6-3,247,4.60,31.5,16,119,6.86,4.32,StolJa00
Dillon Stoner,6-0,194,4.51,37.0,16,123,6.96,4.13,StonDi00
Eli Stove,5-11,194,4.54,30.5,14,119,7.34,4.40,StovEl00
Corey Straughter,5-10,184,4.62,35.0,11,117,7.37,4.58,-9999
Elijah Sullivan,6-0,214,4.69,,13,115,7.12,4.31,-9999
Chazz Surratt,6-2,229,4.58,31.0,25,,7.02,4.16,SurrCh00
Sage Surratt,6-2,209,4.66,,18,,,4.25,SurrSa00
Patrick Surtain,6-2,208,4.42,39.0,18,131,,,SurtPa01
Jovan Swann,6-2,291,4.90,30.5,34,109,7.74,4.75,-9999
Tim Tanner-Blair,6-3,288,5.59,21.0,32,93,8.06,4.95,-9999
Keith Taylor,6-2,187,4.54,33.5,12,127,6.85,4.26,TaylKe03
Tamorrion Terry,6-2,207,4.44,32.5,15,126,7.00,4.53,TerrTa00
Kiondre Thomas,5-11,186,4.44,37.5,10,122,6.94,4.35,-9999
Ambry Thomas,5-11,191,4.37,38.0,15,122,,,ThomAm00
Zac Thomas,6-0,205,4.59,30.0,,115,7.06,4.28,ThomZa03
Tyree Thompson,6-1,229,5.00,31.0,18,109,7.87,4.96,ThomTy02
Kevin Thomson,6-0,198,4.75,35.5,21,126,6.98,4.23,ThomKe05
Tommy Togiai,6-1,296,4.97,32.0,40,105,7.20,4.49,TogiTo00
Jet Toner,6-2,204,,,,,,,-9999
Kadarius Toney,5-11,193,4.39,39.5,9,136,6.88,4.25,ToneKa00
Shaka Toney,6-2,242,4.51,39.0,24,128,6.95,4.28,ToneSh00
Khyiris Tonga,,,,,35,,,,TongKh00
Kyle Trask,6-5,236,5.10,31.5,,113,7.08,4.60,TrasKy00
Tommy Tremble,6-3,241,4.60,36.5,20,122,,,TremTo00
Harry Trotter,5-8,207,4.63,32.5,22,112,,,-9999
Joe Tryon,6-5,259,4.69,35.0,22,116,7.18,4.36,TryoJo00
Israel Tucker,5-7,194,4.60,38.5,20,123,7.25,4.52,-9999
Carl Tucker,,,,,,,,,TuckCa01
Ethan Tucky,6-1,231,4.62,31.5,21,115,7.08,4.30,-9999
Jay Tufele,6-2,305,5.00,30.0,30,105,7.80,4.88,TufeJa00
Syrus Tuitele,6-5,311,5.21,26.0,36,94,8.25,4.89,TuitSy00
Payton Turner,6-5,268,,35.5,23,,6.98,4.33,TurnPa02
Christian Tutt,5-10,180,4.73,29.5,,110,7.22,4.25,-9999
Jaylen Twyman,6-1,301,5.40,32.5,40,104,8.00,,TwymJa00
Evan Tyler,6-1,199,4.58,33.0,13,117,7.14,4.32,-9999
Tyler Vaughns,6-1,190,4.62,31.5,7,120,7.13,4.36,VaugTy00
Alijah Vera-Tucker,6-4,308,5.05,32.0,36,106,7.67,4.70,VeraAl00
Gunnar Vogel,6-6,306,5.47,26.0,23,105,7.67,4.92,-9999
Lamont Wade,5-9,190,4.47,35.5,16,118,7.14,4.34,WadeLa00
Shaun Wade,6-0,196,,,,,,,WadeSh00
Tre Walker,5-10,178,4.58,28.0,,113,7.75,4.47,WalkTr02
Tylan Wallace,5-11,194,4.48,33.0,11,112,6.97,4.25,WallTy00
Garret Wallow,,,4.65,32.5,22,122,6.87,4.12,WallGa00
Ar'Darius Washington,5-7,178,4.61,37.5,17,127,7.06,4.10,WashAr00
Jamar Watson,6-1,241,4.78,30.0,19,,7.31,4.58,WatsJa01
Rashad Weaver,6-4,259,4.88,32.0,20,114,6.97,4.26,WeavRa00
Mark Webb,6-1,207,4.61,36.5,,136,7.30,4.52,WebbMa01
Connor Wedington,6-0,196,4.47,38.5,13,117,6.66,4.07,-9999
Coby Weiss,5-8,155,,,,,,,-9999
Pro Wells,,,,,,,,,WellPr00
Pete Werner,6-2,238,4.58,39.5,20,122,6.95,4.38,WernPe00
Devon Wharton,6-2,215,5.10,30.5,4,115,8.12,4.70,-9999
Jarell White,5-8,202,4.58,35.0,22,125,7.21,4.35,-9999
Brendon White,6-1,215,4.66,34.5,19,112,6.82,4.33,-9999
Brady White,6-1,210,4.84,29.0,,,6.97,4.33,WhitBr00
Haydon Whitehead,6-2,202,,,,,,,-9999
James Wiggins,5-11,209,4.40,38.0,22,127,,,WiggJa00
Rachad Wildgoose,5-11,197,4.53,36.0,11,120,7.09,4.18,WildRa00
Drew Wiley,6-4,294,5.24,34.0,24,112,7.34,4.45,-9999
Adam Williams,6-4,226,,,,,,,-9999
Carson Williams,6-4,254,4.79,38.0,18,115,,,-9999
Avery Williams,5-8,187,4.43,33.5,19,121,6.88,4.00,WillAv02
Javonte Williams,5-9,212,4.55,36.0,22,123,6.97,4.09,WillJa10
Marlon Williams,5-11,209,4.63,33.5,14,119,,4.57,WillMa11
Milton Williams,6-3,284,4.67,38.5,34,121,6.96,4.33,WillMi08
Pooka Williams,5-9,170,4.46,31.5,4,118,7.03,4.26,WillPo01
Rodarius Williams,5-11,189,4.50,36.5,14,123,6.98,4.15,WillRo07
Seth Williams,6-3,211,4.49,37.0,12,124,7.20,4.43,WillSe00
Trill Williams,6-2,208,,36.0,20,123,,,WillTr07
Marco Wilson,5-11,191,4.37,43.5,26,136,6.80,4.13,WilsMa04
Marvin Wilson,6-3,303,5.12,25.5,23,107,7.64,4.91,WilsMa05
Zach Wilson,6-2,214,,,,,,,WilsZa00
Brock Wright,6-4,257,4.62,31.5,26,118,7.27,4.25,-9999
Nahshon Wright,6-4,183,4.46,31.0,6,126,7.24,4.57,WrigNa00
Kenny Yeboah,6-3,250,,34.0,,116,,,YeboKe00
Devonte Young,5-11,195,4.70,32.0,,118,7.41,4.38,-9999
Landon Young,6-6,310,5.00,30.5,34,108,7.70,4.89,YounLa00
