Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
6,200,NWE,Sam Roberts,DE,24,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,RobeSa00
6,201,ARI,Keaontay Ingram,RB,22,2022,0,0,0,1,1,12,0,0,0,0,0,27,60,1,4,21,0,1,,,IngrKe01
6,202,CLE,Michael Woods II,WR,22,2022,0,0,0,0,0,10,0,0,0,0,0,1,-5,0,5,45,0,1,,,WoodMi00
6,203,CHI,Trestan Ebner,RB,23,2022,0,0,0,0,0,17,0,0,0,0,0,24,54,0,2,8,0,3,,,EbneTr00
6,204,TEN,Theo Jackson,DB,23,2022,0,0,0,1,,11,0,0,0,0,0,0,0,0,0,0,0,4,,,JackTh00
6,205,HOU,Austin Deculus,T,23,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,DecuAu00
6,206,DEN,Matt Henningsen,DE,23,2022,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,8,,1.0,HennMa01
6,207,CHI,Doug Kramer,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,KramDo00
6,208,PIT,Connor Heyward,TE,23,2022,0,0,0,1,1,17,0,0,0,0,0,2,27,0,12,151,1,3,,,HeywCo00
6,209,BUF,Luke Tenuta,OL,23,2022,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,TenuLu00
6,210,NWE,Chasen Hines,G,22,,0,0,0,,,,,,,,,,,,,,,,,,HineCh00
6,211,LAR,Quentin Lake,DB,23,2022,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,,1.0,LakeQu00
6,212,LAR,Derion Kendrick,DB,22,2022,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,36,,,KendDe00
6,213,ATL,John FitzPatrick,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,FitzJo00
6,214,LAC,Ja'Sir Taylor,DB,23,2022,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,13,,,TaylJa04
6,215,ARI,Lecitus Smith,OL,24,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,SmitLe01
6,216,IND,Curtis Brooks,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,BrooCu00
6,217,DET,James Houston,LB,23,2022,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,11,,8.0,HousJa01
6,218,TAM,Ko Kieft,TE,24,2022,0,0,1,1,1,17,0,0,0,0,0,0,0,0,7,80,1,8,,,KiefKo00
6,219,TEN,Chance Campbell,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,CampCh02
6,220,SFO,Kalia Davis,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,DaviKa01
6,221,SFO,Tariq Castro-Fields,CB,23,2022,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,CastTa00
7,222,JAX,Montaric Brown,DB,23,2022,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,4,,,BrowMo00
7,223,CLE,Isaiah Thomas,DE,23,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,4,,1.0,ThomIs01
7,224,MIA,Cameron Goode,OLB,24,,0,0,0,,,,,,,,,,,,,,,,,,GoodCa00
7,225,PIT,Mark Robinson,LB,23,2022,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,,,RobiMa03
7,226,CHI,Ja'Tyre Carter,OL,23,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,CartJa04
7,227,MIN,Nick Muse,TE,23,2022,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,MuseNi00
7,228,GNB,Tariq Carpenter,DB,23,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,,CarpTa00
7,229,SEA,Bo Melton,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,MeltBo00
7,230,WAS,Chris Paul,OL,23,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,PaulCh00
7,231,BUF,Baylon Spector,LB,23,2022,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,6,,,SpecBa00
7,232,DEN,Faion Hicks,CB,24,2022,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,HickFa00
7,233,SEA,Dareke Young,WR,23,2022,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,24,0,6,,,YounDa02
7,234,GNB,Jonathan Ford,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,FordJo00
7,235,LAR,Daniel Hardy,LB,23,2022,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,HardDa01
7,236,LAC,Deane Leonard,DB,22,2022,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,4,,,LeonDe00
7,237,DET,Chase Lucas,DB,25,2022,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,LucaCh01
7,238,LVR,Thayer Munford,OL,22,2022,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,,,,MunfTh00
7,239,IND,Rodney Thomas II,LB,24,2022,0,0,1,4,4,17,0,0,0,0,0,0,0,0,0,0,0,34,4,,ThomRo07
7,240,WAS,Christian Holmes,CB,24,2022,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,8,,,HolmCh00
7,241,PIT,Chris Oladokun,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,OladCh00
7,242,CAR,Kalon Barnes,CB,23,2022,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,BarnKa00
7,243,KAN,Jaylen Watson,DB,23,2022,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,37,1,,WatsJa02
7,244,ARI,Christian Matthew,DB,25,2022,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,12,,,MattCh01
7,245,NWE,Andrew Stueber,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,StueAn00
7,246,CLE,Dawson Deaton,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,DeatDa00
7,247,MIA,Skylar Thompson,QB,25,2022,0,0,0,2,2,7,60,105,534,1,3,14,21,0,0,0,0,,,,ThomSk00
7,248,TAM,Andre Anthony,DE,25,,0,0,0,,,,,,,,,,,,,,,,,,AnthAn00
7,249,GNB,Rasheed Walker,OL,22,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,WalkRa00
7,250,LVR,Brittain Brown,RB,24,2022,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,BrowBr06
7,251,KAN,Isiah Pacheco,RB,23,2022,0,0,1,7,7,17,0,0,0,0,0,170,830,5,13,130,0,2,,,PachIs00
7,252,CIN,Jeff Gunter,OLB,23,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,GuntJe01
7,253,LAR,Russ Yeast,DB,23,2022,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,16,,,YeasRu00
7,254,CHI,Elijah Hicks,S,22,2022,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,15,,,HickEl00
7,255,CHI,Trenton Gill,P,23,2022,0,0,1,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,GillTr01
7,256,ARI,Jesse Luketa,LB,23,2022,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,,,LukeJe00
7,257,ARI,Marquis Hayes,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,HayeMa00
7,258,GNB,Samori Toure,WR,24,2022,0,0,0,1,1,11,0,0,0,0,0,0,0,0,5,82,1,,,,TourSa00
7,259,KAN,Nazeeh Johnson,S,24,2022,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,5,,,JohnNa01
7,260,LAC,Zander Horvath,RB,23,2022,0,0,0,0,0,15,0,0,0,0,0,4,8,0,5,8,2,1,,,HorvZa00
7,261,LAR,AJ Arcuri,OT,25,2022,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,,,,ArcuAJ00
7,262,SFO,Brock Purdy,QB,22,2022,0,0,0,6,6,9,114,170,1374,13,4,22,13,1,0,0,0,,,,PurdBr00
