Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,-9999
3,72,SEA,Abraham Lucas,OL,23,2022,0,0,1,9,9,16,0,0,0,0,0,0,0,0,0,0,0,1,,,LucaAb00
3,73,IND,Jelani Woods,TE,23,2022,0,0,0,2,2,15,0,0,0,0,0,0,0,0,25,312,3,1,,,WoodJe01
3,74,ATL,Desmond Ridder,QB,23,2022,0,0,0,3,3,4,73,115,708,2,0,16,64,0,0,0,0,,,,RiddDe00
3,75,HOU,Christian Harris,LB,21,2022,0,0,1,6,6,12,0,0,0,0,0,0,0,0,0,0,0,46,1,1.0,HarrCh06
3,76,BAL,Travis Jones,DT,22,2022,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,14,,1.0,JoneTr00
3,77,IND,Bernhard Raimann,OL,24,2022,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,,,,RaimBe00
3,78,CLE,Alex Wright,DE,22,2022,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,13,,,WrigAl01
3,79,LAC,JT Woods,S,22,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,,,WoodJT00
3,80,DEN,Greg Dulcich,TE,22,2022,0,0,0,3,3,10,0,0,0,0,0,0,0,0,33,411,2,,,,DulcGr00
3,81,NYG,Cordale Flott,CB,21,2022,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,15,,,FlotCo00
3,82,ATL,DeAngelo Malone,DE,23,2022,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,18,,1.0,MaloDe00
3,83,PHI,Nakobe Dean,LB,21,2022,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,9,,,DeanNa00
3,84,PIT,DeMarvin Leal,DT,22,2022,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,8,,,LealDe00
3,85,NWE,Marcus Jones,CB,23,2022,1,0,0,10,10,15,0,0,0,0,0,0,0,0,4,78,1,34,2,,JoneMa06
3,86,TEN,Malik Willis,QB,23,2022,0,0,0,1,1,8,31,61,276,0,3,27,123,1,0,0,0,1,,,WillMa12
3,87,ARI,Cameron Thomas,DE,22,2022,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,7,,3.0,ThomCa03
3,88,DAL,Jalen Tolbert,WR,23,2022,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,12,0,,,,TolbJa00
3,89,BUF,Terrel Bernard,LB,23,2022,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,11,,,BernTe00
3,90,LVR,Dylan Parham,OL,23,2022,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,1,,,ParhDy00
3,91,TAM,Rachaad White,RB,23,2022,0,0,0,4,4,17,0,0,0,0,0,129,481,1,50,290,2,4,,,WhitRa01
3,92,GNB,Sean Rhyan,OL,23,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,RhyaSe00
3,93,SFO,Tyrion Davis-Price,RB,21,2022,0,0,0,1,1,6,0,0,0,0,0,34,99,0,0,0,0,,,,DaviTy03
3,94,CAR,Matt Corral,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,CorrMa00
3,95,CIN,Zachary Carter,DE,23,2022,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,10,,0.5,CartZa00
3,96,IND,Nick Cross,DB,20,2022,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,11,,,CrosNi00
3,97,DET,Kerby Joseph,DB,21,2022,0,0,1,5,5,17,0,0,0,0,0,0,0,0,0,0,0,55,4,,JoseKe03
3,98,WAS,Brian Robinson Jr.,RB,23,2022,0,0,1,3,3,12,0,0,0,0,0,205,797,2,9,60,1,1,,,RobiBr01
3,99,CLE,David Bell,WR,21,2022,0,0,0,2,2,16,0,0,0,0,0,0,0,0,24,214,0,1,,,BellDa02
3,100,ARI,Myjai Sanders,DE,24,2022,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,17,,3.0,SandMy00
3,101,NYJ,Jeremy Ruckert,TE,22,2022,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,8,0,,,,RuckJe00
3,102,MIA,Channing Tindall,LB,22,2022,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,,,TindCh00
3,103,KAN,Leo Chenal,LB,21,2022,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,19,,1.0,ChenLe00
3,104,LAR,Logan Bruss,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,BrusLo00
3,105,SFO,Danny Gray,WR,23,2022,0,0,0,0,0,13,0,0,0,0,0,1,9,0,1,10,0,,,,GrayDa02
4,106,TAM,Cade Otton,TE,23,2022,0,0,1,3,3,16,0,0,0,0,0,0,0,0,42,391,2,5,,,OttoCa00
4,107,HOU,Dameon Pierce,RB,22,2022,0,0,1,6,6,13,0,0,0,0,0,220,939,4,30,165,1,1,,,PierDa01
4,108,CLE,Perrion Winfrey,DT,22,2022,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,8,,0.5,WinfPe00
4,109,SEA,Coby Bryant,CB,23,2022,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,52,,2.0,BryaCo01
4,110,BAL,Daniel Faalele,T,22,2022,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,FaalDa00
4,111,NYJ,Max Mitchell,T,22,2022,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,,MitcMa02
4,112,NYG,Daniel Bellinger,TE,21,2022,0,0,1,3,3,12,0,0,0,0,0,1,2,1,30,268,2,,,,BellDa00
4,113,WAS,Percy Butler,S,22,2022,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,,ButlPe00
4,114,NYG,Dane Belton,DB,21,2022,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,24,2,,BeltDa00
4,115,DEN,Damarri Mathis,DB,23,2022,0,0,1,4,4,16,0,0,0,0,0,0,0,0,0,0,0,54,,,MathDa00
4,116,DEN,Eyioma Uwazurike,DE,24,2022,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,11,,,UwazEy00
4,117,NYJ,Micheal Clemons,DT,25,2022,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,22,,2.5,ClemMi03
4,118,MIN,Akayleb Evans,DB,23,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,19,,,EvanAk00
4,119,BAL,Jalyn Armour-Davis,DB,23,2022,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,,,ArmoJa00
4,120,CAR,Brandon Smith,LB,21,2022,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,,SmitBr08
4,121,NWE,Jack Jones,DB,24,2022,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,25,2,,JoneJa10
4,122,LVR,Zamir White,RB,22,2022,0,0,0,0,0,14,0,0,0,0,0,17,70,0,0,0,0,,,,WhitZa01
4,123,LAC,Isaiah Spiller,RB,21,2022,0,0,0,0,0,6,0,0,0,0,0,18,41,0,3,13,0,,,,SpilIs00
4,124,CLE,Cade York,K,21,2022,0,0,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,1,,,YorkCa00
4,125,MIA,Erik Ezukanma,WR,22,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,,,,EzukEr00
4,126,LVR,Neil Farrell,DT,23,2022,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,3,,,FarrNe00
4,127,NWE,Pierre Strong,RB,23,2022,0,0,0,1,1,15,0,0,0,0,0,10,100,1,7,42,0,5,,,StroPi00
4,128,BAL,Charlie Kolar,TE,23,2022,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,49,0,,,,KolaCh00
4,129,DAL,Jake Ferguson,TE,23,2022,0,0,0,2,2,16,0,0,0,0,0,0,0,0,19,174,2,1,,,FergJa00
4,130,BAL,Jordan Stout,P,24,2022,0,0,1,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,StouJo00
4,131,TEN,Hassan Haskins,RB,22,2022,0,0,0,1,1,15,0,0,0,0,0,25,93,0,11,57,0,9,,,HaskHa00
4,132,GNB,Romeo Doubs,WR,22,2022,0,0,0,4,4,13,0,0,0,0,0,1,11,0,42,425,3,,,,DoubRo00
4,133,TAM,Jake Camarda,P,23,2022,0,0,1,4,4,17,0,0,0,0,0,0,0,0,0,0,0,5,,,CamaJa00
4,134,SFO,Spencer Burford,OL,23,2022,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,1,,,BurfSp00
4,135,KAN,Joshua Williams,CB,22,2022,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,29,1,,WillJo03
4,136,CIN,Cordell Volson,T,24,2022,0,0,1,9,9,16,0,0,0,0,0,0,0,0,0,0,0,,,,VolsCo02
4,137,NWE,Bailey Zappe,QB,23,2022,0,0,0,2,2,4,65,92,781,5,3,10,0,0,1,-6,0,,,,ZappBa00
4,138,PIT,Calvin Austin,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,AustCa00
4,139,BAL,Isaiah Likely,TE,22,2022,0,0,0,4,4,16,0,0,0,0,0,0,0,0,36,373,3,1,,,LikeIs00
4,140,GNB,Zach Tom,OL,23,2022,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,1,,,TomxZa00
4,141,BAL,Damarion Williams,CB,24,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,15,,,WillDa15
4,142,LAR,Cobie Durant,DB,24,2022,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,15,3,1.0,DuraDe01
4,143,TEN,Chigoziem Okonkwo,TE,22,2022,0,0,0,4,4,17,0,0,0,0,0,3,2,0,32,450,3,5,,,OkonCh00
5,144,WAS,Sam Howell,QB,21,2022,0,0,0,1,1,1,11,19,169,1,1,5,35,1,0,0,0,,,,HoweSa00
5,145,KAN,Darian Kinnard,T,22,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,KinnDa00
5,146,NYG,Micah McFadden,LB,22,2022,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,36,,2.0,McFaMi01
5,147,NYG,D.J. Davidson,DT,24,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,DaviDJ00
5,148,BUF,Khalil Shakir,WR,22,2022,0,0,0,2,2,14,0,0,0,0,0,0,0,0,10,161,1,1,,,ShakKh00
5,149,WAS,Cole Turner,TE,22,2022,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,23,0,,,,TurnCo00
5,150,HOU,Thomas Booker,DE,22,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,11,,0.5,BookTh00
5,151,ATL,Tyler Allgeier,RB,22,2022,0,0,0,8,8,16,0,0,0,0,0,210,1035,3,16,139,1,2,,,AllgTy00
5,152,DEN,Delarrin Turner-Yell,S,22,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,,TurnDe02
5,153,SEA,Tariq Woolen,CB,23,2022,0,1,1,10,10,17,0,0,0,0,0,0,0,0,0,0,0,46,6,,WoolTa00
5,154,JAX,Snoop Conner,RB,22,2022,0,0,0,0,0,8,0,0,0,0,0,12,42,1,0,0,0,1,,,ConnSn00
5,155,DAL,Matt Waletzko,OL,22,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,WaleMa00
5,156,CLE,Jerome Ford,RB,22,2022,0,0,0,0,0,13,0,0,0,0,0,8,12,0,0,0,0,1,,,FordJe00
5,157,TAM,Zyon McCollum,DB,23,2022,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,18,,,McCoZy02
5,158,SEA,Tyreke Smith,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,SmitTy03
5,159,IND,Eric Johnson,DT,24,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,,,JohnEr01
5,160,LAC,Otito Ogbonnia,DT,20,2022,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,13,,,OgboOt00
5,161,NOR,D'Marco Jackson,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,JackDM00
5,162,DEN,Montrell Washington,WR,23,2022,0,0,0,0,0,15,0,0,0,0,0,5,30,0,4,2,0,,,,WashMo00
5,163,TEN,Kyle Philips,WR,23,2022,0,0,0,1,1,4,0,0,0,0,0,0,0,0,8,78,0,,,,PhilKy01
5,164,LAR,Kyren Williams,RB,22,2022,0,0,0,2,2,10,0,0,0,0,0,35,139,0,9,76,0,2,,,WillKy02
5,165,MIN,Esezi Otomewo,DT,23,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,,,OtomEs00
5,166,CIN,Tycen Anderson,S,23,,0,0,0,,,,,,,,,,,,,,,,,,AndeTy00
5,167,DAL,DaRon Bland,DB,23,2022,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,38,5,,BlanDa00
5,168,CHI,Braxton Jones,OL,23,2022,0,0,1,8,8,17,0,0,0,0,0,0,0,0,0,0,0,1,,,JoneBr08
5,169,MIN,Ty Chandler,RB,24,2022,0,0,0,0,0,3,0,0,0,0,0,6,20,0,0,0,0,,,,ChanTy01
5,170,HOU,Teagan Quitoriano,TE,22,2022,0,0,0,1,1,9,0,0,0,0,0,0,0,0,7,113,2,2,,,QuitTe00
5,171,DEN,Luke Wattenberg,OL,24,2022,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,WattLu00
5,172,SFO,Samuel Womack,CB,23,2022,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,13,1,,WomaSa00
5,173,NYG,Marcus McKethan,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,McKeMa01
5,174,CHI,Dominique Robinson,DE,24,2022,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,19,,1.5,RobiDo00
5,175,LVR,Matthew Butler,DT,23,2022,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,ButlMa02
5,176,DAL,Damone Clark,LB,22,2022,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,29,,,ClarDa02
5,177,DET,James Mitchell,TE,23,2022,0,0,0,1,1,14,0,0,0,0,0,0,0,0,11,113,1,,,,MitcJa00
5,178,DAL,John Ridgeway,DT,23,2022,0,0,0,3,,15,0,0,0,0,0,0,0,0,0,0,0,9,,,RidgJo00
5,179,GNB,Kingsley Enagbare,DE,22,2022,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,18,,3.0,EnagKi00
6,180,BUF,Matt Araiza,P,22,,0,0,0,,,,,,,,,,,,,,,,,,AraiMa00
6,181,PHI,Kyron Johnson,DE,24,2022,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,,JohnKy02
6,182,NYG,Darrian Beavers,LB,23,,0,0,0,,,,,,,,,,,,,,,,,,BeavDa00
6,183,NWE,Kevin Harris,RB,21,2022,0,0,0,0,0,5,0,0,0,0,0,18,52,1,0,0,0,,,,HarrKe01
6,184,MIN,Vederian Lowe,OL,23,2022,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,LoweVe00
6,185,BUF,Christian Benford,DB,21,2022,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,17,1,,BenfCh00
6,186,CHI,Zachary Thomas,OL,24,2022,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,ThomZa04
6,187,SFO,Nick Zakelj,OL,23,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,ZakeNi00
6,188,DET,Malcolm Rodriguez,LB,23,2022,0,0,1,6,6,16,0,0,0,0,0,0,0,0,0,0,0,62,,1.0,RodrMa00
6,189,CAR,Amare Barno,DE,23,2022,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,8,,2.0,BarnAm00
6,190,ATL,Justin Shaffer,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,ShafJu00
6,191,MIN,Jalen Nailor,WR,23,2022,0,0,0,1,1,15,0,0,0,0,0,0,0,0,9,179,1,3,,,NailJa00
6,192,IND,Andrew Ogletree,TE,24,,0,0,0,,,,,,,,,,,,,,,,,,OgleAn00
6,193,DAL,Devin Harper,LB,24,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,HarpDe00
6,194,NOR,Jordan Jackson,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,JackJo06
6,195,LAC,Jamaree Salyer,OL,22,2022,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,,,,SalyJa00
6,196,BAL,Tyler Badie,RB,22,2022,0,0,0,0,,1,0,0,0,0,0,1,0,0,1,24,1,,,,BadiTy00
6,197,JAX,Gregory Junior,CB,23,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,,,JuniGr00
6,198,PHI,Grant Calcaterra,TE,23,2022,0,0,0,1,1,15,0,0,0,0,0,0,0,0,5,81,0,,,,CalcGr00
6,199,CAR,Cade Mays,OL,23,2022,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,,MaysCa00
