Player,Drafted (tm/rnd/yr),Player-additional
Kadeem Edwards,Tampa Bay Buccaneers / 5th / 143rd pick / 2014,EdwaKa00
Bruce Ellington,San Francisco 49ers / 4th / 106th pick / 2014,ElliBr00
Justin Ellis,Oakland Raiders / 4th / 107th pick / 2014,ElliJu01
I.K. Enemkpali,New York Jets / 6th / 210th pick / 2014,EnemIK00
Quincy Enunwa,New York Jets / 6th / 209th pick / 2014,EnunQu00
Mike Evans,Tampa Bay Buccaneers / 1st / 7th pick / 2014,EvanMi00
Shaquelle Evans,New York Jets / 4th / 115th pick / 2014,EvanSh00
Antone Exum,Minnesota Vikings / 6th / 182nd pick / 2014,ExumAn00
David Fales,Chicago Bears / 6th / 183rd pick / 2014,FaleDa00
Matt Feiler,,FeilMa00
Anthony Fera,,-9999
Ego Ferguson,Chicago Bears / 2nd / 51st pick / 2014,FergEg00
C.J. Fiedorowicz,Houston Texans / 3rd / 65th pick / 2014,FiedC.00
Tim Flanders,,-9999
Cameron Fleming,New England Patriots / 4th / 140th pick / 2014,FlemCa00
David Fluellen,,FlueDa00
Dee Ford,Kansas City Chiefs / 1st / 23rd pick / 2014,FordDe00
Khairi Fortt,New Orleans Saints / 4th / 126th pick / 2014,FortKh00
Bennie Fowler,,FowlBe00
Austin Franklin,,FranAu00
Devonta Freeman,Atlanta Falcons / 4th / 103rd pick / 2014,FreeDe00
Kyle Fuller,Chicago Bears / 1st / 14th pick / 2014,FullKy00
Zach Fulton,Kansas City Chiefs / 6th / 193rd pick / 2014,FultZa00
Tyler Gaffney,Carolina Panthers / 6th / 204th pick / 2014,GaffTy00
E.J. Gaines,St. Louis Rams / 6th / 188th pick / 2014,GainE.00
Phillip Gaines,Kansas City Chiefs / 3rd / 87th pick / 2014,GainPh00
Jeremy Gallon,New England Patriots / 7th / 244th pick / 2014,GallJe00
Jimmy Garoppolo,New England Patriots / 2nd / 62nd pick / 2014,GaroJi00
James Gayle,,GaylJa00
Jeremiah George,New York Jets / 5th / 154th pick / 2014,GeorJe01
Justin Gilbert,Cleveland Browns / 1st / 8th pick / 2014,GilbJu00
Crockett Gillmore,Baltimore Ravens / 3rd / 99th pick / 2014,GillCr00
Demetri Goodson,Green Bay Packers / 6th / 197th pick / 2014,GoodDe00
Ryan Grant,Washington Redskins / 5th / 142nd pick / 2014,GranRy01
Marion Grice,San Diego Chargers / 6th / 201st pick / 2014,GricMa00
Xavier Grimble,,GrimXa00
Ryan Groy,,GroyRy00
Ra'Shede Hageman,Atlanta Falcons / 2nd / 37th pick / 2014,HageRa00
Andre Hal,Houston Texans / 7th / 216th pick / 2014,HalxAn00
Jon Halapio,New England Patriots / 6th / 179th pick / 2014,HalaJo00
Victor Hampton,,HampVi00
Jonotthan Harrison,,HarrJo03
Taylor Hart,Philadelphia Eagles / 5th / 141st pick / 2014,HartTa00
Matt Hazel,Miami Dolphins / 6th / 190th pick / 2014,HazeMa01
Marcus Heit,,-9999
Seantrel Henderson,Buffalo Bills / 7th / 237th pick / 2014,HendSe00
Robert Herron,Tampa Bay Buccaneers / 6th / 185th pick / 2014,HerrRo00
Ryan Hewitt,,HewiRy00
Jeremy Hill,Cincinnati Bengals / 2nd / 55th pick / 2014,HillJe01
Anthony Hitchens,Dallas Cowboys / 4th / 119th pick / 2014,HitcAn00
Zach Hocker,Washington Redskins / 7th / 228th pick / 2014,HockZa00
Cody Hoffman,,HoffCo00
Tom Hornsey,,HornTo01
Adrian Hubbard,,HubbAd00
Josh Huff,Philadelphia Eagles / 3rd / 86th pick / 2014,HuffJo00
Marqueston Huff,Tennessee Titans / 4th / 122nd pick / 2014,HuffMa00
Allen Hurns,,HurnAl01
James Hurst,,HursJa00
Carlos Hyde,San Francisco 49ers / 2nd / 57th pick / 2014,HydeCa00
Kerry Hyder,,HydeKe01
Louis Nix III,Houston Texans / 3rd / 83rd pick / 2014,NixILo00
Gabe Ikard,,IkarGa00
Andrew Jackson,Indianapolis Colts / 6th / 203rd pick / 2014,JackAn02
Bennett Jackson,New York Giants / 6th / 187th pick / 2014,JackBe00
Gabe Jackson,Oakland Raiders / 3rd / 81st pick / 2014,JackGa00
Nic Jacobs,,JacoNi00
Ja'Wuan James,Miami Dolphins / 1st / 19th pick / 2014,JameJa01
Kendall James,Minnesota Vikings / 6th / 184th pick / 2014,JameKe00
Jeff Janis,Green Bay Packers / 7th / 236th pick / 2014,JaniJe00
Stanley Jean-Baptiste,New Orleans Saints / 2nd / 58th pick / 2014,JeanSt00
Jackson Jeffcoat,,JeffJa00
Marcel Jensen,,JensMa01
Timmy Jernigan,Baltimore Ravens / 2nd / 48th pick / 2014,JernTi00
Anthony Johnson,,JohnAn04
Dontae Johnson,San Francisco 49ers / 4th / 129th pick / 2014,JohnDo02
Storm Johnson,Jacksonville Jaguars / 7th / 222nd pick / 2014,JohnSt03
Wesley Johnson,Pittsburgh Steelers / 5th / 173rd pick / 2014,JohnWe00
Christian Jones,,JoneCh05
DaQuan Jones,Tennessee Titans / 4th / 112th pick / 2014,JoneDa04
Howard Jones,,JoneHo01
T.J. Jones,Detroit Lions / 6th / 189th pick / 2014,JoneT.00
Reggie Jordan,,JordRe00
Henry Josey,,JoseHe00
Lamarcus Joyner,St. Louis Rams / 2nd / 41st pick / 2014,JoynLa00
Odell Beckham Jr.,New York Giants / 1st / 12th pick / 2014,BeckOd00
James Wilder Jr.,,WildJa01
Devon Kennard,New York Giants / 5th / 174th pick / 2014,KennDe00
Zach Kerr,,KerrZa00
Christian Kirksey,Cleveland Browns / 3rd / 71st pick / 2014,KirkCh00
Cyrus Kouandjio,Buffalo Bills / 2nd / 44th pick / 2014,KouaCy00
Kenny Ladler,,LadlKe00
Jarvis Landry,Miami Dolphins / 2nd / 63rd pick / 2014,LandJa00
Tyler Larsen,,LarsTy00
Cody Latimer,Denver Broncos / 2nd / 56th pick / 2014,LatiCo00
Demarcus Lawrence,Dallas Cowboys / 2nd / 34th pick / 2014,LawrDe00
Nevin Lawson,Detroit Lions / 4th / 133rd pick / 2014,LawsNe00
Marqise Lee,Jacksonville Jaguars / 2nd / 39th pick / 2014,LeexMa00
Charles Leno,Chicago Bears / 7th / 246th pick / 2014,LenoCh00
A.C. Leonard,,-9999
Richie Leone,,LeonRi01
Taylor Lewan,Tennessee Titans / 1st / 11th pick / 2014,LewaTa00
Isaiah Lewis,,LewiIs00
Brandon Linder,Jacksonville Jaguars / 3rd / 93rd pick / 2014,LindBr00
Corey Linsley,Green Bay Packers / 5th / 161st pick / 2014,LinsCo00
Boseko Lokombo,,LokoBo01
Spencer Long,Washington Redskins / 3rd / 78th pick / 2014,LongSp00
Craig Loston,,LostCr00
Cornelius Lucas,,LucaCo01
Marcus Lucas,,LucaMa01
Colt Lyerla,,LyerCo00
Aaron Lynch,San Francisco 49ers / 5th / 150th pick / 2014,LyncAa00
Arthur Lynch,Miami Dolphins / 5th / 155th pick / 2014,LyncAr00
Jordan Lynch,,LyncJo01
Khalil Mack,Oakland Raiders / 1st / 5th pick / 2014,MackKh00
Cody Mandell,,MandCo01
Eathyn Manumaleuna,,ManuEa00
Johnny Manziel,Cleveland Browns / 1st / 22nd pick / 2014,ManzJo00
Cassius Marsh,Seattle Seahawks / 4th / 108th pick / 2014,MarsCa00
Kareem Martin,Arizona Cardinals / 3rd / 84th pick / 2014,MartKa00
Marcus Martin,San Francisco 49ers / 3rd / 70th pick / 2014,MartMa01
Zack Martin,Dallas Cowboys / 1st / 16th pick / 2014,MartZa00
Tre Mason,St. Louis Rams / 3rd / 75th pick / 2014,MasoTr00
Jeff Mathews,,-9999
Jake Matthews,Atlanta Falcons / 1st / 6th pick / 2014,MattJa00
Jordan Matthews,Philadelphia Eagles / 2nd / 42nd pick / 2014,MattJo00
Josh Mauro,,MaurJo00
A.J. McCarron,Cincinnati Bengals / 5th / 164th pick / 2014,McCaA.00
Daniel McCullers,Pittsburgh Steelers / 6th / 215th pick / 2014,McCuDa00
Dexter McDougle,New York Jets / 3rd / 80th pick / 2014,McDoDe00
Keith McGill,Oakland Raiders / 4th / 116th pick / 2014,McGiKe00
Jerick McKinnon,Minnesota Vikings / 3rd / 96th pick / 2014,McKiJe00
Zach Mettenberger,Tennessee Titans / 6th / 178th pick / 2014,MettZa00
Jack Mewhort,Indianapolis Colts / 2nd / 59th pick / 2014,MewhJa00
Trey Millard,San Francisco 49ers / 7th / 245th pick / 2014,MillTr00
Tevin Mims,,MimsTe00
Terrance Mitchell,Dallas Cowboys / 7th / 254th pick / 2014,MitcTe00
Donte Moncrief,Indianapolis Colts / 3rd / 90th pick / 2014,MoncDo00
Zach Moore,New England Patriots / 6th / 198th pick / 2014,MoorZa00
James Morris,,MorrJa01
Stephen Morris,,MorrSt00
Morgan Moses,Washington Redskins / 3rd / 66th pick / 2014,MoseMo00
C.J. Mosley,Baltimore Ravens / 1st / 17th pick / 2014,MoslC.00
Adam Muema,,-9999
Jake Murphy,,MurpJa01
Trent Murphy,Washington Redskins / 2nd / 47th pick / 2014,MurpTr00
Aaron Murray,Kansas City Chiefs / 5th / 163rd pick / 2014,MurrAa00
Jordan Najvar,,NajvJo01
Jonathan Newsome,Indianapolis Colts / 5th / 166th pick / 2014,NewsJo00
Troy Niklas,Arizona Cardinals / 2nd / 52nd pick / 2014,NiklTr00
Kevin Norwood,Seattle Seahawks / 4th / 123rd pick / 2014,NorwKe00
Kyle Van Noy,Detroit Lions / 2nd / 40th pick / 2014,VanNKy00
Pat O'Donnell,Chicago Bears / 6th / 191st pick / 2014,ODonPa00
Jeoffrey Pagan,Houston Texans / 6th / 177th pick / 2014,PagaJe00
Tenny Palepoi,,PaleTe00
Matt Paradis,Denver Broncos / 6th / 207th pick / 2014,ParaMa00
Matt Patchan,,PatcMa01
Jacob Pedersen,,PedeJa00
LaDarius Perkins,,PerkLa00
Kevin Pierre-Louis,Seattle Seahawks / 4th / 132nd pick / 2014,PierKe00
Ronald Powell,New Orleans Saints / 5th / 169th pick / 2014,PoweRo01
Jabari Price,Minnesota Vikings / 7th / 225th pick / 2014,PricJa00
Calvin Pryor,New York Jets / 1st / 18th pick / 2014,PryoCa00
Loucheiz Purifoy,,PuriLo00
Kelcy Quarles,,QuarKe01
Kaleb Ramsey,San Francisco 49ers / 7th / 243rd pick / 2014,RamsKa00
Keith Reaser,San Francisco 49ers / 5th / 170th pick / 2014,ReasKe00
Silas Redd,,ReddSi00
Tevin Reese,San Diego Chargers / 7th / 240th pick / 2014,ReesTe00
Caraun Reid,Detroit Lions / 5th / 158th pick / 2014,ReidCa00
Trevor Reilly,New York Jets / 7th / 233rd pick / 2014,ReilTr00
Bryn Renner,,RennBr01
Ed Reynolds,Philadelphia Eagles / 5th / 162nd pick / 2014,ReynEd00
Rashaad Reynolds,,ReynRa00
Antonio Richardson,,RichAn02
Cyril Richardson,Buffalo Bills / 5th / 153rd pick / 2014,RichCy00
Paul Richardson,Seattle Seahawks / 2nd / 45th pick / 2014,RichPa01
Weston Richburg,New York Giants / 2nd / 43rd pick / 2014,RichWe00
Marcus Roberson,,RobeMa00
Allen Robinson,Jacksonville Jaguars / 2nd / 61st pick / 2014,RobiAl02
Greg Robinson,St. Louis Rams / 1st / 2nd pick / 2014,RobiGr01
Bradley Roby,Denver Broncos / 1st / 31st pick / 2014,RobyBr00
Richard Rodgers,Green Bay Packers / 3rd / 98th pick / 2014,RodgRi00
Michael Sam,St. Louis Rams / 7th / 249th pick / 2014,SamxMi00
Bishop Sankey,Tennessee Titans / 2nd / 54th pick / 2014,SankBi00
Cairo Santos,,SantCa01
Jalen Saunders,New York Jets / 4th / 104th pick / 2014,SaunJa00
Tom Savage,Houston Texans / 4th / 135th pick / 2014,SavaTo00
Michael Schofield,Denver Broncos / 3rd / 95th pick / 2014,SchoMi00
Lache Seastrunk,Washington Redskins / 6th / 186th pick / 2014,SeasLa00
Austin Seferian-Jenkins,Tampa Bay Buccaneers / 2nd / 38th pick / 2014,SefeAu00
Connor Shaw,,ShawCo00
Ryan Shazier,Pittsburgh Steelers / 1st / 15th pick / 2014,ShazRy00
Prince Shembo,Atlanta Falcons / 4th / 139th pick / 2014,ShemPr00
Charles Sims,Tampa Bay Buccaneers / 3rd / 69th pick / 2014,SimsCh00
Shayne Skov,,SkovSh00
Yawin Smallwood,Atlanta Falcons / 7th / 253rd pick / 2014,SmalYa00
Chris Smith,Jacksonville Jaguars / 5th / 159th pick / 2014,SmitCh03
Jerome Smith,,SmitJe02
Marcus Smith,Philadelphia Eagles / 1st / 26th pick / 2014,SmitMa03
Telvin Smith,Jacksonville Jaguars / 5th / 144th pick / 2014,SmitTe01
Willie Snead,,SneaWi00
Daniel Sorensen,,SoreDa01
Dezmen Southward,Atlanta Falcons / 3rd / 68th pick / 2014,SoutDe00
Tyler Starr,Atlanta Falcons / 7th / 255th pick / 2014,StarTy00
Anthony Steen,,SteeAn00
Shamar Stephen,Minnesota Vikings / 7th / 220th pick / 2014,StepSh00
Josh Stewart,,StewJo04
Ed Stinson,Arizona Cardinals / 5th / 160th pick / 2014,StinEd00
James Stone,,StonJa02
Bryan Stork,New England Patriots / 4th / 105th pick / 2014,StorBr00
Devin Street,Dallas Cowboys / 5th / 146th pick / 2014,StreDe00
Xavier Su'a-Filo,Houston Texans / 2nd / 33rd pick / 2014,Sua-Xa00
Vinnie Sunseri,New Orleans Saints / 5th / 167th pick / 2014,SunsVi00
Will Sutton,Chicago Bears / 3rd / 82nd pick / 2014,SuttWi00
Travis Swanson,Detroit Lions / 3rd / 76th pick / 2014,SwanTr00
Lorenzo Taliaferro,Baltimore Ravens / 4th / 138th pick / 2014,TaliLo00
Brandon Thomas,San Francisco 49ers / 3rd / 100th pick / 2014,ThomBr02
De'Anthony Thomas,Kansas City Chiefs / 4th / 124th pick / 2014,ThomDe05
Jemea Thomas,New England Patriots / 6th / 206th pick / 2014,ThomJe03
Logan Thomas,Arizona Cardinals / 4th / 120th pick / 2014,ThomLo00
Robert Thomas,,ThomRo04
Khyri Thornton,Green Bay Packers / 3rd / 85th pick / 2014,ThorKh00
D.J. Tialavea,,TialD.00
Jordan Tripp,Miami Dolphins / 5th / 171st pick / 2014,TripJo00
Stephon Tuitt,Pittsburgh Steelers / 2nd / 46th pick / 2014,TuitSt00
Billy Turner,Miami Dolphins / 3rd / 67th pick / 2014,TurnBi00
Trai Turner,Carolina Panthers / 3rd / 92nd pick / 2014,TurnTr01
George Uko,,UkoxGe00
Uani' Unga,,-9999
Brent Urban,Baltimore Ravens / 4th / 134th pick / 2014,UrbaBr00
John Urschel,Baltimore Ravens / 5th / 175th pick / 2014,UrscJo00
Dustin Vaughan,,VaugDu00
Brock Vereen,Chicago Bears / 4th / 131st pick / 2014,VereBr00
Jason Verrett,San Diego Chargers / 1st / 25th pick / 2014,VerrJa00
Jimmie Ward,San Francisco 49ers / 1st / 30th pick / 2014,WardJi01
Todd Washington,,-9999
L'Damian Washington,,WashLD01
Jaylen Watkins,Philadelphia Eagles / 4th / 101st pick / 2014,WatkJa01
Sammy Watkins,Buffalo Bills / 1st / 4th pick / 2014,WatkSa00
Chris Watt,San Diego Chargers / 3rd / 89th pick / 2014,WattCh00
Larry Webster,Detroit Lions / 4th / 136th pick / 2014,WebsLa00
Keith Wenning,Baltimore Ravens / 6th / 194th pick / 2014,WennKe00
Terrance West,Cleveland Browns / 3rd / 94th pick / 2014,WestTe00
Ethan Westbrooks,,WestEt00
Lavelle Westbrooks,Cincinnati Bengals / 7th / 252nd pick / 2014,WestLa00
Chris Whaley,,WhalCh01
James White,New England Patriots / 4th / 130th pick / 2014,WhitJa02
Andre Williams,New York Giants / 4th / 113th pick / 2014,WillAn00
Damien Williams,,WillDa05
Avery Williamson,Tennessee Titans / 5th / 151st pick / 2014,WillAv00
Albert Wilson,,WilsAl02
Kerry Wynn,,WynnKe00
David Yankey,Minnesota Vikings / 5th / 145th pick / 2014,YankDa00
Jordan Zumwalt,Pittsburgh Steelers / 6th / 192nd pick / 2014,ZumwJo00
